LIBID,NAME_CLASS,NAME,NAME_Q,NAME_BD,NAME_BDQ,NAME_ED,NAME_EDQ,NAME_BASIS,ADDRESS,CITY,STATE,COUNTRY,PCODE,PHONE,PHONE_LOC,TELEX,CONTACT_FNAME,CONTACT_LNAME,CONTACT_TITLE,CONTACT_SALUTATION,CONTACT_POSITION,CONTACT_PHONE,CONTACT_EMAIL,CONTACT_TYPE,LIBRARY_HOURS,LIBRARY_CLOSED,LIBRARY_DOCUMENTS,LIBRARY_FACILITIES,CALL_TYPE,CALL_DATE,CALL_PERSON,CALL_NOTE,LIBCODE_CLASS,LIBCODE,CLASS,TYPE,RELATED_GEOCLASS,RELATED_GEODETAIL,RELATED_GEOID,RELATED_GEOIDQ,RELATED_GEOBD,RELATED_GEOBDQ,RELATED_GEOED,RELATED_GEOEDQ,RELATED_GEOBASIS,RELATED_INSCLASS,RELATED_INSDETAIL,RELATED_INSID,RELATED_INSIDQ,RELATED_INSBD,RELATED_INSBDQ,RELATED_INSED,RELATED_INSEDQ,RELATED_INSBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,SUBJECT_BIOID,SUBJECT_GEOID,SUBJECT_INSID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BITECA libid 1190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-06-04,AVENOZA,2024-05-30,SORIANO,,,,,
BITECA libid 1191,LIBRARY*NAME_CLASS*SHORT,Congreso,,,,,,,"Carrera de San Jerónimo, s/n",Madrid,,Espanya,28071,(91) 3906264,LIBRARY*PHONE_LOC*MAIN,46685 HEMI E,Carmen,Rastroyo,,,Responsable de fons antic,91 3906742,,,"9,30 - 20,30",,"Carnet de la biblioteca, que cal demanar amb temps",,LIBRARY*CALL_TYPE*V,2000-06,L. Soriano,,LIBRARY*LIBCODE_CLASS*OTHR,CONGRESO,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_BIBCLASS*CAT,BITECA bibid 4268,,36-7,,,,,,,,,,,"fundada el 1811, una part, procedent del Col·legi dels jesuïtes, passà a la Biblioteca de la Real Academia de la Historia",Enviar per Fax:,1992-06-05,AVENOZA,2024-06-06,TRIADO,,,,,Madrid: Congreso
BITECA libid 1192,LIBRARY*NAME_CLASS*CURRENT,Biblioteca privada desconeguda a Palma de Mallorca,,,,,,,,Ciutat de Mallorca,,Espanya,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PRIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-06-09,AVENOZA,2024-05-30,SORIANO,,,,,Ciutat de Mallorca: Biblioteca privada desconeguda a Palma de Mallorca
BITECA libid 1193,LIBRARY*NAME_CLASS*SHORT,Archives Nationales,,,,,,,Rue les Archives,Paris,,France,,,,,,¿?,,,Directeur,,,,semblant als reduïts de la BNP,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sense localitzar l’ubicació del dipòsit,,1992-06-14,AVENOZA,2010-08-20,AVENOZA,,,,,Paris: Archives Nationales
BITECA libid 1194,LIBRARY*NAME_CLASS*SHORT,Arxiu Municipal,,,,,,,"Placeta de l’Institut Vell, 1",Girona,,Espanya,17004,(972) 221545,LIBRARY*PHONE_LOC*MAIN,,Ramon,Alberch i Figueras,,,Director,,,,Dill-div. 8-15h.,,,,LIBRARY*CALL_TYPE*V,2007,LS,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_BIBCLASS*TRA,BITECA bibid 3142,,,,,,,,,,,,,l’Arxiu es troba tancat per obres i no es coneix la data de reapertura (febrer 2004),,1992-07-30,AVENOZA,2024-05-30,SORIANO,,,,,Girona: Arxiu Municipal
BITECA libid 1195,LIBRARY*NAME_CLASS*SHORT,Zabálburu,,,,,,,"Marqués del Duero, 7",Madrid,,Espanya,28001,91 5769066,LIBRARY*PHONE_LOC*MAIN,,Mercedes,Noviembre,,,Responsable de la Biblioteca,,,,"10-13,30 h de dilluns a divendres",dissabtes i festius,Tarjeta d’investigador; DNI,LIBRARY*FACILITIES*COMPUTER,LIBRARY*CALL_TYPE*V,2006,F. Crosas,,,ZABAL,LIBRARY*CLASS*PRIV,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_BIBCLASS*CAT,BITECA bibid 3277,,,28066,,,,,,,,,,"fundada el 1877, consisteix en Arxiu i Biblioteca; l’Arxiu compren bona part del primitiu arxiu de la Casa de Altamira (docs. des del s. XI al XIX, amb una abuntant col·lecció de privilegis del XV de D. Álvaro de Luna i alguns autògrafs, com una obra de Lope de Vega) i part de la col·lecció de Juan Ignacio Miró",,1992-07-31,AVENOZA,2015-06-10,AVENOZA,UNIVERSAL*INTERNET_CLASS*EMA,bibliotecazabalburu@telefonica.net,,,Madrid: Zabálburu
BITECA libid 1196,LIBRARY*NAME_CLASS*CURRENT,Universitätsbibliothek Leipzig,,,,,,,,Leipzig,,Deutschland,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_BIBCLASS*TRA,BITECA bibid 8557,,,,,,,,,,,,,,,1992-07-31,AVENOZA,2024-03-22,SORIANO,,,,,Leipzig: Universitätsbibliothek Leipzig
BITECA libid 1197,LIBRARY*NAME_CLASS*CURRENT,Biblioteca personal de Gunnar Tilander,,,,,,,,Desconeguda,,Sverige,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PRIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-07-31,AVENOZA,2024-05-30,SORIANO,,,,,Desconeguda: Biblioteca personal de Gunnar Tilander
BITECA libid 1198,LIBRARY*NAME_CLASS*SHORT,Archivio Segreto,,,,,,,Cortile del Belvedere,Vaticano (Città del),,Stato della Città del Vaticano,00120,,,,Raffaele,Farina,,S. Em.za Rev.ma,Director (Cardinale archivista e bibliotecario di S.R.C.),,,,"8,30-13,30 i 16-18,45 (dl-dv)",16-7 / 15-9,,,LIBRARY*CALL_TYPE*V,1997,GA,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-07-31,AVENOZA,2024-04-05,SORIANO,,,,,Vaticano (Città del): Archivio Segreto
BITECA libid 1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-08-20,AVENOZA,2024-05-30,SORIANO,,,,,
BITECA libid 1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-08-21,AVENOZA,2024-05-30,SORIANO,,,,,
BITECA libid 1201,LIBRARY*NAME_CLASS*SHORT,Belles Arts de Sant Jordi,,,,,,,"Pg. Isabel II, 1",Barcelona,,Espanya,08003,(93) 3192434,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,,,,,,BASJ,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-08-27,AVENOZA,2011-11-16,AVENOZA,,,,,Barcelona: Belles Arts de Sant Jordi
BITECA libid 1202,LIBRARY*NAME_CLASS*SHORT,Pública,,,,,,,"Plaça Porta de Santa Caterina, 24",Ciutat de Mallorca,,Espanya,07012,971 711840,LIBRARY*PHONE_LOC*MAIN,,María,Lluch Alemany,,,Directora,,bpcansalas@bibliotecapalma.com,,Dill a div. 9-20,,,LIBRARY*FACILITIES*PHOTOCOPY,LIBRARY*CALL_TYPE*V,2007-10,LS,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_BIBCLASS*CAT,BITECA bibid 1932,,5-8,28307,,,,,,,,,,"fons aproximat de 300.000 volums, 1184 manuscrits, 2000 títols de publicacions periòdiques, així com un ampli ventall de suports informatius: CD-ROM, CD, DVD, microfilms, microfitxes, gravats, partitures. Acull els fons procedents dels convents de Mallorca des de la Desamortització. Recentment ha rebut fons particulars com és el llegat Aguiló (vegeu manid 2760). Al traslladar-se el fons dels convents a la biblioteca pública hom distribuí els volums en dues sales “Montisió”, plena bàsicament amb obres procedents d’aquell convent i Juníper Serra, on s’encabiren els “montisió” que no cabien a a la primera sala i la resta de volums, tenint tots ells numeració continuada que no distingia la procedència",,1992-09-12,AVENOZA,2012-04-20,AVENOZA,UNIVERSAL*INTERNET_CLASS*EMA,malemany@sauce.pntic.mec.es,,,Ciutat de Mallorca: Pública
BITECA libid 1203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-09-14,AVENOZA,2024-06-04,TRIADO,,,,,
BITECA libid 1204,LIBRARY*NAME_CLASS*SHORT,Universitätsbibliothek,,,,,,,,Halle,Saxònia Anhalt,Deutschland,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ciutat del land de Saxònia-Anhalt. For‡a propera a Leipzig, est‘situada entre Turíngia i Berlin.",,1992-09-14,AVENOZA,2010-08-16,AVENOZA,,,,,Halle: Universitätsbibliothek
BITECA libid 1205,LIBRARY*NAME_CLASS*SHORT,Menéndez y Pelayo,,,,,,,"Rubio, 6",Santander,,Espanya,39007,(942) 234534,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,9-14h de dilluns a divendres,,Carnet d’identitat,LIBRARY*FACILITIES*COMPUTER,LIBRARY*CALL_TYPE*V,1999,LS HR,,,BMP,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_BIBCLASS*TRA,BITECA bibid 3530,,,28321,,,,,,,,,,fundada el 1915.,,1992-09-14,AVENOZA,2011-10-25,AVENOZA,UNIVERSAL*INTERNET_CLASS*EMA,info@bibmp.com,,,Santander: Menéndez y Pelayo
BITECA libid 1206,LIBRARY*NAME_CLASS*SHORT,Convent dels Caputxins,,,,,,,"Cardenal Vives i Tutó, 2-16",Barcelona,,Espanya,08034,2043458,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-09-14,AVENOZA,2010-08-20,AVENOZA,,,,,Barcelona: Convent dels Caputxins
BITECA libid 1207,LIBRARY*NAME_CLASS*SHORT,Francisco Bedós,,,,,,,,Sabadell,,Espanya,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PRIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-06,AVENOZA,2024-05-30,SORIANO,,,,,Sabadell: Francisco Bedós
BITECA libid 1208,LIBRARY*NAME_CLASS*CURRENT,Biblioteca personal de Francesc Fàbregas,,,,,,,,Desconeguda,Catalunya,Espanya,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PRIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-06,AVENOZA,2024-06-04,TRIADO,,,,,Desconeguda: Biblioteca personal de Francesc Fàbregas
BITECA libid 1209,LIBRARY*NAME_CLASS*SHORT,Biblioteka Jagiellonska,,,,,,,Ave. Mickiewicza 22,Kraków,,Polska,30059,48 12 633 0903,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,de dilluns a divendres de 10h a 18h,,,LIBRARY*FACILITIES*MICROFILM,LIBRARY*CALL_TYPE*V,1992,J. A. Ysern,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,telèfon directe amb la sala de manuscrits 663 3519 i mail bjmanus@uj.edu.pl; amb la d’impressos antics 663 3586 i stardrbj@uj.edu.pl,,1993-07-30,AVENOZA,2024-05-30,SORIANO,,,,,Kraków: Biblioteka Jagiellonska
BITECA libid 1210,LIBRARY*NAME_CLASS*CURRENT,Arxiu Diocesà d’Urgell,,,,,,,Casa del Bisbat,La Seu d’Urgell,,Espanya,,(973) 350054,LIBRARY*PHONE_LOC*MAIN,,Benigne,Marquès,,,Bibliotecari,,,,"Dill-div. 10-13,30h. i 17-20h.",,,,LIBRARY*CALL_TYPE*V,2002,VB LS GA,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994-02-09,AVENOZA,2024-06-04,TRIADO,,,,,La Seu d’Urgell: Arxiu Diocesà
BITECA libid 1211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994-06-15,AVENOZA,2024-05-30,SORIANO,,,,,
BITECA libid 1212,LIBRARY*NAME_CLASS*SHORT,Casanatense,,,,,,,"Via San Ignacio, 52",Roma,,Italia,00186,+39 06 6976031,LIBRARY*PHONE_LOC*MAIN,,Fioravanti,Rita,Dra.,Dottoressa,Dr.,39 06 69760331,,,8:15-18:50 dill-div,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_BIBCLASS*TRA,BITECA bibid 1285,,,16697,,,,,,,,,,6459 Mss.i 2183 inc.,,1994-08-29,AVENOZA,2016-03-12,AVENOZA,UNIVERSAL*INTERNET_CLASS*EMA,casanatense.polosbn@inroma.roma.it,,,Roma: Casanatense
BITECA libid 1213,LIBRARY*NAME_CLASS*SHORT,UAB: Humanitats,,,,,,,Campus universitari,Bellaterra,,Espanya,08193,(93) 5811763,LIBRARY*PHONE_LOC*MAIN,,Maria Dolors,Dilmé,,,Directora,,mariadolors.dilme@uab.cat,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994-09-04,AVENOZA,2010-08-20,AVENOZA,,,,,Bellaterra: UAB: Humanitats
BITECA libid 1214,LIBRARY*NAME_CLASS*SHORT,Biblioteca de treball de BITECA,,,,,,,,Barcelona,,Espanya,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PRIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-01-06,AVENOZA,2024-06-04,TRIADO,,,,,Barcelona: Biblioteca de treball de BITECA
BITECA libid 1215,LIBRARY*NAME_CLASS*SHORT,BUB: Història,,,,,,,,Barcelona,,Espanya,08001,(93) 4409200,LIBRARY*PHONE_LOC*MAIN,,Montserrat,Garric,,,Directora,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-04-27,AVENOZA,2010-08-20,AVENOZA,,,,,Barcelona: BUB: Història
BITECA libid 1216,LIBRARY*NAME_CLASS*SHORT,Biblioteca Valenciana,,,,,,,"Av. de la Constitució, 284 (Monestir de San Miguel de los Reyes)",València,,Espanya,46019,963874000,LIBRARY*PHONE_LOC*MAIN,,Marta,Alonso Rodríguez,,,Directora General de Cultura,,,,9 a 14h dilluns a divendres,,,,LIBRARY*CALL_TYPE*V,2001,LS GS OG,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_BIBCLASS*CAT,BITECA bibid 4783,,617-8,,,,,,,,,,,,,1995-05-18,AVENOZA,2014-02-13,AVENOZA,UNIVERSAL*INTERNET_CLASS*EMA,bv@gva.es,,,València: Biblioteca Valenciana
BITECA libid 1217,LIBRARY*NAME_CLASS*CURRENT,Biblioteca de la Condesa viuda de Torrellano,,,,,,,,Alacant,,Espanya,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PRIV,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_BIBCLASS*CAT,BITECA bibid 7326,,168-70,3-20,,,,,,,,,,Albert Berenguer (1951) només esmenta un incunables en llatí i castellà.,,1995-05-18,AVENOZA,2016-03-31,AVENOZA,,,,,Alacant: Bosch d’Arés
BITECA libid 1218,LIBRARY*NAME_CLASS*SHORT,Societat Castellonenca,,,,,,,"Gaibiel, 4",Castelló de la Plana,,Espanya,12003,,,,,,,,,,,,,,,,LIBRARY*CALL_TYPE*V,1995,VB,,,,LIBRARY*CLASS*PRIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-10-28,AVENOZA,2014-01-05,FAULHABER,,,,,Castelló de la Plana: Societat Castellonenca
BITECA libid 1219,LIBRARY*NAME_CLASS*SHORT,Arxiu de la Diputació,,,,,,,"Av. Vall d’Uixó, 25",Castelló de la Plana,,Espanya,12005,964359704,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,dilluns a divendres de 8 a 14:30h,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-10-28,AVENOZA,2014-01-05,FAULHABER,UNIVERSAL*INTERNET_CLASS*EMA,archivo@dipcas.es,,,Castelló de la Plana: Arxiu de la Diputació
BITECA libid 1222,LIBRARY*NAME_CLASS*SHORT,U. Illinois - Urbana-Champaign,,,,,,,"West Gregory Drive, 1408",Urbana,IL,USA,61801,217-333-2290,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_BIBCLASS*CAT,BITECA bibid 3119,,,,,,,,,,,,,,,1995-11-02,AVENOZA,2014-01-05,FAULHABER,UNIVERSAL*INTERNET_CLASS*EMA,reflib@library.uiuc.edu,,,Urbana: U. Illinois - Urbana-Champaign
BITECA libid 1223,LIBRARY*NAME_CLASS*SHORT,Joan Gili,,,,,,,,Oxford,,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PRIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-04-12,AVENOZA,2024-06-04,TRIADO,,,,,Oxford: Joan Gili
BITECA libid 1224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-06-12,AVENOZA,2024-06-04,TRIADO,,,,,
BITECA libid 1225,LIBRARY*NAME_CLASS*CURRENT,Biblioteca del campus Barri Vell de la Universitat de Girona,,,,,,,,Girona,,Espanya,,,,,,,,,,,,,,,,,,,,,LIBRARY*LIBCODE_CLASS*OTHR,BUG,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-06-12,AVENOZA,2024-06-04,TRIADO,,,,,Girona: Biblioteca del campus Barri Vell
BITECA libid 1226,LIBRARY*NAME_CLASS*SHORT,Pompeu Fabra,,,,,,,,Barcelona,,Espanya,,,,,,,,,,,,,,,,,,,,,,BUPF,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-06-12,AVENOZA,2010-08-16,AVENOZA,,,,,Barcelona: Pompeu Fabra
BITECA libid 1227,LIBRARY*NAME_CLASS*SHORT,CRAI campus Catalunya,,,,,,,,Tarragona,,Espanya,,,,,,,,,,,,,,,,,,,,,LIBRARY*LIBCODE_CLASS*OTHR,BURV,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-06-13,AVENOZA,2024-06-04,TRIADO,,,,,Tarragona: CRAI campus Catalunya
BITECA libid 1228,LIBRARY*NAME_CLASS*SHORT,Arxiu Municipal,,,,,,,Cases de la Vila,Sóller,,Espanya,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_BIBCLASS*TRA,BITECA bibid 3273,,221-9,,,,,,,,,,,,,1996-08-06,AVENOZA,2014-01-05,FAULHABER,,,,,Sóller: Arxiu Municipal
BITECA libid 1229,LIBRARY*NAME_CLASS*SHORT,Arxiu Capitular,,,,,,,Pl. Almoina s/n,Ciutat de Mallorca,,Espanya,07001,(971) 723133,LIBRARY*PHONE_LOC*MAIN,,Jaume,Cabré Lliteres,,,Canonge Secretari del Cabild,(971) 713133,,,10-14:45 de dilluns a divendres de novembre a març,,,LIBRARY*FACILITIES*COMPUTER,LIBRARY*CALL_TYPE*V,2008,LS,,LIBRARY*LIBCODE_CLASS*OTHR,ACM,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_BIBCLASS*TRA,BITECA bibid 3272,21.0,8,,,,,,,,,,,posseeix un {I}Repertori{/I} elaborat en el s. XIX pel Canonge Pere Juan Julia i uns índexs alfabètics de mà de J. Miralles,,1996-08-19,AVENOZA,2016-06-05,AVENOZA,,,,,Ciutat de Mallorca: Arxiu Capitular
BITECA libid 1230,LIBRARY*NAME_CLASS*SHORT,Biblioteca Família Zaforteza,,,,,,,"Jardins d’Alfàbia. Carretera de Sóller, km 17",Bunyola,Palma de Mallorca,Espanya,07110,,,,Cristina,Zaforteza,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PRIV,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_BIBCLASS*TRA,BITECA bibid 1097,,12,,,BITECA geoid 1304,,,,,,,,,,1996-08-19,AVENOZA,2024-04-02,SORIANO,,,,,Bunyola: Biblioteca Família Zaforteza
BITECA libid 1231,LIBRARY*NAME_CLASS*SHORT,Arxiu Mercadé,,,,,,,,Fraga [?],,Espanya,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PRIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-08-19,AVENOZA,2010-08-16,AVENOZA,,,,,Fraga [?]: Arxiu Mercadé
BITECA libid 1232,LIBRARY*NAME_CLASS*SHORT,Olim Biblioteca J. A. Prohens,,,,,,,,Ciutat de Mallorca,,Espanya,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PRIV,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_BIBCLASS*TRA,BITECA bibid 1208,,180,,,,,,,,,,,,,1996-08-20,AVENOZA,2024-06-04,TRIADO,,,,,Ciutat de Mallorca: Olim Biblioteca J. A. Prohens
BITECA libid 1233,LIBRARY*NAME_CLASS*CURRENT,Museu de Mallorca,,,,,,,"c/ de la Portella, 5",Ciutat de Mallorca,,Espanya,07001,971 71 75 50,LIBRARY*PHONE_LOC*MAIN,,Guillem,Rosselló i Bordoy,Sr.,,Director,,,,"10-14,30 dilluns a divendres",,,,LIBRARY*CALL_TYPE*V,1996,LS,,,MMa,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,per raons de conservació el Museu de Mallorca va acollir alguns fons de la Societat Arqueològica Lul·liana,,1996-09-04,AVENOZA,2024-06-04,TRIADO,,,,,Ciutat de Mallorca: Museu de Mallorca
BITECA libid 1234,LIBRARY*NAME_CLASS*SHORT,Convent de Sant Domènec,,,,,,,,Ciutat de Mallorca,,Espanya,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_BIBCLASS*TRA,BITECA bibid 1597,22.0,212-9,,,,,,,,,,,Els fons d’aquest convent passaren amb la Desamortització a la que ara és la Biblioteca Pública de l’Estat de Palma,,1996-09-05,AVENOZA,2024-06-04,TRIADO,,,,,Ciutat de Mallorca: Convent de Sant Domènec
BITECA libid 1235,LIBRARY*NAME_CLASS*SHORT,Catedral,,,,,,,"c/ San Cristóbal, 5",Sogorb,,Espanya,12400,964 713 823,LIBRARY*PHONE_LOC*MAIN,,Magín,Arroyas Serrano,,,Tècnic d’arxiu,,,,"dc. i dj. 10-14h, 16-19h (sempre amb cita prèvia)",,DNI,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_BIBCLASS*TRA,BITECA bibid 4418,,7,,,,,,,,,,,"del seu fons se n’ha perdut bona part, en especial tots els volums aplegats pel bisbe Joan Baptista Pérez al s. XVI amb obra catalana. El catàleg mecanografiat de sala està en curs de renovació",,1996-11-11,AVENOZA,2024-06-04,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,www.catedraldesegorbe.es/archivo.php,,,Sogorb: Catedral
BITECA libid 1236,LIBRARY*NAME_CLASS*SHORT,Biblioteca de Lletres,,,,,,,,Lleida,,Espanya,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-11-21,AVENOZA,2024-06-04,TRIADO,,,,,Lleida: Biblioteca de Lletres
BITECA libid 1237,LIBRARY*NAME_CLASS*SHORT,Nacional,,,,,,,Campo Grande 83,Lisboa,,Portugal,1749-081,21 7982000,LIBRARY*PHONE_LOC*MAIN,,Jorge,Couto,,,director,,,,,,,,LIBRARY*CALL_TYPE*V,2003-07,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-12-02,AVENOZA,2010-08-20,AVENOZA,,,,,Lisboa: Nacional
BITECA libid 1238,LIBRARY*NAME_CLASS*SHORT,Biblioteca di Storia Patria,,,,,,,"Piazza San Domenico, 1",Palermo,,Italia,90133,,,,,,,,,,,,,,,,LIBRARY*CALL_TYPE*V,14-09-05,GAV LS,No es va poder accedir a la Biblioteca,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Per raons de manca de finançament la biblioteca di Storia Patria i el seu museu van tancar al 2013, sense que hagi una data prevista per a la seva reapertura. Donat que vam visitar Palermo al setembre de 2014 no ens ha estat posible veure els llibres que s’hi custodien.<br /><br />",tot,1997-01-17,AVENOZA,2014-09-06,AVENOZA,UNIVERSAL*INTERNET_CLASS*EMA,info@StoriaPatria.it,,,Palermo: Biblioteca di Storia Patria
BITECA libid 1239,LIBRARY*NAME_CLASS*SHORT,IRHT,,,,,,,"40, av. Iena",Paris,,France,,,,,,,,,,,,,,,,,LIBRARY*CALL_TYPE*V,2004-07,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-08-05,AVENOZA,2013-03-06,ROVIRA,,,,,Paris: IRHT
BITECA libid 1240,LIBRARY*NAME_CLASS*SHORT,Real Ac. Cultura Valenciana,,,,,,,"Avellanas, 26",València,,Espanya,46003,96 3916965,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,9-14h,,,,LIBRARY*CALL_TYPE*V,2009,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-08-05,AVENOZA,2014-01-05,FAULHABER,UNIVERSAL*INTERNET_CLASS*EMA,secretari@racv.es,,,València: Real Ac. Cultura Valenciana
BITECA libid 1241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-10-16,AVENOZA,2024-06-04,TRIADO,,,,,
BITECA libid 1242,LIBRARY*NAME_CLASS*SHORT,BUB: Dret,,,,,,,,Barcelona,,Espanya,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-02-13,AVENOZA,2010-08-16,AVENOZA,,,,,Barcelona: BUB: Dret
