BIOID,NAME_CLASS,NAME_FIRST,NAME_LAST,NAME_NUMBER,NAME_HONORIFIC,NAME_EPITHET,NAME_Q,NAME_BD,NAME_BDQ,NAME_ED,NAME_EDQ,NAME_BASIS,TITLE,TITLE_NUMBER,TITLE_CONNECTOR,TITLE_GEOID,TITLE_Q,TITLE_BD,TITLE_BDQ,TITLE_ED,TITLE_EDQ,TITLE_BASIS,MILESTONE_CLASS,MILESTONE_DETAIL,MILESTONE_Q,MILESTONE_GEOID,MILESTONE_GEOIDQ,MILESTONE_BD,MILESTONE_BDQ,MILESTONE_ED,MILESTONE_EDQ,MILESTONE_BASIS,AFFILIATION_CLASS,AFFILIATION_TYPE,AFFILIATION_Q,AFFILIATION_GEOID,AFFILIATION_GEOIDQ,AFFILIATION_BD,AFFILIATION_BDQ,AFFILIATION_ED,AFFILIATION_EDQ,AFFILIATION_BASIS,SEX,RELATED_BIOCLASS,RELATED_BIODETAIL,RELATED_BIOID,RELATED_BIOIDQ,RELATED_BIOBD,RELATED_BIOBDQ,RELATED_BIOED,RELATED_BIOEDQ,RELATED_BIOBASIS,RELATED_INSCLASS,RELATED_INSDETAIL,RELATED_INSID,RELATED_INSIDQ,RELATED_INSBD,RELATED_INSBDQ,RELATED_INSED,RELATED_INSEDQ,RELATED_INSBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,RELATED_MANCLASS,RELATED_MANID,RELATED_MANVOL,RELATED_MANLOC,RELATED_MANITEM,SUBJECT_GEOID,SUBJECT_INSID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BITECA bioid 2630,BIOGRAPHY*NAME_CLASS*NATV,Ramon Roger d’,Erill,,BIOGRAPHY*NAME_HONORIFIC*FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*AFFILIATION_CLASS*ORD,BIOGRAPHY*AFFILIATION_CLASS!ORD*JERUS.,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,BIOGRAPHY*RELATED_INSCLASS*ALT,comanador de Barbens,BITECA insid 1216,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 4923,,69,,,,,,,,,,,,,,,,,1997-08-22,AVENOZA,2024-05-09,SORIANO,,,,,"Ramon Roger d’ Erill (Fra), Jerusalem"
BITECA bioid 2631,BIOGRAPHY*NAME_CLASS*NATV,Mateu,Esteve,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*RES,,,BITECA geoid 1002,,,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*POETA,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-08-22,AVENOZA,,,,,,,"Mateu Esteve, poeta"
BITECA bioid 2632,BIOGRAPHY*NAME_CLASS*NATV,Matias,Nadal,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,BITECA geoid 1014,,1727,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*NOTARI,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-08-23,AVENOZA,2004-09-30,AVENOZA,,,,,"Matias Nadal, notari"
BITECA bioid 2633,BIOGRAPHY*NAME_CLASS*NATV,Joan Ramon,Ferrer,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,BITECA geoid 1001,,1390,[?],1450,[?],Wikidata,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*POETA,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 8556,,,Q11927912,,,,,,,,,,,,,,,,1997-08-23,AVENOZA,2023-11-09,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q11927912,,2023-11-08,"Joan Ramon Ferrer, poeta"
BITECA bioid 2634,BIOGRAPHY*NAME_CLASS*NATV,Gabriel,Mòger,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*BOR,,,BITECA geoid 1014,,1379,,1438,,Wikidata,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*PINTOR,,,,,,,,,BIOGRAPHY*SEX*M,BIOGRAPHY*RELATED_BIOCLASS*AMIC,,BITECA bioid 2172,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 1484,15,274,sv,,,,,,,,,,,,,,,,1997-08-23,AVENOZA,2024-05-06,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q5515765,,2023-11-21,"Gabriel Mòger, pintor"
BITECA bioid 2635,BIOGRAPHY*NAME_CLASS*NATV,Francesc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*POETA,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 8556,,,Q85843017,,,,,,,,,,,,,,,,1997-08-23,AVENOZA,2023-09-21,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q85843017,,2023-09-21,"Francesc, poeta"
BITECA bioid 2636,BIOGRAPHY*NAME_CLASS*NATV,Lluís,Garcia,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*BOR,,,BITECA geoid 1002,[?],1474,,1488,,Wikidata,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*NOTARI,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 3375,,65,Q85843374,,,,,,,,,,,,,,,,1997-08-23,AVENOZA,2023-09-14,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q85843374,,2023-09-14,"Lluís Garcia, notari"
BITECA bioid 2637,BIOGRAPHY*NAME_CLASS*NATV,,Guàrdia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*POETA,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-08-23,AVENOZA,2023-11-08,TRIADO,,,,,"Guàrdia, poeta"
BITECA bioid 2638,BIOGRAPHY*NAME_CLASS*NATV,Elionor de,Cardona,,,,,,,,,,BIOGRAPHY*TITLE*MARQUESA,,BIOGRAPHY*TITLE_CONNECTOR*D’,BITECA geoid 1444,,1451,,1455,,dates de casament i de mort del marit,BIOGRAPHY*MILESTONE_CLASS*RES,,,BITECA geoid 1384,,1451,,,,,,,,,,,,,,,BIOGRAPHY*SEX*F,BIOGRAPHY*RELATED_BIOCLASS*MULLER,,BITECA bioid 2697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-08-23,AVENOZA,1997-09-11,AVENOZA,,,,,"Elionor de Cardona, Marquesa d’Oristany [1451 - 1455]"
BITECA bioid 2639,BIOGRAPHY*NAME_CLASS*NATV,Francí,Joan,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*RES,,,BITECA geoid 1002,[?],,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*POETA,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 8556,,,Q85437468,,,,,,,,,,,,,,,,1997-08-23,AVENOZA,2023-09-21,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q85437468,,2023-09-21,"Francí Joan, poeta"
BITECA bioid 2640,BIOGRAPHY*NAME_CLASS*NATV,Lluís,Despí,,,,,,,,,,BIOGRAPHY*TITLE*VIRREI,,BIOGRAPHY*TITLE_CONNECTOR*DE,BITECA geoid 1163,,,,,,,,,,,,,,,,,BIOGRAPHY*AFFILIATION_CLASS*ORD,BIOGRAPHY*AFFILIATION_CLASS!ORD*MONTESA,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,BIOGRAPHY*RELATED_INSCLASS*MAS,,BITECA insid 1243,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-08-24,AVENOZA,2018-04-06,AVENOZA,,,,,"Lluís Despí, Virrei de València"
BITECA bioid 2641,BIOGRAPHY*NAME_CLASS*NATV,Joan de,Nàjera,,,,,,,,,,BIOGRAPHY*TITLE*PREVERE,,,BITECA geoid 1002,,1456,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,BITECA geoid 1002,,1474,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*CLERGUESECULAR,,,,,,,,,BIOGRAPHY*SEX*M,BIOGRAPHY*RELATED_BIOCLASS*CAPELLÀ,,BITECA bioid 1015,,1479,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 1484,,,Q85437457,,,,,,,,,,,,,,,p. Diccionari literatura catalana,1997-08-24,AVENOZA,2023-07-05,SORIANO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q85437457,,2023-07-05,"Joan de Nàjera, Prevere València [1456]"
BITECA bioid 2642,BIOGRAPHY*NAME_CLASS*NATV,Pere,Peres,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*BOR,,,BITECA geoid 1002,,1474,d.,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*NOTARI,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,BIOGRAPHY*RELATED_INSCLASS*CON,de miserables,BITECA insid 1204,,1512,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BITECA bibid 8607,,,Q85957370,,,,,,,,,,,,,,,"Diccionari literatura catalana, p.",1997-08-24,AVENOZA,2023-07-05,SORIANO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q85957370,,2023-07-05,"Pere Peres, notari"
BITECA bioid 2643,BIOGRAPHY*NAME_CLASS*NATV,Violant,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,BITECA geoid 1002,,1474,,,,,,,,,,,,,,,BIOGRAPHY*SEX*F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-08-24,AVENOZA,2018-04-05,AVENOZA,,,,,Violant (Floruit 1474)
BITECA bioid 2644,BIOGRAPHY*NAME_CLASS*NATV,Lluís,Munyoç,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,BITECA geoid 1002,,1474,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*NOTARI,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-08-24,AVENOZA,2023-11-16,TRIADO,,,,,"Lluís Munyoç, notari"
BITECA bioid 2645,BIOGRAPHY*NAME_CLASS*NATV,Joan,Sobrevero,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,BITECA geoid 1002,,1474,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*POETA,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-08-24,AVENOZA,,,,,,,"Joan Sobrevero, poeta"
BITECA bioid 2646,BIOGRAPHY*NAME_CLASS*NATV,Joan,Llençol,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,BITECA geoid 1002,,1474,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*POETA,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-08-24,AVENOZA,2007-07-02,AVENOZA,,,,,"Joan Llençol, poeta"
BITECA bioid 2647,BIOGRAPHY*NAME_CLASS*NATV,Miquel,Peres,,,,,,,,,Parramon,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*RES,,,BITECA geoid 1002,,,,,,Wikidata,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*ESCRIPTOR,,,,,,,,Wikidata,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 8556,,,Q85957351,,,,,,,,,,,,,,Fitxa per eliminar. Duplicat del BIOID 1046,,1997-08-24,AVENOZA,2023-10-24,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q85957351,,2023-10-24,"Miquel Peres, escriptor"
BITECA bioid 2648,BIOGRAPHY*NAME_CLASS*NATV,Jeroni de,Vic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*POETA,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"existeix un Jeroni de Vic i de Vallterra (Valencia 1459 ca.-1535), alt funcionari reial GEC 23:77 sv)",,1997-08-24,AVENOZA,2004-08-28,AVENOZA,,,,,"Jeroni de Vic, poeta"
BITECA bioid 2649,BIOGRAPHY*NAME_CLASS*NATV,Joan de,Sant Climent,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,BITECA geoid 1002,,1474,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*POETA,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BITECA bibid 8607,,,Q85437493,,,,,,,,,,,,,,,diccionari literatura p.,1997-08-24,AVENOZA,2023-07-05,SORIANO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q85437493,,2023-07-05,"Joan de Sant Climent, poeta"
BITECA bioid 2650,BIOGRAPHY*NAME_CLASS*NATV,Bartomeu,Salvador,,,,,,,,,,BIOGRAPHY*TITLE*DOCTORENLLEIS,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,BITECA geoid 1002,,1474,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*ESTUDIANT,,,,1474,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BITECA bibid 8607,,,Q54932522,,,,,,,,,,,,,,,diccionari literatura p.,1997-08-24,AVENOZA,2023-11-10,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q54932522,,2023-07-05,"Bartomeu Salvador, Doctor en lleis"
BITECA bioid 2651,BIOGRAPHY*NAME_CLASS*NATV,Joan,Verdanxa,,,el Menor,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,BITECA geoid 1002,,1474,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*POETA,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-08-24,AVENOZA,,,,,,,"Joan Verdanxa el Menor, poeta"
BITECA bioid 2652,BIOGRAPHY*NAME_CLASS*NATV,Francesc,Vilalba,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,BITECA geoid 1002,,1474,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*POETA,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-08-24,AVENOZA,2007-07-02,AVENOZA,,,,,"Francesc Vilalba, poeta"
BITECA bioid 2653,BIOGRAPHY*NAME_CLASS*NATV,Jeroni,Monçó,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,BITECA geoid 1002,,1474,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*POETA,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-08-24,AVENOZA,2007-07-02,AVENOZA,,,,,"Jeroni Monçó, poeta"
BITECA bioid 2654,BIOGRAPHY*NAME_CLASS*NATV,Francesc de,Sant Ramon,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,BITECA geoid 1002,,1474,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*POETA,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-08-24,AVENOZA,2007-07-02,AVENOZA,,,,,"Francesc de Sant Ramon, poeta"
BITECA bioid 2655,BIOGRAPHY*NAME_CLASS*NATV,Maria de,Navarra,,,,,,,,,,BIOGRAPHY*TITLE*REINA,,BIOGRAPHY*TITLE_CONNECTOR*D’,BITECA geoid 1064,,1338,,1347,,,BIOGRAPHY*MILESTONE_CLASS*BOR,,,BITECA geoid 1140,,1320,,1347-04-16,,Wikidata,,,,,,,,,,,BIOGRAPHY*SEX*F,BIOGRAPHY*RELATED_BIOCLASS*MARE,,BITECA bioid 1761,,1338,,1347,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 8556,,,Q387701,,,,,,,,,,,,,,,,1997-08-24,AVENOZA,2024-02-02,SORIANO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q387701,,2023-09-20,"Maria de Navarra, Reina d’Corona d’Aragó [1338 - 1347]"
BITECA bioid 2656,BIOGRAPHY*NAME_CLASS*NATV,Hugó,,,BIOGRAPHY*NAME_HONORIFIC*FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-08-24,AVENOZA,1999-09-12,AVENOZA,,,,,Hugó (Fra)
BITECA bioid 2657,BIOGRAPHY*NAME_CLASS*NATV,Ivany,,,BIOGRAPHY*NAME_HONORIFIC*MOSSÈN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-08-24,AVENOZA,1999-09-12,AVENOZA,,,,,Ivany (Mossèn)
BITECA bioid 2658,BIOGRAPHY*NAME_CLASS*NATV,Joseta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-08-24,AVENOZA,,,,,,,Joseta
BITECA bioid 2659,BIOGRAPHY*NAME_CLASS*NATV,Melcior de,Gualbes,,BIOGRAPHY*NAME_HONORIFIC*MOSSÈN,,,,,,,,BIOGRAPHY*TITLE*CASTELLÀ,,BIOGRAPHY*TITLE_CONNECTOR*DE,BITECA geoid 1470,,1413,,,,,BIOGRAPHY*MILESTONE_CLASS*BOR,,,BITECA geoid 1001,[?],1409,,1420,ca.,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*POETA,,,,,,,,,BIOGRAPHY*SEX*M,BIOGRAPHY*RELATED_BIOCLASS*PARTIDARI,,BITECA bioid 1148,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 8556,,,Q6812023,,,,,,,,,,,,,,Membre d’una família de banquers barcelonins. El 1409 participà a la guerra de Sardenya com a patró d’una galera,,1997-08-24,AVENOZA,2023-11-04,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q6812023,,2023-11-04,"Melcior de Gualbes (Mossèn), Castellà de Castellví de Rosanes [1413]"
BITECA bioid 2660,BIOGRAPHY*NAME_CLASS*NATV,Pseudo-Ausiàs,March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-08-24,AVENOZA,2000-05-01,AVENOZA,,,,,Pseudo-Ausiàs March
BITECA bioid 2661,BIOGRAPHY*NAME_CLASS*NATV,Jeroni,Martí,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,BITECA geoid 1002,,1488,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*POETA,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 3375,,74,Q85437460,,,,,,,,,,,,,,Guanyà la joia en un certàmen. Ferrando suggereix que sigui parent del clergue Joanot Martí i identificable amb un prevere homònim documentat entre 1509 i 1525,,1997-08-24,AVENOZA,2023-11-16,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q85437460,,2023-11-15,"Jeroni Martí, poeta"
BITECA bioid 2662,BIOGRAPHY*NAME_CLASS*NATV,Juan de,Beaumont y Curten,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*RES,,,BITECA geoid 1228,,1419-04-03,,,,Wikidata,BIOGRAPHY*AFFILIATION_CLASS*ORD,BIOGRAPHY*AFFILIATION_CLASS!ORD*JERUS.,,,,,,,,,BIOGRAPHY*SEX*M,BIOGRAPHY*RELATED_BIOCLASS*CANCELLER,,BITECA bioid 1581,,,,,,,BIOGRAPHY*RELATED_INSCLASS*PRI,de Navarra,BITECA insid 1216,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 8556,,,Q2545460,,,,,,,,,,,,,,,,1997-08-24,AVENOZA,2024-05-09,SORIANO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q2545460,,2023-10-03,"Juan de Beaumont y Curten, Jerusalem"
BITECA bioid 2663,BIOGRAPHY*NAME_CLASS*NATV,Pere,Martines,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*BOR,,,BITECA geoid 1002,,1460,,1493,,,BIOGRAPHY*AFFILIATION_CLASS*ORD,BIOGRAPHY*AFFILIATION_CLASS!ORD*ODEM,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 3375,,66,,,,,,,,,,,,,,,,,1997-08-24,AVENOZA,2018-04-06,AVENOZA,,,,,"Pere Martines, OdeM"
BITECA bioid 2664,BIOGRAPHY*NAME_CLASS*NATV,Guillem,Mercader,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*RES,,,BITECA geoid 1002,,,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*POETA,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 8556,,,Q85437418,,,,,,,,,,,,,,"d’aquesta família valenciana figura a la GEC un Guillem Mercader, mort el 1328, Senyor del castell de Bellesguard",,1997-08-25,AVENOZA,2023-10-05,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q85437418,,2023-10-05,"Guillem Mercader, poeta"
BITECA bioid 2665,BIOGRAPHY*NAME_CLASS*NATV,Francesc de,Mèscua,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*RES,,,BITECA geoid 1002,,,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*POETA,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 8556,,,Q85434583,,,,,,,,,,,,,,,,1997-08-25,AVENOZA,2023-11-10,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q85434583,,2023-11-09,"Francesc de Mèscua, poeta"
BITECA bioid 2666,BIOGRAPHY*NAME_CLASS*NATV,Miquel,Miralles,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,BITECA geoid 1002,,1486,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*POETA,,,,,,,,,BIOGRAPHY*SEX*M,BIOGRAPHY*RELATED_BIOCLASS*OTHER,,BITECA bioid 2667,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 3375,,62,Q85437448,,,,,,,,,,,,,,Ferrando suggereix identificar-lo amb el Mossèn Miralles a qui s’adreça Joan de Masdovelles en un poema del {I}Cançoner de l’Ateneu{/I},,1997-08-25,AVENOZA,2023-11-23,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q85437448,,2023-11-23,"Miquel Miralles, poeta"
BITECA bioid 2667,BIOGRAPHY*NAME_CLASS*NATV,,Miralles,,BIOGRAPHY*NAME_HONORIFIC*MOSSÈN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,BIOGRAPHY*RELATED_BIOCLASS*OTHER,,BITECA bioid 2666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-08-25,AVENOZA,2018-04-06,AVENOZA,,,,,"Miralles (Mossèn), altre Miquel Miralles"
