TEXID,TITLE_UNIFORM,TITLE_UNIFORM_BASIS,TITLE_VARIANT,TITLE_VARIANT_BASIS,TITLE_TRANSLATED,TITLE_TRANSLATED_BASIS,AUTHOR_IDP,AUTHOR_ID,AUTHOR_IDQ,AUTHOR_BASIS,INC_EXP_CLASS,INCIPIT,EXPLICIT,LANGUAGE_TEXT,LANGUAGE_ORIG,LANGUAGE_INTR,METRICS_LENGTH,METRICS_RHYME,MILESTONE_CLASS,MILESTONE_DETAIL,MILESTONE_GEOID,MILESTONE_GEOIDQ,MILESTONE_GEOBASIS,MILESTONE_BD,MILESTONE_BDQ,MILESTONE_ED,MILESTONE_EDQ,MILESTONE_BASIS,CLASS,TYPE,RELATED_BIOCLASS,RELATED_BIODETAIL,RELATED_BIOID,RELATED_BIOIDQ,RELATED_BIOBD,RELATED_BIOBDQ,RELATED_BIOED,RELATED_BIOEDQ,RELATED_BIOBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,RELATED_MANCLASS,RELATED_MANID,RELATED_MANVOL,RELATED_MANLOC,RELATED_MANITEM,RELATED_UNICLASS,RELATED_UNIDETAIL,RELATED_UNIID,RELATED_UNIBASIS,SUBJECT_BIOID,SUBJECT_GEOID,SUBJECT_INSID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BITECA texid 2806,Si per servir de cor e de sauber,,,,,,Group 1,BITECA bioid 2259,,,UNIFORM_TITLE*INC_EXP_CLASS*TEXT,Si per servir de cor e de sauber,e dels aymans fóra·l pus rich que sia,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,10 10 10 10 10ï 10 10 10ï,abbacddc,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,1390,[?],1400,[?],,UNIFORM_TITLE*CLASS*VERS,,,,,,,,,,,,BITECA bibid 3109,,162,139.21 (219:97),,,,,,,,,,,,,BITECA subid 10091,,,,,,,Parramon ok; ok ed bas riquer,1992-10-15,AVENOZA,2012-01-28,App Service - MCR,,,,,"Gilabert de Pròixida i Centelles, Cavaller, Si per servir de cor e de sauber, escrit 1390 [?] - 1400 [?]"
BITECA texid 2807,Dona del món no·s pens que per amors,,,,,,Group 1,BITECA bioid 2259,,,UNIFORM_TITLE*INC_EXP_CLASS*TEXT,Dona del món no·s pens que per amors,puys Dieu la volch formar ses deffalhença,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,10 10ï 10 10ï 10 10ï 10 10ï,ababcdcd,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,1390,[?],1400,[?],,UNIFORM_TITLE*CLASS*VERS,,,,,,,,,,,,BITECA bibid 3109,,98,139.9 (131:20),,,,,,,,,,,,,BITECA subid 10091,,,,,,,"tot fet, amb ed bas riquer;",1992-10-15,AVENOZA,2012-01-28,App Service - MCR,,,,,"Gilabert de Pròixida i Centelles, Cavaller, Dona del món no·s pens que per amors, escrit 1390 [?] - 1400 [?]"
BITECA texid 2808,Dels aymadors suy lo plus cossirós,,,,,,Group 1,BITECA bioid 2259,,,UNIFORM_TITLE*INC_EXP_CLASS*TEXT,Dels aymadors suy lo plus cossirós,mas com no pux cové’m que vostre sia,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,10 10 10 10 10 10ï 10 10ï 10ï,ababcdcdd,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,1390,[?],1400,[?],,UNIFORM_TITLE*CLASS*VERS,,,,,,,,,,,,BITECA bibid 3109,,114,139.8 (134:1),,,,,,,,,,,,,BITECA subid 10091,,,,,,,"tot fet, amb ed bas riquer;",1992-10-15,AVENOZA,2008-05-10,AVENOZA,,,,,"Gilabert de Pròixida i Centelles, Cavaller, Dels aymadors suy lo plus cossirós, escrit 1390 [?] - 1400 [?]"
BITECA texid 2809,"Pus que vos play, dompna, que res no·us dia",,,,,,Group 1,BITECA bioid 2259,,,UNIFORM_TITLE*INC_EXP_CLASS*TEXT,"Pus que vos play, dompna, que res no·us dia",m’auríets leu stret de ma rencura,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,10ï 10 10 10ï 10 10 10ï 10 10ï,abbaccdcd,UNIFORM_TITLE*MILESTONE_CLASS*A,,,,,1390,[?],1400,[?],,UNIFORM_TITLE*CLASS*VERS,,,,,,,,,,,,BITECA bibid 3109,,137,139.19 (199:1),,,,,,,,,,,,,BITECA subid 10091,,,,,,,Parramon entrat; ok ed bas riquer,1992-10-15,AVENOZA,2012-01-28,App Service - MCR,,,,,"Gilabert de Pròixida i Centelles, Cavaller, Pus que vos play, dompna, que res no·us dia, adaptat 1390 [?] - 1400 [?]"
BITECA texid 2810,Amant languesch e languín pas gran pena,,,,,,Group 1,BITECA bioid 2259,,,UNIFORM_TITLE*INC_EXP_CLASS*TEXT,Amant languesch e languín pas gran pena,"dona del món que·m hagués, si·m volia",UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,10ï 10 10 10ï 10ï 10 4 10ï 10 10ï,abbacddede,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,1390,[?],1400,[?],,UNIFORM_TITLE*CLASS*VERS,,,,,,,,,,,,BITECA bibid 3109,,206,139.2 (232:1),,,,,,,,,,,,,BITECA subid 10091,,,,,,,Parramon ok; ok ed bas riquer,1992-10-15,AVENOZA,2012-01-28,App Service - MCR,,,,,"Gilabert de Pròixida i Centelles, Cavaller, Amant languesch e languín pas gran pena, escrit 1390 [?] - 1400 [?]"
BITECA texid 2811,D’amor seray plus que no suelh,,,,,,Group 1,BITECA bioid 2259,,,UNIFORM_TITLE*INC_EXP_CLASS*TEXT,D’amor seray plus que no suelh,que dins mon cor no tinch ferma cresença,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,8 8 8 8 10ï 10 10 10ï,ababcddc,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,1390,[?],1400,[?],,UNIFORM_TITLE*CLASS*VERS,,,,,,,,,,,,BITECA bibid 3109,,118,139.6 (138:32),,,,,,,,,,,,,BITECA subid 10021,,,,,,,"tot fet, amb ed bas riquer",1992-10-15,AVENOZA,2008-05-10,AVENOZA,,,,,"Gilabert de Pròixida i Centelles, Cavaller, D’amor seray plus que no suelh, escrit 1390 [?] - 1400 [?]"
BITECA texid 2812,[…] Amor a çells on vol tirar,,,,,,Group 1,BITECA bioid 2259,,,UNIFORM_TITLE*INC_EXP_CLASS*TEXT,… Amor a çells on vol tirar,car la mort vey que per vós m’apressura,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,8 8 8 8 10 10ï 10 10ï,ababcdcd,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,1390,[?],1400,[?],,UNIFORM_TITLE*CLASS*VERS,,,,,,,,,,,,BITECA bibid 3109,,106,139.3 (131:71),,,,,,,,,,,,,BITECA subid 10021,,,,,,,tot fet,1992-10-15,AVENOZA,2008-12-17,AVENOZA,,,,,"Gilabert de Pròixida i Centelles, Cavaller, […] Amor a çells on vol tirar, escrit 1390 [?] - 1400 [?]"
BITECA texid 2813,En midons vey bondat e cortesia,,,,,,Group 1,BITECA bioid 2259,,,UNIFORM_TITLE*INC_EXP_CLASS*TEXT,En midons vey bondat e cortesia,que luy suy datz ab voluntat molt francha,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,10ï 10ï 10ï 10ï 10 10ï 10 10ï,abbacdcd,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,1390,[?],1400,[?],,UNIFORM_TITLE*CLASS*VERS,,,,,,,,,,,,BITECA bibid 3109,,149,139.11 (211:47),,,,,,,,,,,,,BITECA subid 10091,,,,,,,Parramon ok; ok ed bas riquer,1992-10-15,AVENOZA,2008-05-10,AVENOZA,,,,,"Gilabert de Pròixida i Centelles, Cavaller, En midons vey bondat e cortesia, escrit 1390 [?] - 1400 [?]"
BITECA texid 2814,Eras quant torn lay on és mon voler,,,,,,Group 1,BITECA bioid 2259,,,UNIFORM_TITLE*INC_EXP_CLASS*TEXT,Eras quant torn lay on és mon voler,com tot mey dol revívon d’alagria,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,10 10 10 10 10 10ï 10 10ï,ababcdcd,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,1390,[?],1400,[?],,UNIFORM_TITLE*CLASS*VERS,,,,,,,,,,,,BITECA bibid 3109,,97,139.12 (131:7),,,,,,,,,,,,,BITECA subid 10091,,,,,,,"tot fet, amb ed bas riquer",1992-10-15,AVENOZA,2008-05-10,AVENOZA,,,,,"Gilabert de Pròixida i Centelles, Cavaller, Eras quant torn lay on és mon voler, escrit 1390 [?] - 1400 [?]"
BITECA texid 2815,Bé volgr·esser ten beneventurós,,,,,,Group 1,BITECA bioid 2259,,,UNIFORM_TITLE*INC_EXP_CLASS*TEXT,Bé volgr·esser ten beneventurós,car on plus l’am e plus gaug me reprèn,,,,10 10 10 10 10 10ï 10 10ï 10,abbacdcdc,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,1390,[?],1400,[?],,UNIFORM_TITLE*CLASS*VERS,,,,,,,,,,,,BITECA bibid 3109,,151,139.5 (212:1),,,,,,,,,,,,,BITECA subid 10091,,,,,,,Parramon ok; ok ed bas riquer,1992-10-15,AVENOZA,2012-01-28,App Service - MCR,,,,,"Gilabert de Pròixida i Centelles, Cavaller, Bé volgr·esser ten beneventurós, escrit 1390 [?] - 1400 [?]"
BITECA texid 2816,Puys he d’amor ço qu·aver ne solia,,,,,,Group 1,BITECA bioid 2259,,,UNIFORM_TITLE*INC_EXP_CLASS*TEXT,Puys he d’amor ço qu·aver ne solia,si tot vas mé etz de crusel paria,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,10ï 10 10 10ï 10 10ï 10 10ï,abbacaca,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,1390,[?],1400,[?],,UNIFORM_TITLE*CLASS*VERS,,,,,,,,,,,,BITECA bibid 3109,,135,139.17 (189:1),,,,,,,,,,,,,BITECA subid 10021,,,,,,,parramon entrat; ok ed bas riquer,1992-10-15,AVENOZA,2012-01-28,App Service - MCR,,,,,"Gilabert de Pròixida i Centelles, Cavaller, Puys he d’amor ço qu·aver ne solia, escrit 1390 [?] - 1400 [?]"
BITECA texid 2817,"Dona, per Déu, hajats mercè de mi",,,,,,Group 1,BITECA bioid 2259,,,UNIFORM_TITLE*INC_EXP_CLASS*TEXT,"Dona, per Déu, hajats mercè de mi",a dompn·aytal d’on lo món és honrat,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,10 10 10 10 10 10 10 10,abbaccdd,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,1390,[?],1400,[?],,UNIFORM_TITLE*CLASS*VERS,,,,,,,,,,,,BITECA bibid 3109,,138,139.10 (200:6),,,,,,,,,,,,,BITECA subid 10091,,,,,,,Parramon ok; ok ed bas riquer,1992-10-15,AVENOZA,2012-01-28,App Service - MCR,,,,,"Gilabert de Pròixida i Centelles, Cavaller, Dona, per Déu, hajats mercè de mi, escrit 1390 [?] - 1400 [?]"
BITECA texid 2818,[…] a lexe […] d’on naix vera bondatz,,,,,,Group 1,BITECA bioid 2259,,,UNIFORM_TITLE*INC_EXP_CLASS*TEXT,… a lexe […] d’on naix vera bondatz,de conquistar preu de cavallaria,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,10ï 10 10 10ï 10ï 10 10 10ï,abbacddc,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,1390,[?],1400,[?],,UNIFORM_TITLE*CLASS*VERS,,,,,,,,,,,,BITECA bibid 3109,,172,139.1 (219:210),,,,,,,,,,,,,BITECA subid 10091,,,,,,,"Parramon ok; ok ed bas riquer; 1 x 7, 1 x 8, 2 x 4",1992-10-15,AVENOZA,2008-12-17,AVENOZA,,,,,"Gilabert de Pròixida i Centelles, Cavaller, […] a lexe […] d’on naix vera bondatz, escrit 1390 [?] - 1400 [?]"
BITECA texid 2819,Molt fon exaltada aquesta nit de Nadal,,Carmen catalanicum de Beata Virgine Maria,Llull DB,,,Group 1,BITECA bioid 1002,,,UNIFORM_TITLE*INC_EXP_CLASS*TEXT,Molt fon exaltada aquesta nit de Nadal,lo qual fon la gia d’aquels dicts tres Reys d’orient,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,12 14 13 13,aabb,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,,,1390,[?] ad quem,,UNIFORM_TITLE*CLASS*VERS,,UNIFORM_TITLE*RELATED_BIOCLASS*APÒCRIF,,BITECA bioid 1212,,,,,,,UNIFORM_TITLE*RELATED_BIBCLASS*EDT,BITECA bibid 1195,1,144 (ed. ref.),FD II.62,,,,,,,,,,,,,BITECA subid 10003,,,,,,irregularitats mètriques i rima interna en alguns versos,metrica ok; ed Perarnau ok;,1992-11-11,AVENOZA,2018-05-30,SORIANO,UNIVERSAL*INTERNET_CLASS*URL,http://orbita.bib.ub.edu/llull/bo.asp?bo=FD+II.62,,2014-06-16,"Desconegut, Molt fon exaltada aquesta nit de Nadal, escrit 1390 [?] ad quem"
BITECA texid 2820,A la verges Maria tuit la lausem homilment,,Mayorqua onrada,f. 1,,,Group 1,BITECA bioid 1002,,,UNIFORM_TITLE*INC_EXP_CLASS*RUBR,Mayorqua onrada,que’m enparen batan la set al jorn de ma fi,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,14 13 13 15 14 12 13 12…,aabbccdd…,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,,,1390,[?] ad quem,,UNIFORM_TITLE*CLASS*VERS,,UNIFORM_TITLE*RELATED_BIOCLASS*APÒCRIF,,BITECA bioid 1212,,,,,,,UNIFORM_TITLE*RELATED_BIBCLASS*EDT,BITECA bibid 1195,1,144-5 (ed. ref.),FD II.62,,,,,,,,,,,,,BITECA subid 10024,,,,,,irregularitats mètriques i rima interna en alguns versos,ed bas Perarnau ok; metrica ok;,1992-11-11,AVENOZA,2018-05-30,SORIANO,,,,,"Desconegut, A la verges Maria tuit la lausem homilment, escrit 1390 [?] ad quem"
BITECA texid 2821,Taula astrològica,,,,,,Group 1,BITECA bioid 1002,,,UNIFORM_TITLE*INC_EXP_CLASS*TEXT,Si vols saber tot ço que es conté en la taula,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,1401,[?],1500,[?],,UNIFORM_TITLE*CLASS*PROSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,BITECA subid 10040,,,,,,,,1992-11-25,AVENOZA,2003-10-20,AVENOZA,,,,,"Desconegut, Taula astrològica, escrit 1401 [?] - 1500 [?]"
BITECA texid 2822,Crònica legendària,,Llegenda d’Otger Cataló,,,,Group 1,BITECA bioid 1002,,,UNIFORM_TITLE*INC_EXP_CLASS*TEXT,En lo temps que los moros tenien lo principat de Cathalunya,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,1400,[?],1500,[?],,UNIFORM_TITLE*CLASS*PROSA,,,,,,,,,,,,,,,,,,,,,,,,,,BITECA geoid 1064,,BITECA subid 10005,,,,,,,,1992-11-25,AVENOZA,2004-09-06,AVENOZA,,,,,"Desconegut, Crònica legendària, escrit 1400 [?] - 1500 [?]"
BITECA texid 2823,Libre de puritats,,Llibre de poridat,,,,Group 1,BITECA bioid 1002,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*PROVENÇAL,,,,,UNIFORM_TITLE*MILESTONE_CLASS*C,,,,,1301,[?],1400,[?],,UNIFORM_TITLE*CLASS*PROSA,,,,,,,,,,,UNIFORM_TITLE*RELATED_BIBCLASS*TRA,BITECA bibid 7504,,,,,,,,,,,,,,,,BITECA subid 10014,,,,,,,,1993-04-06,AVENOZA,2018-11-21,CAPDEVILA,,,,,"Desconegut, Libre de puritats, compilat 1301 [?] - 1400 [?]"
BITECA texid 2824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-06,AVENOZA,2023-04-21,SORIANO,,,,,The text’s title is unavailable.
BITECA texid 2825,Receptes mèdiques,,,,,,Group 1,BITECA bioid 1002,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*C,,,,,1440,,1460,,Cifuentes,UNIFORM_TITLE*CLASS*PROSA,,,,,,,,,,,,BITECA bibid 5226,,120,,,,,,,,,,,,,,BITECA subid 10002,,,,,,,,1985-01-03,AVENOZA,2003-10-27,AVENOZA,,,,,"Desconegut, Receptes mèdiques, compilat 1440 - 1460"
BITECA texid 2826,Microtecne,,Tegni,(llatí),,,Group 1,BITECA bioid 1601,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*GREC,,,,,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,,,199,ad quem,mort,UNIFORM_TITLE*CLASS*PROSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,BITECA subid 10002,,,,,,,,1993-11-12,AVENOZA,2003-10-20,AVENOZA,,,,,"Claudius Galenus, Microtecne, escrit 199 ad quem"
BITECA texid 2827,Tractat dels cavalls,,Llibre dels cavalls,,,,Group 1,BITECA bioid 1050,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,1430,a quo,1460,ca.,,UNIFORM_TITLE*CLASS*PROSA,,UNIFORM_TITLE*RELATED_BIOCLASS*BASAT,,BITECA bioid 1299,,,,,,adaptació d’una obra de,UNIFORM_TITLE*RELATED_BIBCLASS*TRA,BITECA bibid 3059,,22-4,,,,,,,,,,,,,,BITECA subid 10008,,,,,,"aprofita materials d’altres tractats anteriors, com de la {I}Mascalcia{/I} de Lorenzo Rusio (a. 1342) -d’on tradueix literalment nombrosos passatges, segons Faraudo- i del {I}Libro de los caballos{/I} (segona meitat s. XIII)",,1994-09-04,AVENOZA,2015-05-31,AVENOZA,,,,,"Manuel Dies de Calataiud, Baró d’Andilla, Tractat dels cavalls, escrit 1430 - 1460 ca."
BITECA texid 2828,Lletra que Veritat tramet a les dones,,,,,,Group 1,BITECA bioid 1040,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,,,1497,ad quem,,UNIFORM_TITLE*CLASS*PROSIMETRUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,BITECA subid 10018,,,,,,,,1994-11-06,AVENOZA,1996-04-04,AVENOZA,,,,,"Joan Roís de Corella, Cavaller, Lletra que Veritat tramet a les dones, escrit 1497 ad quem"
BITECA texid 2829,Carta a mossén Joan Rois de Corella (I),,,,,,Group 1,BITECA bioid 1581,,,UNIFORM_TITLE*INC_EXP_CLASS*RUBR,Escriu lo princep don Carles a Mossen Corella,la presente epistola vos escrivir,UNIFORM_TITLE*LANGUAGE_TEXT*CASTELLÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,1455-06,[?],1461-09,[?],,UNIFORM_TITLE*CLASS*PROSA,,UNIFORM_TITLE*RELATED_BIOCLASS*CORRESPONSAL,,BITECA bioid 1040,,,,,,,,BITECA bibid 1249,,149-50,,,,,,,,,,,,,,BITECA subid 10018,,,,,,,,1994-11-06,AVENOZA,1996-04-04,AVENOZA,,,,,"Carles d’Aragó, Príncep de Viana, Carta a mossén Joan Rois de Corella (I), escrit 1455-06 [?] - 1461-09 [?]"
BITECA texid 2830,Resposta al Príncep de Viana (I),,,,,,Group 1,BITECA bioid 1040,,,UNIFORM_TITLE*INC_EXP_CLASS*RUBR,Respon Mossen Corella,per ço conech que sou de virtuts temple,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,1458-06,[?],1461-09,[?],,UNIFORM_TITLE*CLASS*PROSIMETRUM,,UNIFORM_TITLE*RELATED_BIOCLASS*CORRESPONSAL,,BITECA bioid 1581,,,,,,,,BITECA bibid 1249,,150-2 (ed. ref.),,,,,,,,s’inclouen els versos de,BITECA texid 5316,,,,,BITECA subid 10018,,,,,,,ed bas Miquel i Planas ok,1994-11-06,AVENOZA,2008-05-10,AVENOZA,,,,,"Joan Roís de Corella, Cavaller, Resposta al Príncep de Viana (I), escrit 1458-06 [?] - 1461-09 [?]"
BITECA texid 2831,Carta a mossén Joan Rois de Corella (II),,,,,,Group 1,BITECA bioid 1581,,,UNIFORM_TITLE*INC_EXP_CLASS*RUBR,Respon lo senyor princep,vos ruego que mudeis de openion,UNIFORM_TITLE*LANGUAGE_TEXT*CASTELLÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,1455-06,[?],1461-09,[?],,UNIFORM_TITLE*CLASS*PROSA,,UNIFORM_TITLE*RELATED_BIOCLASS*CORRESPONSAL,,BITECA bioid 1040,,,,,,,,BITECA bibid 1249,,152-4,,,,,,,,,,,,,,BITECA subid 10018,,,,,,,,1994-11-06,AVENOZA,1996-04-04,AVENOZA,,,,,"Carles d’Aragó, Príncep de Viana, Carta a mossén Joan Rois de Corella (II), escrit 1455-06 [?] - 1461-09 [?]"
BITECA texid 2832,Resposta al príncep de Viana (II),,,,,,Group 1,BITECA bioid 1040,,,UNIFORM_TITLE*INC_EXP_CLASS*RUBR,Respon mossen Corella a la primera replica del senyor prinçep,emperador del realme de França,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,1458-06,[?],1461-09,[?],,UNIFORM_TITLE*CLASS*PROSIMETRUM,,UNIFORM_TITLE*RELATED_BIOCLASS*CORRESPONSAL,,BITECA bioid 1581,,,,,,,,BITECA bibid 1249,,154-6 (ed. ref.),,,,,,,,,,,,,,BITECA subid 10018,,,,,,"Primer vers: “D’un bell joiell, snyor tinc inventiva”",ed bas Miquel i Planas ok; edició Carbonell,1994-11-06,AVENOZA,2008-05-10,AVENOZA,,,,,"Joan Roís de Corella, Cavaller, Resposta al príncep de Viana (II), escrit 1458-06 [?] - 1461-09 [?]"
BITECA texid 2833,Carta a mossén Joan Rois de Corella (III),,,,,,Group 1,BITECA bioid 1581,,,UNIFORM_TITLE*INC_EXP_CLASS*RUBR,Replica lo senyor prinçep a la segona resposta de mossen Corella,no ser donation lo que reçibido es,UNIFORM_TITLE*LANGUAGE_TEXT*CASTELLÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,1455-06,[?],1461-09,[?],,UNIFORM_TITLE*CLASS*PROSA,,UNIFORM_TITLE*RELATED_BIOCLASS*CORRESPONSAL,,BITECA bioid 1040,,,,,,,,BITECA bibid 1249,,157-9,,,,,,,,,,,,,,BITECA subid 10018,,,,,,,,1994-11-06,AVENOZA,1996-04-04,AVENOZA,,,,,"Carles d’Aragó, Príncep de Viana, Carta a mossén Joan Rois de Corella (III), escrit 1455-06 [?] - 1461-09 [?]"
BITECA texid 2834,Resposta al príncep de Viana (III),,,,,,Group 1,BITECA bioid 1040,,,UNIFORM_TITLE*INC_EXP_CLASS*RUBR,Respon mossen Corella a la terça letra del senyor Prinçep desdient se del que ha dit en les dos primeres,en mig d’un rium dauall vn bell pomar,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,1458-06,[?],1461-09,[?],,UNIFORM_TITLE*CLASS*PROSIMETRUM,,UNIFORM_TITLE*RELATED_BIOCLASS*CORRESPONSAL,,BITECA bioid 1581,,,,,,,,BITECA bibid 3109,,207,154.4 (241:1),,,,,,,s’inclouen versos de,BITECA texid 5315,,,,,BITECA subid 10018,,,,,,,ed bas Miquel i Planas ok;,1994-11-06,AVENOZA,2008-05-10,AVENOZA,,,,,"Joan Roís de Corella, Cavaller, Resposta al príncep de Viana (III), escrit 1458-06 [?] - 1461-09 [?]"
BITECA texid 2835,Cartes,,,,,,Group 1,BITECA bioid 1040,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CASTELLÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,1455-06,[?],1461-09,[?],,UNIFORM_TITLE*CLASS*PROSIMETRUM,,UNIFORM_TITLE*RELATED_BIOCLASS*CORRESPONSAL,,BITECA bioid 1581,,,,,,,,,,,,,,,,,,inclou,BITECA texid 2829,,,,,BITECA subid 10018,,,,,,,,1994-11-06,AVENOZA,2004-12-29,AVENOZA,,,,,"Joan Roís de Corella, Cavaller… Cartes, escrit 1455-06 [?] - 1461-09 [?]"
BITECA texid 2836,"En letres dor, tendreu en lo sepulcre",,,,,,Group 1,BITECA bioid 1040,,,UNIFORM_TITLE*INC_EXP_CLASS*TEXT,"En letres dor, tendreu en lo sepulcre","que, sol per vos, la pogui be despendre",UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,10ï 10ï 10ï 10ï 10ï 10ï 10ï 10ï 10ï 10ï,abcdefghij,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,,,1497,ad quem,,UNIFORM_TITLE*CLASS*VERS,,,,,,,,,,,UNIFORM_TITLE*RELATED_BIBCLASS*TRA,BITECA bibid 3109,2,215,154.10 (265:3),,,,,,,,,,,,,BITECA subid 10021,,,,,,,Parramon ok; ed bas miquel i planas ok;,1994-11-06,AVENOZA,2021-09-25,SORIANO,,,,,"Joan Roís de Corella, Cavaller, En letres dor, tendreu en lo sepulcre, escrit 1497 ad quem"
BITECA texid 2837,Es vostre cor daçer ab tan fort tempre,,,,,,Group 1,BITECA bioid 1040,,,UNIFORM_TITLE*INC_EXP_CLASS*TEXT,Es vostre cor daçer ab tan fort tempre,"quant vull pintar, tinch dauant per exemple",UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,10ï 10ï 10ï 10ï 10ï 10ï 10ï 10ï,abcdefgh,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,,,1497,ad quem,,UNIFORM_TITLE*CLASS*VERS,,,,,,,,,,,UNIFORM_TITLE*RELATED_BIBCLASS*TRA,BITECA bibid 3109,2,213,154.13 (263:30),,,,,,,,,,,,,BITECA subid 10021,,,,,,,Parramon ok; ed bas miquel i planas ok;,1994-11-06,AVENOZA,2021-09-25,SORIANO,,,,,"Joan Roís de Corella, Cavaller, Es vostre cor daçer ab tan fort tempre, escrit 1497 ad quem"
BITECA texid 2838,Lo credit gran que de subtil entendre,,,,,,Group 1,BITECA bioid 1101,,,UNIFORM_TITLE*INC_EXP_CLASS*TEXT,Lo credit gran que de subtil entendre,"ni pot matar, axi com vida creixer?",UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,10ï 10 10 10ï 10ï 10 10 10ï,abbacbbc,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,,,1497,ad quem,,UNIFORM_TITLE*CLASS*VERS,,UNIFORM_TITLE*RELATED_BIOCLASS*DEDICATARI,,BITECA bioid 1040,,,,,,,UNIFORM_TITLE*RELATED_BIBCLASS*TRA,BITECA bibid 3109,2,135,60.10 (190:1),,,,,,UNIFORM_TITLE*RELATED_UNICLASS*REL,té resposta de,BITECA texid 2839,,,,,BITECA subid 10119,,,,,,,Parramon entrat; ed bas miquel i planas ok; ed Carbonell,1994-11-06,AVENOZA,2021-09-25,SORIANO,,,,,"Bernat Fenollar, Prevere, Lo credit gran que de subtil entendre, escrit 1497 ad quem"
