SUBID,HEADING_MAIN,HM_CLASS,HM_TYPE,HM_FIELD,HM_BASIS,HEADING_VARIANT,HV_CLASS,HV_TYPE,HV_FIELD,HV_BASIS,HB_SUBID,HB_BASIS,HR_SUBID,HR_BASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,RELATED_MANCLASS,RELATED_MANID,RELATED_MANVOL,RELATED_MANLOC,RELATED_MANITEM,NOTES,VERIFY,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BITAGAP subid 1390,Poesia - Até 1351 - Satírica,,,,,Poetry - To 1351 - Satirical,SUBJECT*VARIANT_CLASS*ENGLISH,,,,BITAGAP subid 1413,,BITAGAP subid 1415,,,BITAGAP bibid 5375,,27-112,,,,,,,,,1997-04-26,ASKINS,2017-04-16,SCHAFFER,,,,,Poesia - Até 1351 - Satírica
BITAGAP subid 1391,Língua - castelhano - poesia,,,,,Language - Castilian - poetry,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,1997-05-20,ASKINS,2017-04-16,SCHAFFER,,,,,Língua - castelhano - poesia
BITAGAP subid 1392,Língua - castelhano - prosa,,,,,Language - Castilian - prose,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,BITAGAP subid 1391,,,,,,,,,,,,,,1997-05-20,ASKINS,2017-04-16,SCHAFFER,,,,,Língua - castelhano - prosa
BITAGAP subid 1393,Língua - occitano - poesia,,,,,Language - Provençal - poetry,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,1997-05-20,ASKINS,2017-04-16,SCHAFFER,,,,,Língua - occitano - poesia
BITAGAP subid 1394,Língua - catalão e português - poesia,,,,,Language - Catalan and Portuguese - poetry,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,1997-05-20,ASKINS,2017-04-16,SCHAFFER,,,,,Língua - catalão e português - poesia
BITAGAP subid 1395,Língua - galego - poesia,,,,,Language - Galician - poetry,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,BITAGAP subid 1398,,,,,,,,,,,,,,1997-05-20,ASKINS,2017-04-16,SCHAFFER,,,,,Língua - galego - poesia
BITAGAP subid 1396,Língua - galego - prosa,,,,,Language - Galician - prose,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,BITAGAP subid 1397,,,,,,,,,,,,,,1997-05-20,ASKINS,2017-04-16,SCHAFFER,,,,,Língua - galego - prosa
BITAGAP subid 1397,Língua - galego e leonês - prosa,,,,,Language - Galician and Leonese - prose,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,BITAGAP subid 1396,,,,,,,,,,,,,,1997-05-20,ASKINS,2017-04-16,SCHAFFER,,,,,Língua - galego e leonês - prosa
BITAGAP subid 1398,Língua - galego e castelhano - poesia,,,,,Language - Galician and Castilian - poetry,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,BITAGAP subid 1395,,,,,,,,,,,,,,1997-05-20,ASKINS,2017-04-16,SCHAFFER,,,,,Língua - galego e castelhano - poesia
BITAGAP subid 1399,Língua - galego e castelhano - prosa,,,,,Language - Galician and Castilian - prose,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,BITAGAP subid 1396,,,,,,,,,,,,,,1997-05-20,ASKINS,2017-04-16,SCHAFFER,,,,,Língua - galego e castelhano - prosa
BITAGAP subid 1400,Língua - galego [?] - poesia,,,,,Language - Galician [?] - poetry,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,1997-05-20,ASKINS,2017-04-16,SCHAFFER,,,,,Língua - galego [?] - poesia
BITAGAP subid 1401,Língua - galego [?] - prosa,,,,,Language - Gacilian [?] - prose,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,1997-05-20,ASKINS,2017-04-16,SCHAFFER,,,,,Língua - galego [?] - prosa
BITAGAP subid 1402,Língua - plurilíngua - poesia,,,,,Language - plurilingual - poetry,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,1997-05-20,ASKINS,2017-04-16,SCHAFFER,,,,,Língua - plurilíngua - poesia
BITAGAP subid 1403,Língua - plurilíngua - prosa,,,,,Language - plurilingual - prose,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,BITAGAP subid 1396,,,,,,,,,,,,,,1997-05-20,ASKINS,2017-04-16,SCHAFFER,,,,,Língua - plurilíngua - prosa
BITAGAP subid 1404,Língua - português e castelhano - poesia,,,,,Language - Portuguese and Castilian - poetry,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,1997-05-20,ASKINS,2017-04-16,SCHAFFER,,,,,Língua - português e castelhano - poesia
BITAGAP subid 1405,Língua - português e castelhano - prosa,,,,,Language - Portuguese and Castilian - prose,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,1997-05-20,ASKINS,2017-04-16,SCHAFFER,,,,,Língua - português e castelhano - prosa
BITAGAP subid 1406,Língua - português [?] - prosa,,,,,Language - Portuguese [?] - prose,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,1997-05-20,ASKINS,2017-04-16,SCHAFFER,,,,,Língua - português [?] - prosa
BITAGAP subid 1407,Língua - latim [?] - prosa,,,,,Language - Latin [?] - prose,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,1997-05-20,ASKINS,2017-04-16,SCHAFFER,,,,,Língua - latim [?] - prosa
BITAGAP subid 1408,Língua - português e latim - prosa,,,,,Language - Portuguese and Latin - prose,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,1997-05-20,ASKINS,2017-04-16,SCHAFFER,,,,,Língua - português e latim - prosa
BITAGAP subid 1409,Língua - português e latim - poesia,,,,,Language - Portuguese and Latin - poetry,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,1997-05-20,ASKINS,2017-04-16,SCHAFFER,,,,,Língua - português e latim - poesia
BITAGAP subid 1410,Determinações avulsas,,,,,Determinacións avulsas,SUBJECT*VARIANT_CLASS*GALICIAN,,,,BITAGAP subid 1364,,,,,,,,,,,,,,,,1997-07-02,ASKINS,2017-11-15,ASKINS,,,,,Determinações avulsas
BITAGAP subid 1411,Fragmentos - Manuscritos,,,,,Fragments - Manuscripts,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,BITAGAP subid 1412,,,,,,,,,,,,,,1997-07-20,ASKINS,2017-04-16,SCHAFFER,,,,,Fragmentos - Manuscritos
BITAGAP subid 1412,Fragmentos - Impressos,,,,,Fragmentos - Impresos,SUBJECT*VARIANT_CLASS*GALICIAN,,,,,,BITAGAP subid 1411,,,,,,,,,,,,,,1997-07-20,ASKINS,2014-09-27,ASKINS,,,,,Fragmentos - Impressos
BITAGAP subid 1413,Sátira,,,,,Satire,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,BITAGAP subid 1390,,,,,,,,,,,,,,1997-09-17,ASKINS,2017-04-16,SCHAFFER,,,,,Sátira
BITAGAP subid 1414,Falsificação Medieval,,,,,Falsificación Medieval,SUBJECT*VARIANT_CLASS*GALICIAN,,,,,,BITAGAP subid 1369,,,,,,,,,,,,,,1997-11-10,ASKINS,2017-04-16,SCHAFFER,,,,,Falsificação Medieval
BITAGAP subid 1415,Poesia - Após 1350 - Satírica,,,,,Poetry - Post 1350 - Satirical,SUBJECT*VARIANT_CLASS*ENGLISH,,,,BITAGAP subid 1413,,BITAGAP subid 1225,,,,,,,,,,,,,,1997-11-11,ASKINS,2017-04-16,SCHAFFER,,,,,Poesia - Após 1350 - Satírica
BITAGAP subid 1416,Prosa - Satírica,,,,,Prose - Satiric,SUBJECT*VARIANT_CLASS*ENGLISH,,,,BITAGAP subid 1413,,BITAGAP subid 1415,,,,,,,,,,,,,,1997-11-11,ASKINS,2017-04-16,SCHAFFER,,,,,Prosa - Satírica
BITAGAP subid 1417,Milagres - Milagre,,,,,Milagres - Milagre,SUBJECT*VARIANT_CLASS*GALICIAN,,,,,,,,,BITAGAP bibid 7133,,459-61,,,,,,,,,1998-03-22,ASKINS,2020-08-10,SHARRER,,,,,Milagres - Milagre
BITAGAP subid 1418,Texto não identificado - Textos não identificados,,,,,Texto non identificado - Textos non identificados,SUBJECT*VARIANT_CLASS*GALICIAN,,,,,,,,,,,,,,,,,,,,1998-08-02,ASKINS,2017-11-15,ASKINS,,,,,Texto não identificado - Textos não identificados
BITAGAP subid 1419,Edição problemática - duvidosa,,,,,Edición problemática - dubidosa,SUBJECT*VARIANT_CLASS*GALICIAN,,,,,,,,,,,,,,,,,,,,1998-09-22,ASKINS,2014-09-29,ASKINS,,,,,Edição problemática - duvidosa
BITAGAP subid 1420,Recursos electrónicos - Internet,,,,,Fontes electónicas - Internet,SUBJECT*VARIANT_CLASS*OTHER,,,,BITAGAP subid 1001,,BITAGAP subid 1376,,,,,,,,,,,,,,1998-10-07,ASKINS,2017-04-16,SCHAFFER,,,,,Recursos electrónicos - Internet
BITAGAP subid 1421,Ordens Militares,,,,,Military Orders,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,BITAGAP bibid 3519,1.0,15-22,,,,,,,,,1998-11-19,ASKINS,2014-09-25,ASKINS,,,,,Ordens Militares
BITAGAP subid 1422,Retórica,,,,,Rhetoric,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,BITAGAP bibid 3868,5.0,574-76,,,,,,,,,1998-12-29,ASKINS,2017-04-16,SCHAFFER,,,,,Retórica
BITAGAP subid 1423,Rótulo - Rotulus - Rotuli,,,,,Rótulo - Rotulus - Rotuli,SUBJECT*VARIANT_CLASS*GALICIAN,,,,,,BITAGAP subid 1551,,,BITAGAP bibid 3868,,595-96,,,,,,,,,1998-12-29,ASKINS,2017-03-22,ASKINS,,,,,Rótulo - Rotulus - Rotuli
BITAGAP subid 1424,Arquivo Galicia Medieval,,,,,Archive of Medieval Galician,SUBJECT*VARIANT_CLASS*ENGLISH,,,,BITAGAP subid 1001,,,,,,,,,,,,,,,,1999-03-14,ASKINS,2017-04-16,SCHAFFER,,,,,Arquivo Galicia Medieval
BITAGAP subid 1425,Gafarias - Gafos - Gafas - Leprosaria - Leprosos - Leprosas,,,,,Leprosarías - Leprosos,SUBJECT*VARIANT_CLASS*GALICIAN,,,,BITAGAP subid 1609,,BITAGAP subid 1500,,,,,,,,,,,,,,1999-04-09,ASKINS,2020-03-25,ASKINS,,,,,Gafarias - Gafos - Gafas - Leprosaria - Leprosos - Leprosas
BITAGAP subid 1426,Linguística Histórica,,,,,Filologia,SUBJECT*VARIANT_CLASS*OTHER,,,,,,,,,,,,,,,,,,,,1999-07-26,ASKINS,2017-08-16,SHARRER,,,,,Linguística Histórica
BITAGAP subid 1427,Tinta - Tintas,,,,,Ink - Inks - Dyes,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,BITAGAP subid 1270,,,,,,,,,,,,,,1999-07-26,ASKINS,2019-06-22,SHARRER,,,,,Tinta - Tintas
BITAGAP subid 1428,Guerra - História militar - Ciência militar,,,,,War - Military history - Military tactics,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,1999-09-18,ASKINS,2021-03-12,ASKINS,,,,,Guerra - História militar - Ciência militar
BITAGAP subid 1430,Misericórdias,,,,,Misericordias,SUBJECT*VARIANT_CLASS*GALICIAN,,,,BITAGAP subid 1609,,BITAGAP subid 1299,,,,,,,,,,,,,,2000-04-12,ASKINS,2020-03-25,ASKINS,,,,,Misericórdias
BITAGAP subid 1431,"Poesia - Até 1351 - Influência francesa, provençal - occitana",,,,,"Poesía - Até 1351 - Influencia francesa, provenzal - occitana",SUBJECT*VARIANT_CLASS*GALICIAN,,,,,,BITAGAP subid 1224,,,,,,,,,,,,,,2000-04-27,ASKINS,2023-03-16,SHARRER,,,,,"Poesia - Até 1351 - Influência francesa, provençal - occitana"
BITAGAP subid 1432,Obras Perdidas,,,,,Lost Literature,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,BITAGAP subid 1357,,,,,,,,,,,,,,2000-07-25,ASKINS,2017-04-16,SCHAFFER,,,,,Obras Perdidas
BITAGAP subid 1434,Recursos electrónicos - Sistemas - Bases de Dados - Projectos - Comentários,,,,,Electronic sources - Systems - Data Bases - Projects - Discussions,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2001-02-13,ASKINS,2019-11-08,SHARRER,,,,,Recursos electrónicos - Sistemas - Bases de Dados - Projectos - Comentários
BITAGAP subid 1436,Textos mais antigos,,,,,Texts - Earliest,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2002-06-02,ASKINS,2017-04-16,SCHAFFER,,,,,Textos mais antigos
BITAGAP subid 1437,Inquirições,,,,,Inquests - Inquiries,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2002-07-09,ASKINS,2017-04-16,SCHAFFER,,,,,Inquirições
BITAGAP subid 1439,Estudos Medievais - Centros,,,,,Medieval Studies - Centers,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2002-10-28,ASKINS,2017-04-16,SCHAFFER,,,,,Estudos Medievais - Centros
BITAGAP subid 1440,Heráldica,,,,,Heraldry,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,BITAGAP subid 1598,,,,,,,,,,,,,,2002-10-28,ASKINS,2019-10-03,SHARRER,,,,,Heráldica
BITAGAP subid 1441,Formulários,,,,,Formularies,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2003-02-24,ASKINS,2017-04-16,SCHAFFER,,,,,Formulários
BITAGAP subid 1443,Moedeiros,,,,,Coiners,SUBJECT*VARIANT_CLASS*ENGLISH,,,,BITAGAP subid 1364,,,,,,,,,,,,,,,,2003-04-01,ASKINS,2017-04-16,SCHAFFER,,,,,Moedeiros
BITAGAP subid 1444,Recursos electrónicos - Internet - Obra digitalizada,,,,,Recursos electrónicos - Internet - Obra dixitalizada,SUBJECT*VARIANT_CLASS*GALICIAN,,,,BITAGAP subid 1001,,BITAGAP subid 1376,,,,,,,,,,,,,,2003-07-21,ASKINS,2019-07-20,ASKINS,,,,,Recursos electrónicos - Internet - Obra digitalizada
BITAGAP subid 1448,Economia - Privilégios,,,,,Economía - Privilexios,SUBJECT*VARIANT_CLASS*GALICIAN,,,,,,,,,,,,,,,,,,,,2003-10-07,ASKINS,2017-04-16,SCHAFFER,,,,,Economia - Privilégios
BITAGAP subid 1449,Chancelarias,,,,,Chancellery - Chancelleries,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2004-02-11,ASKINS,2020-08-10,SHARRER,,,,,Chancelarias
BITAGAP subid 1450,Livrarias - Livreiros,,,,,Bookstores - Book Dealers,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2005-01-06,ASKINS,2020-08-10,SHARRER,,,,,Livrarias - Livreiros
BITAGAP subid 1451,Poesia - Até 1351 - Religiosa,,,,,Poesía - Até 1351 - Relixiosa,SUBJECT*VARIANT_CLASS*GALICIAN,,,,,,BITAGAP subid 1230,,,,,,,,,,,,,,2005-08-09,ASKINS,2017-04-16,SCHAFFER,,,,,Poesia - Até 1351 - Religiosa
BITAGAP subid 1452,Manuscritos - Perdidos ou não localizados,,,,,Manuscritos - Perdidos ou non localizados,SUBJECT*VARIANT_CLASS*GALICIAN,,,,,,BITAGAP subid 1359,,,,,,,,,,,,,,2005-08-09,ASKINS,2014-10-11,ASKINS,,,,,Manuscritos - Perdidos ou não localizados
BITAGAP subid 1453,Edições - Editar,,,,,Edicións - Editar,SUBJECT*VARIANT_CLASS*GALICIAN,,,,,,BITAGAP subid 1260,,,,,,,,,,,,,,2005-10-10,ASKINS,2014-09-29,ASKINS,,,,,Edições - Editar
BITAGAP subid 1454,Anticlericalismo,,,,,Anticlericalism,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2007-02-05,ASKINS,2017-04-16,SCHAFFER,,,,,Anticlericalismo
BITAGAP subid 1455,Literatura Portuguesa - Crítica Literária,,,,,Portuguese Literature - Literary Criticism,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,BITAGAP subid 1258,,,,,,,,,,,,,,2007-02-12,ASKINS,2017-04-16,SCHAFFER,,,,,Literatura Portuguesa - Crítica Literária
BITAGAP subid 1456,Magia - Feitiçaria,,,,,Magic - Sorcery,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2007-02-14,ASKINS,2014-09-25,ASKINS,,,,,Magia - Feitiçaria
BITAGAP subid 1457,Bibliotecas - Arquivos - Cartórios - Pós-1600,,,,,Libraries - Archives - Registries - Post 1600,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,BITAGAP subid 1009,,,,,,,,,,,,,,2007-05-25,ASKINS,2019-07-14,SCHAFFER,,,,,Bibliotecas - Arquivos - Cartórios - Pós-1600
BITAGAP subid 1458,Testamentos - Cartas testamentárias,,,,,Wills - Testaments - Testamentary Letters,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2007-07-21,ASKINS,2021-03-14,ASKINS,,,,,Testamentos - Cartas testamentárias
BITAGAP subid 1459,Lais de Bretanha,,,,,Lays of Britain,SUBJECT*VARIANT_CLASS*ENGLISH,,,,BITAGAP subid 1224,,,,,,,,,,,,,,,,2007-10-30,ASKINS,2014-09-25,ASKINS,,,,,Lais de Bretanha
BITAGAP subid 1460,Literatura Galega - Crítica Literária,,,,,Galician Literature - Literary Criticism,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,BITAGAP subid 1455,,,,,,,,,,,,,,2008-04-13,ASKINS,2017-04-16,SCHAFFER,,,,,Literatura Galega - Crítica Literária
BITAGAP subid 1461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BITAGAP subid 1462,Vereações [Livros de],,,,,Town Council Action [Registry of],SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2008-06-13,ASKINS,2020-08-11,SHARRER,,,,,Vereações [Livros de]
BITAGAP subid 1463,Burocracia da escrita (escrivães - notários - tabeliães),,,,,,,,,,,,BITAGAP subid 1559,,,,,,,,,,,,,,2008-08-02,ASKINS,2021-07-09,SHARRER,,,,,Burocracia da escrita (escrivães - notários - tabeliães)
BITAGAP subid 1464,Oratória religiosa - Pregadores,,,,,Religious Oratory - Preachers,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,BITAGAP subid 1345,,,,,,,,,,,,,,2008-09-23,ASKINS,2017-04-16,SCHAFFER,,,,,Oratória religiosa - Pregadores
BITAGAP subid 1465,Estalagens - Estalajadeiro [Cartas de] - Estalajadeiros - Estaus - Pousadas,,,,,Lodging - Inns - Innkeepers [Letters of] - Hostels - Lodges,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2008-12-17,ASKINS,2020-08-07,SHARRER,,,,,Estalagens - Estalajadeiro [Cartas de] - Estalajadeiros - Estaus - Pousadas
BITAGAP subid 1466,Texto aljamiado - caracteres hebraicos,,,,,Texto alxamiado - caracteres hebraicos,SUBJECT*VARIANT_CLASS*GALICIAN,,,,,,BITAGAP subid 1002,,,,,,,,,,,,,,2009-04-13,ASKINS,2014-09-27,ASKINS,,,,,Texto aljamiado - caracteres hebraicos
BITAGAP subid 1467,Texto judeu-português,,,,,Texto xudeu-portugués,SUBJECT*VARIANT_CLASS*GALICIAN,,,,,,BITAGAP subid 1466,,,,,,,,,,,,,,2009-04-22,ASKINS,2014-09-25,ASKINS,,,,,Texto judeu-português
BITAGAP subid 1468,Visão - Visões - Aparição - Aparições - Sonho - Sonhos - Profecia - Profecias,,,,,Vision - Visions - Apparition - Appartions - Dream - Dreams - Prophecy - Prophecies,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2009-08-03,ASKINS,2020-08-11,SHARRER,,,,,Visão - Visões - Aparição - Aparições - Sonho - Sonhos - Profecia - Profecias
BITAGAP subid 1469,Crítica textual - Ecdótica,,,,,Textual Criticism - Ecdotics,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2009-10-10,ASKINS,2017-04-16,SCHAFFER,,,,,Crítica textual - Ecdótica
BITAGAP subid 1470,Língua - galego - prosa - Obras perdidas,,,,,Prosa - Galician - Lost Works,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2009-10-18,ASKINS,2017-04-16,SCHAFFER,,,,,Língua - galego - prosa - Obras perdidas
BITAGAP subid 1471,Tradução [Teoria de - História de],,,,,Tradución [Teoría de - Historia de],SUBJECT*VARIANT_CLASS*GALICIAN,,,,,,,,,,,,,,,,,,,,2009-11-01,ASKINS,2020-08-11,SHARRER,,,,,Tradução [Teoria de - História de]
BITAGAP subid 1472,Tradução medieval apócrifa [após 1500],,,,,Tradución medieval aprócrifa [após 1500],SUBJECT*VARIANT_CLASS*GALICIAN,,,,,,,,,,,,,,,,,,,,2011-01-30,ASKINS,2020-03-11,ASKINS,,,,,Tradução medieval apócrifa [após 1500]
BITAGAP subid 1474,Documentos suspeitos,,,,,Documentos sospeitosos,SUBJECT*VARIANT_CLASS*GALICIAN,,,,,,BITAGAP subid 1377,,,,,,,,,,,,,,2011-07-08,ASKINS,2014-09-29,ASKINS,,,,,Documentos suspeitos
BITAGAP subid 1475,Ecologia - Ambiente,,,,,Ecoloxía - Ambiente,SUBJECT*VARIANT_CLASS*GALICIAN,,,,,,,,,,,,,,,,,,,,2011-12-21,ASKINS,2014-09-29,ASKINS,,,,,Ecologia - Ambiente
BITAGAP subid 1476,Crónicas - Cronista - Gaspar Correia,,,,,Chronicles - Chronicler - Gaspar Correia,SUBJECT*VARIANT_CLASS*ENGLISH,,,,BITAGAP subid 1262,,,,,,,,,,,,,,,,2012-03-14,ASKINS,2020-08-08,SHARRER,,,,,Crónicas - Cronista - Gaspar Correia
BITAGAP subid 1477,Economia - Mercadores estrangeiros,,,,,Economía - Mercantes estranxeiros,SUBJECT*VARIANT_CLASS*GALICIAN,,,,,,,,,,,,,,,,,,,,2012-05-13,ASKINS,2020-08-13,SHARRER,,,,,Economia - Mercadores estrangeiros
BITAGAP subid 1478,Sociedades comerciais - Estatutos - Compromissos de Confraria,,,,,Sociedades comerciais - Estatutos e Compromisos de Confraria,SUBJECT*VARIANT_CLASS*GALICIAN,,,,BITAGAP subid 1609,,BITAGAP subid 1300,,,,,,,,,,,,,,2012-06-14,ASKINS,2020-03-25,ASKINS,,,,,Sociedades comerciais - Estatutos - Compromissos de Confraria
BITAGAP subid 1479,Ordens Religiosas,,,,,Religious Orders,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2012-07-06,ASKINS,2017-04-16,SCHAFFER,,,,,Ordens Religiosas
BITAGAP subid 1480,Ordens Honorificas de Cavalaria,,,,,Ordes Honoríficas de Cabalaría,SUBJECT*VARIANT_CLASS*GALICIAN,,,,,,,,,,,,,,,,,,,,2012-07-07,ASKINS,2020-08-11,SHARRER,,,,,Ordens Honorificas de Cavalaria
BITAGAP subid 1481,Almirantado - Marinha,,,,,Admiralty - Navy,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2012-10-12,ASKINS,2023-07-04,ASKINS,,,,,Almirantado - Marinha
BITAGAP subid 1482,Caminhos - Estradas - Pontes,,,,,Roads - Highways - Bridges,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,BITAGAP subid 1564,,,,,,,,,,,,,,2012-12-27,ASKINS,2021-03-17,ASKINS,,,,,Caminhos - Estradas - Pontes
BITAGAP subid 1483,Conventos - Igrejas - Mosteiros - Casas religiosas,,,,,Convents - Churches - Monasteries - Religious houses,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2013-01-07,ASKINS,2017-11-15,ASKINS,,,,,Conventos - Igrejas - Mosteiros - Casas religiosas
BITAGAP subid 1484,"Itinerários de reis, nobres, eclesiásticos",,,,,"Travel Itineraries of kings, nobles, ecclesiastics",SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2013-02-11,ASKINS,2017-03-22,ASKINS,,,,,"Itinerários de reis, nobres, eclesiásticos"
BITAGAP subid 1485,Besteiro - Besteiros [Cartas de],,,,,Crossbowmen - Arbalisters [Letters of],SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2013-03-08,ASKINS,2020-08-11,SHARRER,,,,,Besteiro - Besteiros [Cartas de]
BITAGAP subid 1486,Segurança - Seguranças - Salvo-condutos [Cartas de],,,,,Seguridade - Salvocondutos [Cartas de],SUBJECT*VARIANT_CLASS*GALICIAN,,,,,,,,,,,,,,,,,,,,2013-06-12,ASKINS,2020-08-07,SHARRER,,,,,Segurança - Seguranças - Salvo-condutos [Cartas de]
BITAGAP subid 1487,Crença [Cartas de],,,,,Crenza [Cartas de],SUBJECT*VARIANT_CLASS*GALICIAN,,,,,,,,,,,,,,,,,,,,2013-08-04,ASKINS,2020-08-07,SHARRER,,,,,Crença [Cartas de]
BITAGAP subid 1488,Poder - Poderes [Cartas de],,,,,Authority [Letters of],SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2013-08-04,ASKINS,2020-08-07,SHARRER,,,,,Poder - Poderes [Cartas de]
BITAGAP subid 1489,Instrução - Instruções [Cartas de],,,,,Instrucións [Cartas de],SUBJECT*VARIANT_CLASS*GALICIAN,,,,,,,,,,,,,,,,,,,,2013-08-04,ASKINS,2020-08-07,SHARRER,,,,,Instrução - Instruções [Cartas de]
BITAGAP subid 1490,Relações diplomáticas e quotidianas - Portugal e Espanha,,,,,Relacións diplomáticas - Portugal e España,SUBJECT*VARIANT_CLASS*GALICIAN,,,,,,BITAGAP subid 1361,,,,,,,,,,,,,,2013-08-05,ASKINS,2020-08-11,SHARRER,,,,,Relações diplomáticas e quotidianas - Portugal e Espanha
BITAGAP subid 1491,Matrimónios - Casamentos,,,,,Matrimonies - Weddings,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2013-11-17,ASKINS,2017-04-16,SCHAFFER,,,,,Matrimónios - Casamentos
BITAGAP subid 1492,Piratas - Pirataria - Corsários,,,,,Pirates - Piracy - Corsairs,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2014-01-01,ASKINS,2020-08-11,SHARRER,,,,,Piratas - Pirataria - Corsários
BITAGAP subid 1493,Frotas Reais - Armadas,,,,,Frota Real - Armada,SUBJECT*VARIANT_CLASS*OTHER,,,,,,,,,,,,,,,,,,,,2014-01-29,ASKINS,2017-04-16,SCHAFFER,,,,,Frotas Reais - Armadas
BITAGAP subid 1494,Castelos - Fortalezas - Torres,,,,,Castles - Fortresses - Towers,SUBJECT*VARIANT_CLASS*ENGLISH,,,,BITAGAP subid 1364,,,,,,,,,,,,,,,,2014-03-07,ASKINS,2020-08-11,SHARRER,,,,,Castelos - Fortalezas - Torres
BITAGAP subid 1495,"Muros, fôssos, cercas, cavas",,,,,"Muro, fôsso, cerça, cava",SUBJECT*VARIANT_CLASS*OTHER,,,,BITAGAP subid 1364,,,,,,,,,,,,,,,,2014-03-29,ASKINS,2017-04-16,SCHAFFER,,,,,"Muros, fôssos, cercas, cavas"
