GEOID,NAME_CLASS,NAME,NAME_Q,NAME_BD,NAME_BDQ,NAME_ED,NAME_EDQ,NAME_BASIS,CLASS,TYPE,LATITUDE,LONGITUDE,RELATED_GEOCLASS,RELATED_GEODETAIL,RELATED_GEOID,RELATED_GEOIDQ,RELATED_GEOBD,RELATED_GEOBDQ,RELATED_GEOED,RELATED_GEOEDQ,RELATED_GEOBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,RELATED_MANCLASS,RELATED_MANID,RELATED_MANVOL,RELATED_MANLOC,RELATED_MANITEM,SUBJECT_BIOID,SUBJECT_INSID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BETA geoid 2015,GEOGRAPHY*NAME_CLASS*U,Cantillana,,,,,,{I}DHEE{/I} 62,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1541,,,,,,{I}DHEE{/I} 62,GEOGRAPHY*RELATED_BIBCLASS*TRA,BETA bibid 1936,I,62,,,,,,,,,,,,,,,,,2003-04-02,PARK,2024-05-20,FAULHABER,,,,,Cantillana
BETA geoid 2016,GEOGRAPHY*NAME_CLASS*U,Idanha,,,,,,{I}DHEE{/I} 2400,GEOGRAPHY*CLASS*E,GEOGRAPHY*TYPE*D,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1194,,,,,,,GEOGRAPHY*RELATED_BIBCLASS*TRA,BETA bibid 1936,IV,2400,,,,,,,,,,,,,,,,,2003-04-11,PARK,2023-10-21,FAULHABER,,,,,Idanha (diócesis)
BETA geoid 2017,GEOGRAPHY*NAME_CLASS*U,Husillos,,,,,,{I}DHEE{/I} 1578,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1573,,,,,,{I}DHEE{/I} 1578,GEOGRAPHY*RELATED_BIBCLASS*TRA,BETA bibid 1936,III,1578,,,,,,,,,,,,,,,,,2003-04-18,PARK,2024-04-07,FAULHABER,,,,,Husillos
BETA geoid 2018,GEOGRAPHY*NAME_CLASS*U,El Pobo,,,,,,{I}DHEE{/I} 76,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1681,,,,,,{I}DHEE{/I} 76,GEOGRAPHY*RELATED_BIBCLASS*TRA,BETA bibid 1936,I,76,,,,,,,,,,,,,,,,,2003-05-09,PARK,2024-04-07,FAULHABER,,,,,El Pobo
BETA geoid 2019,GEOGRAPHY*NAME_CLASS*U,Beaucaire,,,,,,Faulhaber,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2681,,,,,,,,BETA bibid 8603,,,Q211647,,,,,,,,,,,,,,,,2003-05-16,PARK,2024-05-20,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q211647,Wikidata,2024-05-20,Beaucaire
BETA geoid 2020,GEOGRAPHY*NAME_CLASS*U,El Puente del Arzobispo,,,,,,Wikidata,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1090,,,,,,,GEOGRAPHY*RELATED_BIBCLASS*TRA,BETA bibid 1936,IV,2549,Q1628788,,,,,,,,,,,,,,,,2003-05-16,PARK,2024-05-20,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q1628788,Wikidata,2024-05-20,El Puente del Arzobispo
BETA geoid 2021,GEOGRAPHY*NAME_CLASS*U,Mendavia,,,,,,{I}DHEE{/I} 277,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2878,,,,,,{I}DHEE{/I} 277,GEOGRAPHY*RELATED_BIBCLASS*TRA,BETA bibid 1936,I,277,,,,,,,,,,,,,,,,,2003-05-28,PARK,2024-04-07,FAULHABER,,,,,Mendavia
BETA geoid 2022,GEOGRAPHY*NAME_CLASS*U,Urbino,,,,,,{I}DHEE{/I} 279,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1029,,,,,,{I}DHEE{/I} 279,GEOGRAPHY*RELATED_BIBCLASS*TRA,BETA bibid 1936,I,279,Q2759,,,,,,,,,,,,,,,,2003-05-29,PARK,2024-05-20,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q2759,Wikidata,2024-05-20,Urbino
BETA geoid 2023,GEOGRAPHY*NAME_CLASS*U,Vilallonga,,,,,,Wikidata,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1670,,,,,,{I}DHEE{/I} 279,GEOGRAPHY*RELATED_BIBCLASS*TRA,BETA bibid 1936,I,279,Q12361,,,,,,,,,,,,,,,,2003-05-29,PARK,2024-05-20,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q12361,Wikidata,2024-05-20,Vilallonga
BETA geoid 2024,GEOGRAPHY*NAME_CLASS*U,Trujillo,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1538,,,,,,{I}DHEE{/I} 371,GEOGRAPHY*RELATED_BIBCLASS*TRA,BETA bibid 1936,I,371,,,,,,,,,,,,,,,,,2003-06-05,PARK,2024-05-20,FAULHABER,,,,,Trujillo
BETA geoid 2025,GEOGRAPHY*NAME_CLASS*U,Narbonne,,,,,,Faulhaber,GEOGRAPHY*CLASS*E,GEOGRAPHY*TYPE*D,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1002,,,,,,Faulhaber,,BETA bibid 1936,IV,2808,Q105868858,,,,,,,,,,,,,,,,2003-06-11,PARK,2024-05-21,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q105868858,Wikidata,2024-05-21,Narbonne (diócesis)
BETA geoid 2026,GEOGRAPHY*NAME_CLASS*U,Berceo,,,,,,{I}DHEE{/I} 239,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1674,,,,,,{I}DHEE{/I} 239,GEOGRAPHY*RELATED_BIBCLASS*TRA,BETA bibid 1936,I,239,,,,,,,,,,,,,,,,,2003-06-25,PARK,2024-04-07,FAULHABER,,,,,Berceo
BETA geoid 2027,GEOGRAPHY*NAME_CLASS*U,Aibar,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2878,,,,,,{I}DHEE{/I} 25,,BETA bibid 1936,I,25,Q1645830,,,,,,,,,,,,,,,,2003-06-26,PARK,2024-05-21,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q1645830,Wikidata,2024-05-21,Aibar
BETA geoid 2028,GEOGRAPHY*NAME_CLASS*U,Puig,,,,,,Wikidata,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1310,,,,,,{I}DHEE{/I} 58,,BETA bibid 1936,I,58,,,,,,,,,,,,,,,,,2003-06-26,PARK,2024-05-21,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://en.wikipedia.org/wiki/El_Puig,Wikipedia,2012-01-23,Puig
BETA geoid 2029,GEOGRAPHY*NAME_CLASS*U,Peralta,,,,,,{I}DHEE{/I} 63,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2878,,,,,,{I}DHEE{/I} 63,,BETA bibid 1936,I,63,Q984865,,,,,,,,,,,,,,,,2003-06-26,PARK,2024-05-21,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q984865,Wikidata,2024-05-21,Peralta
BETA geoid 2030,GEOGRAPHY*NAME_CLASS*U,Sassari,,,,,,{I}DHEE{/I} 73,GEOGRAPHY*CLASS*E,GEOGRAPHY*TYPE*A,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1513,,,,,,{I}DHEE{/I} 73,,BETA bibid 1936,I,73,Q1365541,,,,,,,,,,,,,,,,2003-06-26,PARK,2024-05-21,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q1365541,Wikidata,2024-05-21,Sassari (archidiócesis)
BETA geoid 2031,GEOGRAPHY*NAME_CLASS*U,Vera de Moncayo,,,,,,{I}DHEE{/I} 73,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1644,,,,,,{I}DHEE{/I} 73,,BETA bibid 1936,I,73,Q1639252,,,,,,,,,,,,,,,,2003-06-26,PARK,2024-05-21,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q1639252,Wikidata,2024-05-21,Vera de Moncayo
BETA geoid 2032,GEOGRAPHY*NAME_CLASS*U,Torralba de Aniñón,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1644,,,,,,{I}DHEE{/I} 73,,BETA bibid 1936,I,73,Q1650619,,,,,,,,,,,,,,,,2003-06-26,PARK,2024-05-21,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q1650619,Wikidata,2024-05-21,Torralba de Aniñón
BETA geoid 2033,GEOGRAPHY*NAME_CLASS*U,Serra,,,,,,{I}DHEE{/I} 77,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1310,,,,,,{I}DHEE{/I} 77,GEOGRAPHY*RELATED_BIBCLASS*TRA,BETA bibid 1936,I,77,Q55822,,,,,,,,,,,,,,,DELETE RECORD,2003-06-30,PARK,2024-05-21,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q55822,Wikidata,2024-05-21,Serra
BETA geoid 2034,GEOGRAPHY*NAME_CLASS*U,Valpuesta,,,,,,{I}DHEE{/I} 7,GEOGRAPHY*CLASS*E,GEOGRAPHY*TYPE*G,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1815,,,,,,{I}DHEE{/I} 7,,BETA bibid 1936,I,7,Q780139,,,,,,,,,,,,,,,,2003-06-30,PARK,2024-05-21,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://database.factgrid.de/wiki/Item:Q780139,FactGrid,2024-03-04,Valpuesta (parroquia)
BETA geoid 2035,GEOGRAPHY*NAME_CLASS*U,Castell de Penyafort,,,,,,{I}DHEE{/I} 1958,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*J,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1666,,,,,,{I}DHEE{/I} 1958,,BETA bibid 1936,III,1958,Q8342506,,,,,,,,,,,,,,,,2003-06-30,PARK,2024-05-21,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q8342506,Wikidata,2024-05-21,Castell de Penyafort (castillo)
BETA geoid 2036,GEOGRAPHY*NAME_CLASS*U,Épila,,,,,,{I}DHEE{/I} 78,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1644,,,,,,{I}DHEE{/I} 78,,BETA bibid 1936,I,78,Q1553092,,,,,,,,,,,,,,,,2003-06-30,PARK,2024-05-21,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q1553092,Wikidata,2025-05-21,Épila
BETA geoid 2037,GEOGRAPHY*NAME_CLASS*U,Arenys de Munt,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1666,,,,,,{I}DHEE{/I} 85,,BETA bibid 1936,I,85,,,,,,,,,,,,,,,,,2003-07-01,PARK,2024-05-21,FAULHABER,,,,,Arenys de Munt
BETA geoid 2038,GEOGRAPHY*NAME_CLASS*U,Santa María de los Prados,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*MN,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1680,,,,,,,,BETA bibid 1936,I,95,,,,,,,,,,,,,,,,,2003-07-01,PARK,2024-05-21,FAULHABER,,,,,Santa María de los Prados (monasterio / convento)
BETA geoid 2039,GEOGRAPHY*NAME_CLASS*U,Valle de Aibar,,,,,,{I}DHEE{/I} 63,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*R,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2878,,,,,,{I}DHEE{/I} 63,,BETA bibid 1936,I,63,Q104640619,,,,,,,,,,,,,,,,2003-07-10,PARK,2024-05-21,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q104640619,Wikidata,2024-05-21,Valle de Aibar (región)
BETA geoid 2040,GEOGRAPHY*NAME_CLASS*U,Monzón,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1563,,,,,,,,BETA bibid 1936,,67,,,,,,,,,,,,,,,,,2024-04-07,FAULHABER,,,UNIVERSAL*INTERNET_CLASS*URL,https://es.wikipedia.org/wiki/Monz%C3%B3n_(Huesca),Wikipedia,2019-04-05,Monzón
BETA geoid 2041,GEOGRAPHY*NAME_CLASS*U,Madrigalejo,,,,,,{I}DHEE{/I} 67,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1538,,,,,,{I}DHEE{/I} 67,GEOGRAPHY*RELATED_BIBCLASS*TRA,BETA bibid 1936,I,67,,,,,,,,,,,,,,,,,2003-07-22,PARK,2024-04-07,FAULHABER,,,,,Madrigalejo
BETA geoid 2042,GEOGRAPHY*NAME_CLASS*U,La Española,,,,,,Faulhaber,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*I,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1608,,,,,,,,BETA bibid 8603,,,Q25277,,,,,,,,,,,,,,,,2003-07-22,PARK,2024-05-21,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q25277,Wikidata,2024-05-21,La Española (isla)
BETA geoid 2043,GEOGRAPHY*NAME_CLASS*U,Cairo,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2044,,,,,,{I}DHEE{/I} 273,,BETA bibid 1936,I,273,Q85,,,,,,,,,,,,,,,,2003-07-22,PARK,2024-05-21,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q85,Wikidata,2024-05-21,Cairo
BETA geoid 2044,GEOGRAPHY*NAME_CLASS*U,Egipto,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*N,,,,,,,,,,,,,BETA bibid 8603,,,Q79,,,,,,,,,,,,,,,,2003-07-22,PARK,2024-05-21,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q79,Wikidata,2024-05-21,Egipto (nación)
BETA geoid 2045,GEOGRAPHY*NAME_CLASS*U,San Nicolás del Puerto,,,,,,{I}DHEE{/I} 756,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1541,,,,,,{I}DHEE{/I} 756,GEOGRAPHY*RELATED_BIBCLASS*TRA,BETA bibid 1936,II,756,,,,,,,,,,,,,,,,,2003-07-28,PARK,2024-04-07,FAULHABER,,,,,San Nicolás del Puerto
BETA geoid 2046,GEOGRAPHY*NAME_CLASS*U,Torrijos,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1090,,,,,,{I}DHEE{/I} 788,,BETA bibid 1936,II,788,Q919055,,,,,,,,,,,,,,,,2003-07-29,PARK,2024-05-21,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q919055,Wikidata,2024-05-21,Torrijos
BETA geoid 2047,GEOGRAPHY*NAME_CLASS*U,Cañas,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1674,,,,,,{I}DHEE{/I} 764,,BETA bibid 1936,II,764,Q970306,,,,,,,,,,,,,,,,2003-08-12,PARK,2024-05-21,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q970306,Wikidata,2024-05-21,Cañas
BETA geoid 2048,GEOGRAPHY*NAME_CLASS*U,Maqueda,,,,,,{I}DHEE{/I} 788,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1004,,,,,,,GEOGRAPHY*RELATED_BIBCLASS*TRA,BETA bibid 8603,II,788,Q1631202,,,,,,,,,,,,,,,,2003-08-13,PARK,2024-04-07,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q1631202,Wikidata,2024-02-04,Maqueda
BETA geoid 2049,GEOGRAPHY*NAME_CLASS*U,Valdescopezo,,,,,,{I}DHEE{/I} 789,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*MN,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1359,,,,,,,,BETA bibid 1936,II,789,Q79389629,,,,,,,,,,,,,,,,2003-08-13,PARK,2024-05-21,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q79389629,Wikidata,2024-05-21,Valdescopezo (monasterio / convento)
BETA geoid 2050,GEOGRAPHY*NAME_CLASS*U,Península Ibérica,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*PE,,,,,,,,,,,,,BETA bibid 8605,,,Q439923,,,,,,,,,,,,,,,,2003-10-20,FAULHABER,2024-05-21,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://database.factgrid.de/wiki/Item:Q439923,FactGrid,2024-03-03,Península Ibérica (península)
BETA geoid 2051,GEOGRAPHY*NAME_CLASS*U,Lucca,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1029,,,,,,,,BETA bibid 8603,,,Q439923,,,,,,,,,,,,,,,,2003-10-20,FAULHABER,2024-05-21,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q13373,Wikidata,2024-05-21,Lucca
BETA geoid 2052,GEOGRAPHY*NAME_CLASS*U,Beziers,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1037,,,,,,,,BETA bibid 8603,,,Q174019,,,,,,,,,,,,,,,,2003-10-20,FAULHABER,2024-05-21,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q174019,Wikidata,2024-05-21,Beziers
BETA geoid 2053,GEOGRAPHY*NAME_CLASS*U,Dreux,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1037,,,,,,Q142410,,BETA bibid 8603,,,,,,,,,,,,,,,,,,,2003-10-20,FAULHABER,2024-05-21,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q142410,Wikidata,2024-05-21,Dreux
BETA geoid 2054,GEOGRAPHY*NAME_CLASS*U,Sabionetta,,,,,,Gil 1985:60,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1029,,,,,,Gil 1985 60,,BETA bibid 4357,,60,Q43014,,,,,,,,,,,,,,,,2003-10-25,FAULHABER,2024-05-21,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q43014,Wikidata,2024-05-21,Sabionetta
BETA geoid 2055,GEOGRAPHY*NAME_CLASS*U,Rouen,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1316,,,,,,,,BETA bibid 8603,,,Q30974,,,,,,,,,,,,,,,,2003-10-27,FAULHABER,2024-05-21,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q30974,Wikidata,2024-05-21,Rouen
BETA geoid 2056,GEOGRAPHY*NAME_CLASS*U,Marseilles,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1037,,,,,,,,BETA bibid 8603,,,Q23482,,,,,,,,,,,,,,,,2003-11-05,FAULHABER,2024-05-21,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q23482,Wikidata,2024-05-21,Marseilles
BETA geoid 2057,GEOGRAPHY*NAME_CLASS*U,Balbás,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1013,,,,,,,GEOGRAPHY*RELATED_BIBCLASS*TRA,BETA bibid 1004,XI,12,5741,,,,,,,,,,,,,,Muñoz y Romero 1847: Lugar mencionado en el fuero latino de Balbás. Será el lugar actual Los Balbases,,2003-11-07,DORN,2024-05-22,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q1628772,Wikidata,2024-05-22,Balbás
BETA geoid 2058,GEOGRAPHY*NAME_CLASS*U,Valdefuentes,,,,,,{I}IGM{/I},GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1013,,,,,,,,BETA bibid 1004,XI,12,5741,,BETA manid 4659,,42r-43r,,,,,,,,,,,,2003-11-07,DORN,2024-05-22,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://es.wikipedia.org/wiki/Hospital_de_Valdefuentes,Wikipedia,2024-05-22,Valdefuentes
BETA geoid 2059,GEOGRAPHY*NAME_CLASS*U,Villaudela,,,,,,{I}IGM{/I},GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1573,,,,,,,,BETA bibid 1004,XI,12,5741,,BETA manid 4659,,44r-45r,,,BETA insid 1357,,,,,,,"Lugar desaparecido, situado entre Paredes de Nava y Fuentes de Nava en la provincia de Palencia (Payo San Martín 1988:338).<br />El texto de BNE MSS/5741 nota que el Fuero de Villaudela se orrigina en una disputa entre la villa y el monasterio de Santa María de Husillos",,2003-11-07,DORN,2024-05-22,FAULHABER,,,,,Villaudela
BETA geoid 2060,GEOGRAPHY*NAME_CLASS*U,San Julián,,,,,,{I}IGM{/I},GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,Cerca de,BETA geoid 1573,,,,,,,GEOGRAPHY*RELATED_BIBCLASS*TRA,BETA bibid 1004,XI,12,5741,,BETA manid 4659,,72v,,,,,,,,,,"Antigua población cerca de Husillos (Palencia). Véase BNE MSS/5741, f. 72rv, con el traslado del {I}Fuero de la villa de San Julián {/I} en latín, otorgado por el Raimundo, abad de Santa María de Husillos, en xi kal. Octubre era 1199 (1161-09-21).<br />",,2003-11-07,DORN,2024-05-22,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://database.factgrid.de/wiki/Item:Q895496,FactGrid,2024-04-07,San Julián
BETA geoid 2061,GEOGRAPHY*NAME_CLASS*U,Lences,,,,,,{I}IGM{/I},GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,GEOGRAPHY*RELATED_BIBCLASS*TRA,BETA bibid 1004,XI,12,5741,,BETA manid 4659,,73r-v,,,,,,,,,,"Población al norte de Burgos. Véase BNE MSS/5741, f. 74r-v, con el traslado del {I}Fuero de Lences{/I} en latín, otorgado por Fernando III en era 1263-03-08 (1225-03-08).<br />",,2003-11-07,DORN,2024-05-22,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q5972720,Wikidata,2024-05-22,Lences
BETA geoid 2062,GEOGRAPHY*NAME_CLASS*U,Agüero,,,,,,{I}IGM{/I},GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1573,,,,,,,GEOGRAPHY*RELATED_BIBCLASS*TRA,BETA bibid 1004,XI,12,5741,,BETA manid 4659,,74r,,,,,,,,,,"¿Población desaparecida?<br /><br />El retazo del texto del {I}Fuero de Agüero{/I} (en BNE MSS/5742 f. 74r), reza “… yo Abbad Donunio por la gracia de Dios de Santa | Maria de la Bega …”<br /><br />Santa María de la Vega era un monasterio cisterciense en el pueblo de Renedo de la Vega, provincia de Palencia.",,2003-11-07,DORN,2024-05-23,FAULHABER,,,,,Agüero
BETA geoid 2063,GEOGRAPHY*NAME_CLASS*U,Vizcaya,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*O,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1161,,,,,,,GEOGRAPHY*RELATED_BIBCLASS*TRA,BETA bibid 8603,,Wikipedia,Q3045810,,,,,,,,,,,,,,,,2003-11-21,DORN,2024-06-12,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q3045810,Wikidata,2024-03-07,Vizcaya (señorío)
BETA geoid 2064,GEOGRAPHY*NAME_CLASS*U,Coín,,,,,,Menéndez Pidal 1918,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,BETA bibid 1009,,200,Q1110418,,,,,,,,,,,,,,,,2005-04-09,FAULHABER,2024-05-23,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q1110418,Wikidata,2024-05-23,Coín
BETA geoid 2065,GEOGRAPHY*NAME_CLASS*U,Cavia,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1013,,,,,,,,,,,,,,,,,BETA bioid 1320,,,,,,,,,,2005-07-19,FAULHABER,2024-04-07,FAULHABER,,,,,Cavia
