LIBID,NAME_CLASS,NAME,NAME_Q,NAME_BD,NAME_BDQ,NAME_ED,NAME_EDQ,NAME_BASIS,ADDRESS,CITY,STATE,COUNTRY,PCODE,PHONE,PHONE_LOC,TELEX,CONTACT_FNAME,CONTACT_LNAME,CONTACT_TITLE,CONTACT_SALUTATION,CONTACT_POSITION,CONTACT_PHONE,CONTACT_EMAIL,CONTACT_TYPE,LIBRARY_HOURS,LIBRARY_CLOSED,LIBRARY_DOCUMENTS,LIBRARY_FACILITIES,CALL_TYPE,CALL_DATE,CALL_PERSON,CALL_NOTE,LIBCODE_CLASS,LIBCODE,CLASS,TYPE,RELATED_GEOCLASS,RELATED_GEODETAIL,RELATED_GEOID,RELATED_GEOIDQ,RELATED_GEOBD,RELATED_GEOBDQ,RELATED_GEOED,RELATED_GEOEDQ,RELATED_GEOBASIS,RELATED_INSCLASS,RELATED_INSDETAIL,RELATED_INSID,RELATED_INSIDQ,RELATED_INSBD,RELATED_INSBDQ,RELATED_INSED,RELATED_INSEDQ,RELATED_INSBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,SUBJECT_BIOID,SUBJECT_GEOID,SUBJECT_INSID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BETA libid 544,LIBRARY*NAME_CLASS*SHORT,Archivo de Santa Clara,,,,,,,Monasterio de Santa Clara (MM. Clarisas),Burgos,,España,,,,,,,Madre,Reverenda Madre,Directora,,,LIBRARY*CONTACT_TYPE*M,,,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2276,I,203,28,,BETA geoid 1004,,BETA subid 1304,,,,,,,,1990-06-09,MOLL,2016-12-16,FAULHABER,,,,,Burgos: Archivo de Santa Clara
BETA libid 545,LIBRARY*NAME_CLASS*SHORT,Archivo de Santa Dorotea,,,,,,,Convento de Santa Dorotea,Burgos,Burgos,España,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2276,I,204,29,,BETA geoid 1004,,BETA subid 1304,,,,,,,,1990-06-09,MOLL,2021-08-08,FAULHABER,,,,,Burgos: Archivo de Santa Dorotea
BETA libid 546,LIBRARY*NAME_CLASS*SHORT,Archivo de San Pedro de Medina,,,,,,,Laín Calvo. 65,Medina de Pomar,Burgos,España,,(947) 11 00 95,,,Pilar,Hierro,Madre,Reverenda Madre,Directora (1990),,,LIBRARY*CONTACT_TYPE*M,,,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2276,I,205,30,,BETA geoid 1004,,BETA subid 1304,,,,,,,,1990-06-09,MOLL,2016-12-16,FAULHABER,,,,,Medina de Pomar: Archivo de San Pedro de Medina
BETA libid 547,LIBRARY*NAME_CLASS*SHORT,Archivo “Silveriano”,,,,,,CCPBE,"Paseo del Empecinado, 1",Burgos,,España,09001,(947) 20 94 45,,,Alberto,Pacho Polvorinos,P.,Reverendo Padre,Director (1990),,,LIBRARY*CONTACT_TYPE*M,10-13,,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2276,I,206-207,31,,BETA geoid 1004,,BETA subid 1304,,,,,,,,1990-06-09,MOLL,2016-12-16,FAULHABER,,,,,Burgos: Archivo “Silveriano”
BETA libid 548,LIBRARY*NAME_CLASS*SHORT,Archivo Catedralicio,,,,,,,"Arquitecto Acero, s/n",Cádiz,,España,11005,,,,Pablo,Antón Solé,P.,Reverendo Padre,Director (1990),(956) 27 61 84,,LIBRARY*CONTACT_TYPE*M,10-13,,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2276,I,208-212,32,,BETA geoid 1004,,BETA subid 1304,,,,,,<br />,,1990-06-09,MOLL,2016-12-17,FAULHABER,,,,,Cádiz: Archivo Catedralicio
BETA libid 549,LIBRARY*NAME_CLASS*SHORT,Archivo Diocesano,,,,,,,"Obispo Calvo y Valero, 26 dup.",Cádiz,,España,,(956) 22 35 63,,,Pablo,Antón Solé,P.,Reverendo Padre,Director (1990),(956) 27 61 84,,LIBRARY*CONTACT_TYPE*M,11-14,,,LIBRARY*FACILITIES*PHOTOCOPY,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2276,I,212-15,33,,BETA geoid 1004,,BETA subid 1304,,,,,,,,1990-06-09,MOLL,2016-12-16,FAULHABER,,,,,Cádiz: Archivo Diocesano
BETA libid 551,LIBRARY*NAME_CLASS*SHORT,Archivo de Santa María,,,,,,,"Plaza de la Iglesia Mayor, 2",Cádiz,,España,,(956) 41 03 29,,,Diego,Ramírez Pereira,P.,Reverendo Padre,Director (cura ecónomo),,,LIBRARY*CONTACT_TYPE*M,12-14,,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2276,I,217,35,,BETA geoid 1004,,BETA subid 1304,,,,,,,,1990-06-09,MOLL,2021-08-08,FAULHABER,,,,,Cádiz: Archivo de Santa María
BETA libid 552,LIBRARY*NAME_CLASS*SHORT,Archivo Capitular,,,,,,,Catedral,Calahorra,La Rioja,España,,,,,Ildefonso,Rodríguez R. de Lama,P.,Reverendo Padre,Director (1990),"(941) 24 44 39 (LOGROÑO), 13 12 51 (CALAHORRA)",,LIBRARY*CONTACT_TYPE*M,,,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2276,I,218-20,36,,BETA geoid 1004,,BETA subid 1304,,,,,,,,1990-06-09,MOLL,2016-12-16,FAULHABER,,,,,Calahorra: Archivo Capitular
BETA libid 553,LIBRARY*NAME_CLASS*SHORT,Archivo Catedralicio,,,,,,,Catedral,Santo Domingo de la Calzada,La Rioja,España,,(941) 34 00 33,,,Ciriaco,López de Silanes Cantabrana,P.,Reverendo Padre,Director (1990),,,LIBRARY*CONTACT_TYPE*M,"a convenir (L,J,V)",julio,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2276,I,221-24,37,,BETA geoid 1004,,BETA subid 1304,,,,,,,,1990-06-11,MOLL,2016-12-17,FAULHABER,,,,,Santo Domingo de la Calzada: Archivo Catedralicio
BETA libid 554,LIBRARY*NAME_CLASS*SHORT,Archivo Catedralicio,,,,,,,,Logroño,La Rioja,España,,(941) 22 30 87,,,Eliseo,Sáinz Ripa,P.,Reverendo Padre,Director (1990),(941) 23 10 88,,LIBRARY*CONTACT_TYPE*M,18-20,agosto,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2276,I,224-26,38,,BETA geoid 1004,,BETA subid 1304,,,,,,,,1990-06-11,MOLL,2016-12-15,FAULHABER,,,,,Logroño: Archivo Catedralicio
BETA libid 555,LIBRARY*NAME_CLASS*SHORT,Archivo Catedralicio,,,,,,,"Plaza de Santa Ana, s/n",Las Palmas de Gran Canaria,Canarias,España,35001,,,,Santiago,Cazorla León,P.,Reverendo Padre,Director (1990),(928) 36 48 59,,LIBRARY*CONTACT_TYPE*M,10-13,,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2276,I,227-29,39,,BETA geoid 1004,,BETA subid 1304,,,,,,Contiene una biblioteca auxiliar,,1990-06-11,MOLL,2016-12-17,FAULHABER,,,,,Las Palmas de Gran Canaria: Archivo Catedralicio
BETA libid 556,LIBRARY*NAME_CLASS*SHORT,Archivo Catedralicio,,,,,,,Plaza Belluga,Murcia,,España,,(968) 21 63 44,,,Lope de,Pascual Martínez,P.,Reverendo Padre,Director (1990),,,LIBRARY*CONTACT_TYPE*M,"10-13 (M,X,J)",julio,,LIBRARY*FACILITIES*PHOTOCOPY,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2276,I,230-32,40,,BETA geoid 1004,,BETA subid 1304,,,,,,,,1990-06-11,MOLL,2016-12-15,FAULHABER,,,,,Murcia: Archivo Catedralicio
BETA libid 557,LIBRARY*NAME_CLASS*SHORT,Archivo del Obispado,,,,,,,Palacio Episcopal,Murcia,,España,,(968) 21 16 69 Y 21 87 52,,,Faustino,Fernández Molina,P.,Reverendo Padre,Director (1990),,,LIBRARY*CONTACT_TYPE*M,10-13:30,,autorización de la Secretaría General del Obispado,LIBRARY*FACILITIES*PHOTOCOPY,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2276,I,232-33,41,,BETA geoid 1004,,BETA subid 1304,,,,,,,,1990-06-11,MOLL,2016-12-19,FAULHABER,,,,,Murcia: Archivo del Obispado
BETA libid 558,LIBRARY*NAME_CLASS*SHORT,Archivo Catedralicio,,,,,,,"PLaza de África, s/n",Ceuta,,España,,(956) 51 14 41 Y 51 96 59,,,Alejandro,Sevilla Segovia,P.,Reverendo Padre,Director (1990),(956) 51 96 59,,LIBRARY*CONTACT_TYPE*M,10-13,,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2276,I,234-35,42,,BETA geoid 1004,,BETA subid 1304,,,,,,<br />,,1990-06-11,MOLL,2016-12-16,FAULHABER,,,,,Ceuta: Archivo Catedralicio
BETA libid 559,LIBRARY*NAME_CLASS*SHORT,Archivo Diocesano,,,,,,,"Plaza de África, s/n",Ceuta,,España,,(956) 51 14 41 Y 51 96 59,,,Alejandro,Sevilla Segovia,P.,Reverendo Padre,Director (1990),(956) 51 96 59,,LIBRARY*CONTACT_TYPE*M,10-13,,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2276,I,235-36,43,,BETA geoid 1004,,BETA subid 1304,,,,,,,,1990-06-11,MOLL,2016-12-17,FAULHABER,,,,,Ceuta: Archivo Diocesano
BETA libid 560,LIBRARY*NAME_CLASS*SHORT,Archivo Capitular,,,,,,,"Paseo del Prado, s/n. Catedral",Ciudad Real,,España,13001,,,,Jesús,Torres González de la Aleja,P.,Reverendo Padre,Director (1990),(926) 21 25 64,,LIBRARY*CONTACT_TYPE*M,10-13,julio,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2276,I,237-38,44,,BETA geoid 1004,,BETA subid 1304,,,,,,,,1990-06-11,MOLL,2016-12-17,FAULHABER,,,,,Ciudad Real: Archivo Capitular
BETA libid 561,LIBRARY*NAME_CLASS*SHORT,Archivo Diocesano,,,,,,,"Caballeros, 7",Ciudad Real,,España,13001,(926) 25 02 50,,,José,Jimeno Coronado,P.,Reverendo Padre,Director (1990),(926) 21 11 52,,LIBRARY*CONTACT_TYPE*M,11-14,agosto,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2276,I,238-39,45,,BETA geoid 1004,,BETA subid 1304,,,,,,,,1990-06-11,MOLL,2016-12-15,FAULHABER,,,,,Ciudad Real: Archivo Diocesano
BETA libid 562,LIBRARY*NAME_CLASS*SHORT,Archivo Diocesano,,,,,,,"Díez Tarvilla, 13",Ciudad Rodrigo,Salamanca,España,,(923) 46 08 43,,,Zósimo,Ortiz Acosta,P.,Reverendo Padre,Director (1990),(923) 46 00 61,,LIBRARY*CONTACT_TYPE*M,11-13:30,,,LIBRARY*FACILITIES*PHOTOCOPY,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2276,I,240-42,46,,BETA geoid 1004,,BETA subid 1304,,,,,,,,1990-06-11,MOLL,2016-12-17,FAULHABER,,,,,Ciudad Rodrigo: Archivo Diocesano
BETA libid 563,LIBRARY*NAME_CLASS*SHORT,Archivo Catedralicio,,,,,,,Catedral,Ciudad Rodrigo,Salamanca,España,,,,,Zósimo,Ortiz Acosta,P.,Reverendo Padre,Director (1990),(923) 46 00 61,,LIBRARY*CONTACT_TYPE*M,,cerrado por obras,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2276,I,242-43,47,,BETA geoid 1004,,BETA subid 1304,,,,,,,,1990-06-11,MOLL,2016-12-15,FAULHABER,,,,,Ciudad Rodrigo: Archivo Catedralicio
BETA libid 564,LIBRARY*NAME_CLASS*SHORT,Archivo Capitular,,,,,,,"PLaza de Santa María, s/n. Catedral",Cáceres,,España,10003,,,,Teodoro,Fernández Sánchez,P.,Reverendo Padre,Director (1990),(927) 22 12 75,,LIBRARY*CONTACT_TYPE*M,18-20,julio,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2276,I,244,48,,BETA geoid 1004,,BETA subid 1304,,,,,,,,1990-06-11,MOLL,2016-12-19,FAULHABER,,,,,Cáceres: Archivo Capitular
BETA libid 565,LIBRARY*NAME_CLASS*SHORT,Archivo Capitular,,,,,,,Plaza Mayor de Pío XII,Cuenca,,España,16001,,,,Francisco Antonio,Chacón Gómez-Monedero,P.,Reverendo Padre,Director (1990),(966) 22 02 13,,LIBRARY*CONTACT_TYPE*M,10-14,septiembre,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2276,I,254-47,49,,BETA geoid 1004,,BETA subid 1304,,,,,,,,1990-06-11,MOLL,2016-12-16,FAULHABER,,,,,Cuenca: Archivo Capitular
BETA libid 568,LIBRARY*NAME_CLASS*SHORT,Arxiu Diocesà,,,,,,,"Pujada de San Martí, 12",Girona,,España,17004,972 48 73 46,LIBRARY*PHONE_LOC*MAIN,,Josep M.,Marqués Planagumá,P.,Reverendo Padre,Director (2010),,,LIBRARY*CONTACT_TYPE*M,l-j 1600-20000,julio y agosto,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2276,I,252-54,52,,BETA geoid 1004,,BETA subid 1304,,,,,,"2019 El Arxiu capitular de la Catedral, el Arxiu Diocesà y el Arxiu del Seminari de Girona se encuentran reunidos en el Seminari de Girona",,1990-06-11,MOLL,2019-09-25,FAULHABER,UNIVERSAL*INTERNET_CLASS*EMA,info@arxiuadg.org,,2019-09-25,Girona: Arxiu Diocesà
BETA libid 569,LIBRARY*NAME_CLASS*SHORT,Archivo Diocesano,,,,,,,Paseo de Cartuja 49,Granada,,España,18011,+34 958 160978,LIBRARY*PHONE_LOC*MAIN,,Inmaculada,Bertos Maldonado,,,,,,,9-13,,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2276,I,255-58,53,,BETA geoid 1004,,BETA subid 1304,,,,,,2021-11-03: Cerrado por traslado,,1990-06-11,MOLL,2021-11-03,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.archidiocesisgranada.es/,Archidiócesis de Granada,2021-11-03,Granada: Archivo Diocesano
BETA libid 571,LIBRARY*NAME_CLASS*SHORT,Archivo Diocesano,,,,,,,Palacio Episcopal (Curia Diocesana),Guadix,Granada,España,,"(958) 66 08 00, 66 08 04",,,Ángel,Muñoz Quesada,P.,Reverendo Padre,Director (1990),,,LIBRARY*CONTACT_TYPE*M,11-13,agosto,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2276,I,261-62,55,,BETA geoid 1004,,BETA subid 1304,,,,,,,,1990-06-11,MOLL,2016-12-19,FAULHABER,,,,,Guadix: Archivo Diocesano
BETA libid 572,LIBRARY*NAME_CLASS*SHORT,Archivo Diocesano,,,,,,,"Av. Manuel Siurot, 31. Palacio Episcopal",Huelva,,España,21002,(955) 25 21 00 Y 25 21 21,,,Manuel Jesús,Carrasco Terriza,P.,Reverendo Padre,Director (1990),"(955) 41 03 41, 25 81 00",,LIBRARY*CONTACT_TYPE*M,11-13 (L-V),del 15 de diciembre,,LIBRARY*FACILITIES*MICROFILM,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2276,I,263-65,56,,BETA geoid 1004,,BETA subid 1304,,,,,,,,1990-06-11,MOLL,2016-12-16,FAULHABER,,,,,Huelva: Archivo Diocesano
BETA libid 573,LIBRARY*NAME_CLASS*SHORT,Archivo Catedralicio,,,,,,,"Plaza de la Catedral, s/n",Huesca,,España,22002,,,,Antonio,Durán Gudiol,P.,Reverendo Padre,Director (1990),(947) 22 25 84,,LIBRARY*CONTACT_TYPE*M,a convenir,agosto,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2276,I,266-69,57,,BETA geoid 1004,,BETA subid 1304,,,,,,,,1990-06-11,MOLL,2016-12-17,FAULHABER,,,,,Huesca: Archivo Catedralicio
BETA libid 574,LIBRARY*NAME_CLASS*SHORT,Archivo de la Pabordia,,,,,,,"Plaza de la Catedral, 1",Ibiza,Baleares,España,,(971) 30 37 24,,,Juan,Marí Cardona,P.,Reverendo Padre,Director (1990),(971) 30 15 96,,LIBRARY*CONTACT_TYPE*M,10-13 (L-V),agosto,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2276,I,270-71,58,,BETA geoid 1004,,BETA subid 1304,,,,,,,,1990-06-11,MOLL,2016-12-16,FAULHABER,,,,,Ibiza: Archivo de la Pabordia
BETA libid 575,LIBRARY*NAME_CLASS*SHORT,Archivo Diocesano,,,,,,,"Obispo, 5",Jaca,Huesca,España,,(974) 38 18 14,,,Juvencio,Buey Pemán,P.,Reverendo Padre,Director (1990),(947) 36 05 42,,LIBRARY*CONTACT_TYPE*M,11-14,,,LIBRARY*FACILITIES*PHOTOCOPY,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2276,I,272-73,59,,BETA geoid 1004,,BETA subid 1304,,,,,,,,1990-06-11,MOLL,2016-12-19,FAULHABER,,,,,Jaca: Archivo Diocesano
BETA libid 576,LIBRARY*NAME_CLASS*SHORT,Archivo Capitular,,,,,,,"Plaza de Santa María, s/n. Catedral",Jaén,,España,23002,,,,José,Melgares Raya,P.,Reverendo Padre,Director (1990),(953) 25 71 67,,LIBRARY*CONTACT_TYPE*M,16-19,agosto,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2276,I,274-75,60,,BETA geoid 1004,,BETA subid 1304,,,,,,,,1990-06-11,MOLL,2016-12-15,FAULHABER,,,,,Jaén: Archivo Capitular
BETA libid 577,LIBRARY*NAME_CLASS*SHORT,Archivo Diocesano,,,,,,,"Plaza de Santa María, s/n. Catedral",Jaén,,España,23002,,,,José,Melgares Raya,P.,Reverendo Padre,Director (1990),(953) 25 71 67,,LIBRARY*CONTACT_TYPE*M,16-19,agosto,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2276,I,277-78,61,,BETA geoid 1004,,BETA subid 1304,,,,,,,,1990-06-11,MOLL,2016-12-19,FAULHABER,,,,,Jaén: Archivo Diocesano
BETA libid 578,LIBRARY*NAME_CLASS*SHORT,Archivo Diocesano,,,,,,,"Eguiluz, 8",Jerez de la Frontera,Cádiz,España,,(956) 33 88 00,,,Domingo,Gil Baro,P.,Reverendo Padre,Director (1990),(956) 34 39 95,,LIBRARY*CONTACT_TYPE*M,,,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2276,I,279-81,62,,BETA geoid 1004,,BETA subid 1304,,,,,,Cerrado al público provisionalmente,,1990-06-11,MOLL,2016-12-16,FAULHABER,,,,,Jerez de la Frontera: Archivo Diocesano
BETA libid 580,LIBRARY*NAME_CLASS*SHORT,Archivo Catedralicio,,,,,,,Plaza Regla s/n,León,,España,24003,+34 987 875 770,LIBRARY*PHONE_LOC*MAIN,,Manuel,Pérez Recio,P.,Reverendo Padre,Director (2016),,,LIBRARY*CONTACT_TYPE*M,L-V 16:30-19:30,15 días durante el,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2276,I,286-87,64,,BETA geoid 1004,,BETA subid 1304,,,,,,,,1990-06-11,MOLL,2016-12-17,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.catedraldeleon.org/index.php/archivo-202,Catedral de León,2015-08-08,León: Archivo Catedralicio
BETA libid 581,LIBRARY*NAME_CLASS*SHORT,Archivo Diocesano,,,,,,,"Plaza de la Regla, 6. Obispado",León,,España,24003,(987) 25 70 21,,,José María,Fernández Cantón,P.,Reverendo Padre,Director (1990),"(987) 25 87 73, 20 67 70",,LIBRARY*CONTACT_TYPE*M,16-19,agosto,,LIBRARY*FACILITIES*MICROFILM,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2276,I,288-93,65,,BETA geoid 1004,,BETA subid 1304,,,,,,,,1990-06-11,MOLL,2021-08-08,FAULHABER,,,,,León: Archivo Diocesano
BETA libid 582,LIBRARY*NAME_CLASS*SHORT,Arxiu Capitular,,,,,,,"Plaza del Almudín Viejo, 1. Catedral",Lleida,,España,25007,(973) 22 20 28,,,Francisco,Abad Larroy,P.,Reverendo Padre,Director (1990),,,LIBRARY*CONTACT_TYPE*M,9-13,agosto,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2276,I,294-300,66,,BETA geoid 1004,,BETA subid 1304,,,,,,,,1990-06-13,MOLL,2016-12-19,FAULHABER,,,,,Lleida: Arxiu Capitular
BETA libid 584,LIBRARY*NAME_CLASS*SHORT,Archivo Central Parroquial,,,,,,,"Plaza de Santa María, s/n. Obispado",Lugo,,España,27001,(982) 23 11 43,,,José,Lebón Sánchez,P.,Reverendo Padre,Director (1990),(982) 22 14 17,,LIBRARY*CONTACT_TYPE*M,9-14,,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2276,I,302-04,68,,BETA geoid 1004,,BETA subid 1304,,,,,,,,1990-06-13,MOLL,2016-12-19,FAULHABER,,,,,Lugo: Archivo Central Parroquial
BETA libid 585,LIBRARY*NAME_CLASS*SHORT,Archivo Diocesano,,,,,,,"Plaza de Santa María, 1",Lugo,,España,27001,(982) 23 11 43,,,José,Lebón Sánchez,P.,Reverendo Padre,Director (1990),(982) 22 14 17,,LIBRARY*CONTACT_TYPE*M,9-14,,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2276,I,304-06,69,,BETA geoid 1004,,BETA subid 1304,,,,,,,,1990-06-13,MOLL,2016-12-16,FAULHABER,,,,,Lugo: Archivo Diocesano
BETA libid 586,LIBRARY*NAME_CLASS*SHORT,Archivo Catedralicio,,,,,,,"Plaza de Santa María, s/n",Lugo,,España,27001,(982) 21 10 38,,,José,Vázquez Abel,P.,Reverendo Padre,Director (1990),(982) 22 16 76,,LIBRARY*CONTACT_TYPE*M,17-20,,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2276,I,307-09,70,,BETA geoid 1004,,BETA subid 1304,,,,,,,,1990-06-13,MOLL,2016-12-17,FAULHABER,,,,,Lugo: Archivo Catedralicio
BETA libid 587,LIBRARY*NAME_CLASS*SHORT,Archivo del Monasterio,,,,,,,Monasterio,Samos,Lugo,España,,(982) 54 60 46,,,Maximino,Arias Cuenllas,P.,Reverendo Padre,Director (1990),,,LIBRARY*CONTACT_TYPE*M,10-13,,,LIBRARY*FACILITIES*PHOTOCOPY,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2276,I,309-12,71,,BETA geoid 1004,,BETA subid 1304,,,,,,,,1990-06-13,MOLL,2016-12-16,FAULHABER,,,,,Samos: Archivo del Monasterio
BETA libid 588,LIBRARY*NAME_CLASS*SHORT,Archivo de San Vicente del Pino,,,,,,,Monasterio de San Vicente,Monforte,Lugo,España,,,,,Pedro,Miguélez del Riego,P.,Reverendo Padre,Director (1990),,,LIBRARY*CONTACT_TYPE*M,10-13,,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2276,I,313,72,,BETA geoid 1004,,BETA subid 1304,,,,,,<br />,,1990-06-13,MOLL,2016-12-19,FAULHABER,,,,,Monforte: Archivo de San Vicente del Pino
BETA libid 589,LIBRARY*NAME_CLASS*SHORT,Archivo Capitular,,,,,,,"Colegiata, 5",Madrid,,España,28012,(91) 227 53 46,,,Nicolás,Sanz Martínez,P.,Reverendo Padre,Director (1990),(91) 266 59 16,,LIBRARY*CONTACT_TYPE*M,10-13 (S-D),julio,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2276,I,314-16,73,,BETA geoid 1004,,BETA subid 1304,,,,,,,,1990-06-13,MOLL,2016-12-15,FAULHABER,,,,,Madrid: Archivo Capitular
BETA libid 590,LIBRARY*NAME_CLASS*SHORT,Archivo Diocesano,,,,,,,"Calle de la Pasa, 3",Madrid,,España,28005,,,,Nicolás,Sanz Martínez,P.,Reverendo Padre,Director (1990),(91) 266 59 16,,LIBRARY*CONTACT_TYPE*M,10-13,,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2276,I,316-18,74,,BETA geoid 1004,,BETA subid 1304,,,,,,"También Bailén 8, 28013-Madrid",,1990-06-13,MOLL,2016-12-15,FAULHABER,,,,,Madrid: Archivo Diocesano
BETA libid 591,LIBRARY*NAME_CLASS*SHORT,Archivo del Amor de Dios,,,,,,,"Asura, 90",Madrid,,España,28043,(91) 200 17 46,,,Teresa Bernardete,Vaz,Hermana,Reverenda hermana,Directora (1990),,,LIBRARY*CONTACT_TYPE*M,,,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2276,I,324-25,77,,BETA geoid 1004,,BETA subid 1304,,,,,,Cerrado al público,,1990-06-13,MOLL,2016-12-15,FAULHABER,,,,,Madrid: Archivo del Amor de Dios
BETA libid 592,LIBRARY*NAME_CLASS*SHORT,Archivo de la Compañía de Jesús,,,,,,,Colegio de San Ignacio.,Alcalá de Henares,Madrid,España,,(91) 888 14 00,,,Joaquín,Gil Calvo,P.,Reverendo Padre,Director (1990),,,LIBRARY*CONTACT_TYPE*M,a convenir,,permiso del P. Provincial,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2276,I,326-27,78,,BETA geoid 1004,,BETA subid 1304,,,,,,,,1990-06-13,MOLL,2016-12-16,FAULHABER,,,,,Alcalá de Henares: Archivo de la Compañía de Jesús
BETA libid 593,LIBRARY*NAME_CLASS*SHORT,Archivo Catedralicio,,,,,,,"Plaza del Obispo, 1",Málaga,,España,29015,,,,Juan,Cómitre Ramos,P.,Reverendo Padre,Director (1990),(952) 21 97 86,,LIBRARY*CONTACT_TYPE*M,11-13,julio,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2276,I,328-29,79,,BETA geoid 1004,,BETA subid 1304,,,,,,,,1990-06-13,MOLL,2016-12-20,FAULHABER,,,,,Málaga: Archivo Catedralicio
