LIBID,NAME_CLASS,NAME,NAME_Q,NAME_BD,NAME_BDQ,NAME_ED,NAME_EDQ,NAME_BASIS,ADDRESS,CITY,STATE,COUNTRY,PCODE,PHONE,PHONE_LOC,TELEX,CONTACT_FNAME,CONTACT_LNAME,CONTACT_TITLE,CONTACT_SALUTATION,CONTACT_POSITION,CONTACT_PHONE,CONTACT_EMAIL,CONTACT_TYPE,LIBRARY_HOURS,LIBRARY_CLOSED,LIBRARY_DOCUMENTS,LIBRARY_FACILITIES,CALL_TYPE,CALL_DATE,CALL_PERSON,CALL_NOTE,LIBCODE_CLASS,LIBCODE,CLASS,TYPE,RELATED_GEOCLASS,RELATED_GEODETAIL,RELATED_GEOID,RELATED_GEOIDQ,RELATED_GEOBD,RELATED_GEOBDQ,RELATED_GEOED,RELATED_GEOEDQ,RELATED_GEOBASIS,RELATED_INSCLASS,RELATED_INSDETAIL,RELATED_INSID,RELATED_INSIDQ,RELATED_INSBD,RELATED_INSBDQ,RELATED_INSED,RELATED_INSEDQ,RELATED_INSBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,SUBJECT_BIOID,SUBJECT_GEOID,SUBJECT_INSID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BETA libid 418,LIBRARY*NAME_CLASS*CURRENT,Biblioteca Civica “Dott. F. Corradi”,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 419,LIBRARY*NAME_CLASS*SHORT,Méjanes,,,,,,,8 Rue des Allumettes,Aix-en-Provence,,France,13100,+33 4 42 91 98 88,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3000,,,,,,,,,,,,,,,,,,,,,,BETA geoid 1002,,BETA subid 1289,,,,,,,,1990-01-24,MORRAS,2024-09-20,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.citedulivre-aix.com/citedulivre/,Bibliothèques Méjanes,2018-02-16,Aix-en-Provence: Méjanes
BETA libid 419,LIBRARY*NAME_CLASS*CURRENT,Bibliothèque Méjanes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 420,LIBRARY*NAME_CLASS*SHORT,State Library Victoria,,,,,,,328 Swanston Street,Melbourne,,Australia,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-02-04,FAULHABER,2024-09-20,FAULHABER,,,,,Melbourne: State Library Victoria
BETA libid 420,LIBRARY*NAME_CLASS*CURRENT,State Library Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 436,LIBRARY*NAME_CLASS*SHORT,Santa María de la Vid,,,,,,,Monasterio de Santa María de la Vid,La Vid de Aranda,Burgos,España,,(947) 53 80 67,,,,Padre bibliotecario,,Reverendo padre,,,,LIBRARY*CONTACT_TYPE*M,10-13,,,,,,,,,,LIBRARY*CLASS*ECCL,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3002,,,,,,,,,,,,,,,,,BETA bibid 2276,II,37-38,20,,BETA geoid 1004,,BETA subid 1304,,,,,,No existe servicio de reprografía ni de préstamo,,1990-06-01,BRAVO,2024-09-20,FAULHABER,,,,,La Vid de Aranda: Santa María de la Vid
BETA libid 436,LIBRARY*NAME_CLASS*CURRENT,Biblioteca del Monasterio de Santa María (Padres Agustinos),,,,,,,,,,,,,,,,,,,,,,,16-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 488,LIBRARY*NAME_CLASS*SHORT,Abadía de Leyre,,,,,,,Abadía de Leyre,Yesa,Navarra,España,,(948) 88 40 11,,,Mariano,La Guardia Gaitán,P.,Reverendo Padre,Director (1990),,,LIBRARY*CONTACT_TYPE*M,,,,,,,,,,,LIBRARY*CLASS*ECCL,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3003,,,,,,,,,,,,,,,,,BETA bibid 2276,II,113-14,75,,BETA geoid 1004,,BETA subid 1304,,,,,,,,1990-06-05,MOLL,2024-09-20,FAULHABER,,,,,Yesa: Abadía de Leyre
BETA libid 488,LIBRARY*NAME_CLASS*CURRENT,Biblioteca de la Abadía de San Salvador de Leyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 667,LIBRARY*NAME_CLASS*SHORT,"Hook, David",,,,,,,,St Albans,,United Kingdom,,,,,David,Hook,Professor,Dear David,,,,,,,,,,,,,,,LIBRARY*CLASS*PRIV,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3004,,,,,,,,,,,,,,,,,BETA bibid 2387,,,,,BETA geoid 2543,,BETA subid 1293,,,,,,Biblioteca particular del distinguido hispanista,,1991-02-13,FAULHABER,2024-09-20,FAULHABER,,,,,"St Albans: Hook, David"
BETA libid 667,LIBRARY*NAME_CLASS*CURRENT,"Hook, David",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 668,LIBRARY*NAME_CLASS*SHORT,St.John’s University (HMML),,,,,,,2835 Abbey Plaza,Collegeville,MN,U.S.,56321-7300,320-363-3514,LIBRARY*PHONE_LOC*MAIN,,Columba,Stewart,,,Executive DIrector,,cstewart@csbsju.edu,,0800-1630 l-v,,,,,,,,,,LIBRARY*CLASS*PRIV,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3005,,,,,,,,,,,,,,,,,BETA bibid 5171,,,,,,,,,,,,,,,1991-02-17,FAULHABER,2024-09-20,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.hmml.org/,Hill Museum & Manuscript Library,2010-11-05,Collegeville: St.John’s University (HMML)
BETA libid 668,LIBRARY*NAME_CLASS*CURRENT,St.John’s University (Hill Museum & Manuscript Library),,,,,,,P.O. Bos 7300,,,,,320-363-3222,LIBRARY*PHONE_LOC*FAX,,Julie,Dietman,,,Public Services and Operations Assistant,,jdietman@hmml.org,,1200-1600 s (meses de junio a enero),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*EMA,hmml@csbsju.edu,Hill Museum & Manuscript Library,2010-11-05,
BETA libid 668,LIBRARY*NAME_CLASS*FORMER,St. John’s University. Medieval Monastic Microfilm Project,,,,,,,Saint John’s University,,,,,,,,Daniel,Gullo,,,Curator,,dgullo@hmml.org,LIBRARY*CONTACT_TYPE*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 669,LIBRARY*NAME_CLASS*SHORT,"Waltman, Franklin M.",,,,,,,Dept. of International Communications and Culture,Cortland,NY,U.S.,13045,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PRIV,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-03-25,FAULHABER,2024-09-20,FAULHABER,,,,,"Cortland: Waltman, Franklin M."
BETA libid 669,LIBRARY*NAME_CLASS*FORMER,"Waltman, Franklin M.",,,,,,,State University College at Cortland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 669,,,,,,,,,P.O. Box 2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 670,LIBRARY*NAME_CLASS*SHORT,"Tate, Robert Brian",,,,,,,11 Hope Street. Beeston,Nottingham,,United Kingdom,NG9 1DJ,0602 251243,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PRIV,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3007,,,,,,,,,,,,,,,,,BETA bibid 6067,,,,,BETA geoid 2543,,BETA subid 1293,,,,,,"El distinguido hispanista, fallecido 2011-02-22, legó sus fondos bibliográficos a la Universidad de Girona",,1991-06-03,MOLL,2024-09-20,FAULHABER,,,,,"Nottingham: Tate, Robert Brian"
BETA libid 670,LIBRARY*NAME_CLASS*FORMER,"Tate, Robert Brian ({I}olim{/I}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 681,LIBRARY*NAME_CLASS*SHORT,"Koeppe, Douglas",,,,1939.0,ca. ad quem,,323 Brookdale Drive,League City,TX,U.S.,77523,(713) 332-5139,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PRIV,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3008,,,,,,,,,,,,,,,,,,,,,,BETA geoid 1837,,,,,,,,,,2015-08-01,FAULHABER,2024-09-20,FAULHABER,,,,,"League City: Koeppe, Douglas"
BETA libid 681,LIBRARY*NAME_CLASS*FORMER,Douglas Koeppe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 683,LIBRARY*NAME_CLASS*CURRENT,Rossijskaja Nacional’naja Biblioteka,,,,,,,1/3 Plochtchad Ostrovskogo,Sankt-Peterburg,,Russia,191023,,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3009,,,,,,,,,,,,,,,,LIBRARY*RELATED_BIBCLASS*CAT,BETA bibid 2765,,,,,,,,,,,,,,NAME,1991-10-25,FAULHABER,2024-09-20,FAULHABER,UNIVERSAL*INTERNET_CLASS*EMA,manuscripts@nlr.ru,Russian National Library,2013-10-28,Sankt-Peterburg: Nacional’naja
BETA libid 683,LIBRARY*NAME_CLASS*FORMER,Gosudarstvennaja Publičnaja Biblioteka im ME Saltykova Ščedrina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_BIBCLASS*CAT,BETA bibid 7182,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,http://www.nlr.ru/eng/opac/,Russian National Library: OPAC,2016-01-02,
BETA libid 683,LIBRARY*NAME_CLASS*OTHR,Biblioteka im ME Saltykova Ščedrina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,http://nlr.ru/rlin/incunab.php,Russian National Library: Incunabula,,
BETA libid 683,LIBRARY*NAME_CLASS*OTHR,Rossiyskaya Natsionalnaya Biblioteka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,http://www.nlr.ru/eng/opac/#foreign16,Russian National Library: 16th c.,2016-01-02,
BETA libid 683,LIBRARY*NAME_CLASS*SHORT,Nacional’naja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 683,LIBRARY*NAME_CLASS*FORMER,Biblioteca Imperial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 683,LIBRARY*NAME_CLASS*TRAN,National Library of Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 683,LIBRARY*NAME_CLASS*TRAN,Biblioteca Nacional Rusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 691,LIBRARY*NAME_CLASS*SHORT,Antiquariat Bibermühle,,,,,,,Bibermühle 1,Bibermühle Ramsen,Schaffhausen,Schweiz,8262,+41 (0)52 742 05 75,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*BKDL,LIBRARY*TYPE*BKDL,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3010,,,,,,,LIBRARY*RELATED_INSCLASS*CFR,,BETA insid 1179,,,,,,,,BETA bibid 2857,,,,,BETA geoid 2237,,BETA subid 1302,,,,,,,,1992-02-21,FAULHABER,2024-09-20,FAULHABER,,,,,Bibermühle Ramsen: Antiquariat Bibermühle
BETA libid 691,LIBRARY*NAME_CLASS*CURRENT,Antiquariat Bibermühle AG,,,,,,,,,,,,+41 (0)52 742 0579,LIBRARY*PHONE_LOC*FAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 691,LIBRARY*NAME_CLASS*OTHR,Heribert Tenschert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 693,LIBRARY*NAME_CLASS*SHORT,Art Gallery,,,,,,,,Ballarat,Victoria,Australia,,,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-03-13,FAULHABER,2024-09-20,FAULHABER,,,,,Ballarat: Art Gallery
BETA libid 693,LIBRARY*NAME_CLASS*CURRENT,Ballarat Art Gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 700,LIBRARY*NAME_CLASS*SHORT,University,,,,,,,,Cincinnati,OH,U.S.,,,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 2953,,,,,,,,,,,,,,,,,BETA bibid 1218,,23,49,,,,,,,,,,,,1994-04-24,FAULHABER,2024-09-19,FAULHABER,,,,,Cincinnati: University
BETA libid 700,LIBRARY*NAME_CLASS*CURRENT,University of Cincinnati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 705,LIBRARY*NAME_CLASS*SHORT,Julián Barbazán ({I}olim{/I}),,,,,,,"Libreros, 4",Madrid,,España,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*BKDL,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 1005,,,,,,,LIBRARY*RELATED_INSCLASS*CFR,,BETA insid 11261,,,,,,,,,,,,BETA bioid 8824,,,,,,,,,Librería inexistente con la jubilación de los hijos del fundador. ¿Se vendieron los fondos a otros libreros?,,1994-08-15,FAULHABER,2024-09-03,FAULHABER,,,,,Madrid: Julián Barbazán ({I}olim{/I})
BETA libid 705,LIBRARY*NAME_CLASS*CURRENT,Librería Julián Barbazán ({I}olim{/I}),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 706,LIBRARY*NAME_CLASS*SHORT,U. of California (Main),,,,,,,,Santa Barbara,CA,,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994-08-15,FAULHABER,2024-09-20,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.library.ucsb.edu/,,2009-08-15,Santa Barbara: U. of California (Main)
BETA libid 706,LIBRARY*NAME_CLASS*CURRENT,UC Santa Barbara Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 710,LIBRARY*NAME_CLASS*SHORT,Biblotheca Lindesiana,,,,,,,,"Balcarres, Colinsburgh",Fife,United Kingdom,KY9 1HL,,,,,Crawford,Lord,"The Right Honourable, the Earl of Crawford and Balcarres",,,,,,,,,,,,,,,,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3014,,,,,,,,,,,,,,,,,BETA bibid 3335,,,libid 233,,BETA geoid 2543,,BETA subid 1293,,,,,,,,1994-08-18,FAULHABER,2024-09-20,FAULHABER,,,,,"Balcarres, Colinsburgh: Biblotheca Lindesiana"
BETA libid 710,LIBRARY*NAME_CLASS*CURRENT,Biblotheca Lindesiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA geoid 1638,,BETA subid 1303,,,,,,,,,,,,,,,,
BETA libid 712,LIBRARY*NAME_CLASS*SHORT,UC San Diego (Giesel),,,,,,,,La Jolla,CA,U.S.,,,,,,,,,,,,,,,,,,,,,,CUS,LIBRARY*CLASS*PUBL,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994-09-12,FAULHABER,2024-09-21,FAULHABER,,,,,La Jolla: UC San Diego (Giesel)
BETA libid 712,LIBRARY*NAME_CLASS*CURRENT,"University of California, San Diego. Giesel Library",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 713,LIBRARY*NAME_CLASS*SHORT,U. of California,,,,,,,,Irvine,,,,,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994-09-19,FAULHABER,2024-09-20,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.lib.uci.edu/,,2009-08-15,Irvine: U. of California
BETA libid 713,LIBRARY*NAME_CLASS*CURRENT,UC Irvine Libraries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 720,LIBRARY*NAME_CLASS*SHORT,U. of New Mexico,,,,,,,,Albuquerque,NM,,87131,,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-06-01,FAULHABER,2024-09-20,FAULHABER,,,,,Albuquerque: U. of New Mexico
BETA libid 720,LIBRARY*NAME_CLASS*CURRENT,University of New Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 725,LIBRARY*NAME_CLASS*SHORT,University,,,,,,,,Durham,,Inglaterra,HD1 3RN,0191 374 3001,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-03-02,FAULHABER,2024-09-20,FAULHABER,,,,,Durham: University
BETA libid 725,LIBRARY*NAME_CLASS*CURRENT,"University Library, Palace Green Section",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 732,LIBRARY*NAME_CLASS*SHORT,Augustiner,,,,,,,Stiftstraße 1,St. Florian,,Austsria,A-4490,,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3019,,,,,,,,,,,,,,,,,BETA bibid 1218,,174,476,,,,,,,,,,,,1998-01-05,FAULHABER,2024-09-20,FAULHABER,,,,,St. Florian: Augustiner
BETA libid 732,LIBRARY*NAME_CLASS*CURRENT,Sankt Florian Bibliothek des Augustiner-Chorherrenstift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 744,LIBRARY*NAME_CLASS*SHORT,U. of California (Shields),,,,,,,,Davis,CA,U.S.,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-07-05,FAULHABER,2024-09-20,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.lib.ucdavis.edu/ul/libcoll/shields.php,,2009-08-15,Davis: U. of California (Shields)
BETA libid 744,LIBRARY*NAME_CLASS*CURRENT,Peter J. Shields Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 748,LIBRARY*NAME_CLASS*SHORT,"Günther, Jörn",,,,,,,"Baron-Voght-Strasse, 27",Hamburg,,Deutschland,D-22609,82 25 10,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*BKDL,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3022,,,,,,,,,,,,,,,,,,,,,,BETA geoid 1248,,BETA subid 1291,,,,,,,,1999-08-23,FAULHABER,2024-09-20,FAULHABER,,,,,"Hamburg: Günther, Jörn"
BETA libid 748,LIBRARY*NAME_CLASS*CURRENT,"Günther, Jörn",,,,,,,Postfach 52 04 55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 769,LIBRARY*NAME_CLASS*SHORT,U. of California (Rivera),,,,,,,3401 Watkins Drive,Riverside,CA,,92517-5900,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-06-19,FAULHABER,2024-09-20,FAULHABER,,,,,Riverside: U. of California (Rivera)
BETA libid 769,LIBRARY*NAME_CLASS*CURRENT,"University of California, Riverside. Tomás Rivera Library",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 774,LIBRARY*NAME_CLASS*SHORT,Uniwersytecka,,,,,,,,Lwów,,Polska,,,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3023,,,,,,,,,,,,,,,,,BETA bibid 3760,,100,3,,BETA geoid 2542,,BETA subid 1290,,,,,,¿Polonia o Ucrania?,país,2002-02-10,FAULHABER,2024-09-20,FAULHABER,,,,,Lwów: Uniwersytecka
BETA libid 774,LIBRARY*NAME_CLASS*CURRENT,Biblioteka Uniwersytecka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 777,LIBRARY*NAME_CLASS*SHORT,Naucna Bibl.,,,,,,,,Cavtat,,Croatia,,,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3024,,,,,,,,,,,,,,,,,BETA bibid 3760,,113,30,,,,,,,,,,,"Naucna (c debe ser palatalizada, con una caret invertida encima)",2002-04-08,FAULHABER,2024-09-20,FAULHABER,,,,,Cavtat: Naucna Bibl.
BETA libid 777,LIBRARY*NAME_CLASS*CURRENT,Naucna Biblioteka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 778,LIBRARY*NAME_CLASS*SHORT,Duke (Divinity),,,,,,,103 Gray Building,Durham,NC,,27708-0972,919 660-3450,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,,,,,,NDD,,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-06-16,FAULHABER,2024-09-20,FAULHABER,,,,,Durham: Duke (Divinity)
BETA libid 778,LIBRARY*NAME_CLASS*CURRENT,Duke University Divinity School Library,,,,,,,2 Chapel Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 778,,,,,,,,,Box 90972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 780,LIBRARY*NAME_CLASS*SHORT,U. of Texas,,,,,,,,Austin,TX,,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-10-28,FAULHABER,2024-09-19,FAULHABER,,,,,Austin: U. of Texas
BETA libid 780,LIBRARY*NAME_CLASS*CURRENT,"University of Texas, Austin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 788,LIBRARY*NAME_CLASS*SHORT,UC San Diego (Special Collections),,,,,,,,La Jolla,CA,EE.UU.,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-01-20,FAULHABER,2024-09-20,FAULHABER,,,,,La Jolla: UC San Diego (Special Collections)
BETA libid 788,LIBRARY*NAME_CLASS*CURRENT,"University of California, San Diego. Special Collections",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 792,LIBRARY*NAME_CLASS*SHORT,Statale,,,,,,,"Via Domenico Antonio Vaccaro, 1",Mercogliano,Avellino,Italia,83013,0825.787191,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3027,,,,,,,,,,,,,,,,,BETA bibid 4702,,,,,BETA geoid 1029,,BETA subid 1292,,,,,,,,2007-07-23,FAULHABER,2024-09-20,FAULHABER,UNIVERSAL*INTERNET_CLASS*EMA,bmn-mnv@beniculturali.it,Biblioteca Statales di Montervergine,2014-08-02,Mercogliano: Statale
