Unnamed: 0,GEOID,TYPE,MONIKER / NAME,INTERNET_ADDRESS
2889,BITAGAP geoid 4194,GEOGRAPHY*TYPE*T,Ribeira de Sátão,
2890,BITAGAP geoid 4195,GEOGRAPHY*TYPE*TERMO,Termo de Ansiães (termo),
2891,BITAGAP geoid 4196,GEOGRAPHY*TYPE*T,Proença,
2892,BITAGAP geoid 4197,GEOGRAPHY*TYPE*LUG,Portos (lugar - local),
2893,BITAGAP geoid 4198,GEOGRAPHY*TYPE*COU,Couto de Manteigas (couto),
2894,BITAGAP geoid 4199,GEOGRAPHY*TYPE*T,Monte Longo,
2895,BITAGAP geoid 4200,GEOGRAPHY*TYPE*T,Chancelaria,
2896,BITAGAP geoid 4201,GEOGRAPHY*TYPE*T,Vila Formosa,
2897,BITAGAP geoid 4202,GEOGRAPHY*TYPE*K,Cochim (reino),
2898,BITAGAP geoid 4203,GEOGRAPHY*TYPE*T,Nogueira,
2899,BITAGAP geoid 4204,GEOGRAPHY*TYPE*T,Caneças,
2900,BITAGAP geoid 4205,GEOGRAPHY*TYPE*JUL,Julgado de Alijó (julgado),
2901,BITAGAP geoid 4206,TYPE*T,Frossos,
2902,BITAGAP geoid 4207,GEOGRAPHY*TYPE*T,Paus,
2903,BITAGAP geoid 4208,GEOGRAPHY*TYPE*REG,Reguengo de Algés (reguengo),
2904,BITAGAP geoid 4209,GEOGRAPHY*TYPE*T,São Vicente dos Mouros,
2905,BITAGAP geoid 4210,GEOGRAPHY*TYPE*T,Paul de Trava,https://mediotejo.net/o-paul-da-trava-de-vale-de-cavalos-por-antonio-matias-coelho
2906,BITAGAP geoid 4211,GEOGRAPHY*TYPE*T,Antuã,
2907,BITAGAP geoid 4212,GEOGRAPHY*TYPE*T,Arruda dos Pisões,
2908,BITAGAP geoid 4213,TYPE*T,Tavega,https://www.wikidata.org/wiki/Q19730508
2909,BITAGAP geoid 4214,GEOGRAPHY*TYPE*T,Monte Arroio,
2910,BITAGAP geoid 4215,GEOGRAPHY*TYPE*BAI,mouraria de Beja (bairro),
2911,BITAGAP geoid 4216,GEOGRAPHY*TYPE*COU,Couto de Aljubarrota (couto),
2912,BITAGAP geoid 4217,GEOGRAPHY*TYPE*T,Cabeço de Vide,
2913,BITAGAP geoid 4218,GEOGRAPHY*TYPE*HON,Honra de Cidadelhe (honra),
2914,BITAGAP geoid 4219,GEOGRAPHY*TYPE*T,Arela,
2915,BITAGAP geoid 4220,GEOGRAPHY*TYPE*TERMO,Termo de Serpins (termo),
2916,BITAGAP geoid 4221,GEOGRAPHY*TYPE*T,Odeceixe,
2917,BITAGAP geoid 4222,GEOGRAPHY*TYPE*PAU,Paul da Granja de Ota (paul),
2918,BITAGAP geoid 4223,GEOGRAPHY*TYPE*T,Ribeira de Ericeira,
2919,BITAGAP geoid 4224,GEOGRAPHY*TYPE*T,Famalicão,
2920,BITAGAP geoid 4225,TYPE*T,Avelãs de Cima,
2921,BITAGAP geoid 4226,GEOGRAPHY*TYPE*T,Ferreiros,
2922,BITAGAP geoid 4227,GEOGRAPHY*TYPE*TER,Tercenas de Lisboa («?» TER),
2923,BITAGAP geoid 4228,GEOGRAPHY*TYPE*TER,Tercena do Porto («?» TER),
2924,BITAGAP geoid 4229,GEOGRAPHY*TYPE*JUL,Julgado de Rio Maior (julgado),
2925,BITAGAP geoid 4231,GEOGRAPHY*TYPE*FREG,Travanca de Lagos (freguesia),https://pt.wikipedia.org/wiki/Travanca_de_Lagos
2926,BITAGAP geoid 4232,GEOGRAPHY*TYPE*C,Concelho de Alhais (concelho - município),
2927,BITAGAP geoid 4233,GEOGRAPHY*TYPE*C,Concelho de Fráguas (concelho - município),
2928,BITAGAP geoid 4234,GEOGRAPHY*TYPE*C,Concelho de Ferreira (concelho - município),
2929,BITAGAP geoid 4235,GEOGRAPHY*TYPE*C,Concelho de Gulfar (concelho - município),
2930,BITAGAP geoid 4236,GEOGRAPHY*TYPE*T,Vila Cova à Coelheira,
2931,BITAGAP geoid 4237,GEOGRAPHY*TYPE*COU,Couto do Sabugal (couto),
2932,BITAGAP geoid 4238,GEOGRAPHY*TYPE*T,Freixo de Numão,
2933,BITAGAP geoid 4239,GEOGRAPHY*TYPE*T,Oseira,
2934,BITAGAP geoid 4240,GEOGRAPHY*TYPE*C,Concelho de Sul de Reriz (concelho - município),
2935,BITAGAP geoid 4241,GEOGRAPHY*TYPE*T,Margem,
2936,BITAGAP geoid 4242,GEOGRAPHY*TYPE*T,Barreiros,
2937,BITAGAP geoid 4243,GEOGRAPHY*TYPE*FREG,Figueiró da Granja (freguesia),
2938,BITAGAP geoid 4244,GEOGRAPHY*TYPE*COU,Couto de Cabaços (couto),
2939,BITAGAP geoid 4245,GEOGRAPHY*TYPE*JUL,Julgado de Seia (julgado),
2940,BITAGAP geoid 4246,GEOGRAPHY*TYPE*T,Pedrógão Pequeno,
2941,BITAGAP geoid 4247,GEOGRAPHY*TYPE*REG,Reguengos de Guimarães (reguengo),
2942,BITAGAP geoid 4248,GEOGRAPHY*TYPE*COU,Couto de Gondufe (couto),
2943,BITAGAP geoid 4249,GEOGRAPHY*TYPE*T,Riodades,
2944,BITAGAP geoid 4250,GEOGRAPHY*TYPE*JUL,Julgado de Riba de Lima (julgado),
2945,BITAGAP geoid 4251,GEOGRAPHY*TYPE*REG,Reguengos do Porto (reguengo),
2946,BITAGAP geoid 4252,GEOGRAPHY*TYPE*JUL,Julgado de Pena Verde (julgado),
2947,BITAGAP geoid 4253,GEOGRAPHY*TYPE*JUL,Julgado de Carapito (julgado),
2948,BITAGAP geoid 4254,GEOGRAPHY*TYPE*T,Carapito,
2949,BITAGAP geoid 4255,GEOGRAPHY*TYPE*T,Penela [Ferreiros],
2950,BITAGAP geoid 4256,GEOGRAPHY*TYPE*JUL,Julgado de Amares (julgado),
2951,BITAGAP geoid 4257,GEOGRAPHY*TYPE*T,Cidadelhe,
2952,BITAGAP geoid 4258,GEOGRAPHY*TYPE*T,Mondim da Beira,
2953,BITAGAP geoid 4259,GEOGRAPHY*TYPE*T,Cimbres,
2954,BITAGAP geoid 4260,GEOGRAPHY*TYPE*COU,Couto de Salzedas (couto),
2955,BITAGAP geoid 4261,GEOGRAPHY*TYPE*T,Condeixa,
2956,BITAGAP geoid 4262,GEOGRAPHY*TYPE*T,Brusconhosinho,
2957,BITAGAP geoid 4263,GEOGRAPHY*TYPE*COU,Couto da Aldeia Galega da Merceana (couto),
2958,BITAGAP geoid 4264,GEOGRAPHY*TYPE*T,Tarragona,
2959,BITAGAP geoid 4265,GEOGRAPHY*TYPE*F,Castelo de Armamar (castelo),
2960,BITAGAP geoid 4266,GEOGRAPHY*TYPE*T,Jugadas da Tojosa,
2961,BITAGAP geoid 4267,GEOGRAPHY*TYPE*LUG,Ribamar de Algés (lugar - local),
2962,BITAGAP geoid 4268,GEOGRAPHY*TYPE*COMA,Comarca de Leiria e Óbidos (comarca),
2963,BITAGAP geoid 4269,GEOGRAPHY*TYPE*REG,Quarto da Corredoura (reguengo),
2964,BITAGAP geoid 4270,GEOGRAPHY*TYPE*COMA,Comarca do Almoxarifado de Évora (comarca),
2965,BITAGAP geoid 4271,GEOGRAPHY*TYPE*COMA,Comarca do Almoxarifado de Estremoz (comarca),
2966,BITAGAP geoid 4272,GEOGRAPHY*TYPE*COMA,Comarca do Almoxarifado de Portalegre (comarca),
2967,BITAGAP geoid 4273,GEOGRAPHY*TYPE*MA,Mata de Molembra (mata - floresta),
2968,BITAGAP geoid 4274,GEOGRAPHY*TYPE*T,A-da-Gorda,
2969,BITAGAP geoid 4275,GEOGRAPHY*TYPE*T,Cela,
2970,BITAGAP geoid 4276,GEOGRAPHY*TYPE*TERRA,Terra de Caria (terra),
2971,BITAGAP geoid 4277,GEOGRAPHY*TYPE*T,Corujeira,
2972,BITAGAP geoid 4279,GEOGRAPHY*TYPE*MA,Mata de Setúbal (mata - floresta),
2973,BITAGAP geoid 4280,GEOGRAPHY*TYPE*MA,Mata da Serra de São Luís (mata - floresta),
2974,BITAGAP geoid 4281,GEOGRAPHY*TYPE*MA,Matas desde a foz de Val Longo até Mouta do Açor (mata - floresta),
2975,BITAGAP geoid 4282,GEOGRAPHY*TYPE*MA,Matas de Retorta (mata - floresta),
2976,BITAGAP geoid 4283,GEOGRAPHY*TYPE*MA,Matas do Concelho de Palmela (mata - floresta),
2977,BITAGAP geoid 4284,GEOGRAPHY*TYPE*MA,Mata de Motrena (mata - floresta),
2978,BITAGAP geoid 4285,GEOGRAPHY*TYPE*T,Vila do Rei,
2979,BITAGAP geoid 4286,GEOGRAPHY*TYPE*TERRA,Terra de Moreira (terra),
2980,BITAGAP geoid 4287,GEOGRAPHY*TYPE*T,Montes de Alenquer,
2981,BITAGAP geoid 4288,GEOGRAPHY*TYPE*MA,Matas de Fundana (mata - floresta),
2982,BITAGAP geoid 4289,GEOGRAPHY*TYPE*T,Panóias,
2983,BITAGAP geoid 4290,GEOGRAPHY*TYPE*PA,"Paços de Almeirim (prédios, pontes, caminhos)",
2984,BITAGAP geoid 4291,GEOGRAPHY*TYPE*T,Entradas,
2985,BITAGAP geoid 4292,GEOGRAPHY*TYPE*MA,Matas de Montemor-o-Novo (mata - floresta),
2986,BITAGAP geoid 4293,TYPE*T,Várzeas (Leiria),
2987,BITAGAP geoid 4294,GEOGRAPHY*TYPE*T,Antas,
2988,BITAGAP geoid 4295,GEOGRAPHY*TYPE*T,Massamá,
2989,BITAGAP geoid 4296,GEOGRAPHY*TYPE*MA,Pinhal Coimbrão (mata - floresta),
2990,BITAGAP geoid 4297,GEOGRAPHY*TYPE*T,Coroada,
2991,BITAGAP geoid 4298,GEOGRAPHY*TYPE*T,Mideas,
2992,BITAGAP geoid 4299,GEOGRAPHY*TYPE*T,Rio de Mouro,
2993,BITAGAP geoid 4300,GEOGRAPHY*TYPE*T,Ortigosa,
2994,BITAGAP geoid 4301,GEOGRAPHY*TYPE*MA,Matas das Fontes (mata - floresta),
2995,BITAGAP geoid 4302,GEOGRAPHY*TYPE*T,Vidoeira,
2996,BITAGAP geoid 4303,GEOGRAPHY*TYPE*MA,Mata de Alcobaça (mata - floresta),
2997,BITAGAP geoid 4304,GEOGRAPHY*TYPE*MA,Mata de Maiorga (mata - floresta),
2998,BITAGAP geoid 4305,GEOGRAPHY*TYPE*MA,Mata da Zambujeira (mata - floresta),
2999,BITAGAP geoid 4306,GEOGRAPHY*TYPE*T,Ferreira do Alentejo,
3000,BITAGAP geoid 4307,GEOGRAPHY*TYPE*T,Moinhos [Alvorninha],
3001,BITAGAP geoid 4308,GEOGRAPHY*TYPE*T,Póvoa de Santa Catarina,
3002,BITAGAP geoid 4309,GEOGRAPHY*TYPE*T,Ervedeira,
3003,BITAGAP geoid 4310,GEOGRAPHY*TYPE*MA,Mata da Torre das Colmeias (mata - floresta),
3004,BITAGAP geoid 4311,GEOGRAPHY*TYPE*MA,Mata de Rio de Moinhos [Alcobaça] (mata - floresta),
3005,BITAGAP geoid 4312,TYPE*T,Leça de Balio,https://pt.wikipedia.org/wiki/LeC3%A7a_do_Balio
3006,BITAGAP geoid 4313,GEOGRAPHY*TYPE*T,Farrovilhas,
3007,BITAGAP geoid 4314,GEOGRAPHY*TYPE*MA,Mata de Vale de Soeiro (mata - floresta),
3008,BITAGAP geoid 4315,GEOGRAPHY*TYPE*T,Cumieira,
3009,BITAGAP geoid 4316,GEOGRAPHY*TYPE*PAU,Paul da Ponte do Gueiro (paul),
3010,BITAGAP geoid 4317,GEOGRAPHY*TYPE*PAU,Paul de Val de Púcaros (paul),
3011,BITAGAP geoid 4318,GEOGRAPHY*TYPE*MA,Mata e paul de Vila de Rei (mata - floresta),
3012,BITAGAP geoid 4319,GEOGRAPHY*TYPE*MA,Mata e paul de Ateia (mata - floresta),
3013,BITAGAP geoid 4320,GEOGRAPHY*TYPE*T,Romeira,
3014,BITAGAP geoid 4321,GEOGRAPHY*TYPE*MA,Mata da Foz do Chouto (mata - floresta),
3015,BITAGAP geoid 4322,GEOGRAPHY*TYPE*MA,Mata de Águas Vivas (mata - floresta),
3016,BITAGAP geoid 4323,GEOGRAPHY*TYPE*MA,Mata de Vila de Rei (mata - floresta),
3017,BITAGAP geoid 4324,GEOGRAPHY*TYPE*T,Assacaias,
3018,BITAGAP geoid 4325,GEOGRAPHY*TYPE*MA,Mata da Mouta do Carpinteiro (mata - floresta),
3019,BITAGAP geoid 4326,GEOGRAPHY*TYPE*MA,Mata do Vale da Lama (mata - floresta),
3020,BITAGAP geoid 4327,GEOGRAPHY*TYPE*MA,Mata da Ribeira de Muge (mata - floresta),
3021,BITAGAP geoid 4328,GEOGRAPHY*TYPE*MA,Mata do Vale de Lobos (mata - floresta),
3022,BITAGAP geoid 4329,GEOGRAPHY*TYPE*MA,Mata de Espargo e Sá (mata - floresta),
3023,BITAGAP geoid 4330,GEOGRAPHY*TYPE*MA,Mata da Ponte de Marateca (mata - floresta),
3024,BITAGAP geoid 4331,GEOGRAPHY*TYPE*MA,Mata da Mouta do Torrado (mata - floresta),
3025,BITAGAP geoid 4333,GEOGRAPHY*TYPE*MA,Mata de Palmela (mata - floresta),
3026,BITAGAP geoid 4334,TYPE T,Uigueira,
3027,BITAGAP geoid 4335,GEOGRAPHY*TYPE*COU,Coutada de Almeirim (couto),
3028,BITAGAP geoid 4336,GEOGRAPHY*TYPE*T,Águas Belas,
3029,BITAGAP geoid 4337,GEOGRAPHY*TYPE*MA,Mata de Lapedo (mata - floresta),
3030,BITAGAP geoid 4338,GEOGRAPHY*TYPE*T,Serra,
3031,BITAGAP geoid 4339,GEOGRAPHY*TYPE*T,Sanguinhal,
3032,BITAGAP geoid 4340,GEOGRAPHY*TYPE*T,Annecy,
3033,BITAGAP geoid 4341,GEOGRAPHY*TYPE*T,Úbeda,
3034,BITAGAP geoid 4342,GEOGRAPHY*TYPE*T,Baeza,
3035,BITAGAP geoid 4343,GEOGRAPHY*TYPE*T,Jales,
3036,BITAGAP geoid 4344,GEOGRAPHY*TYPE*T,Sá,
3037,BITAGAP geoid 4345,GEOGRAPHY*TYPE*T,Alafões,
3038,BITAGAP geoid 4346,GEOGRAPHY*TYPE*T,Alcaronchel,
3039,BITAGAP geoid 4347,GEOGRAPHY*TYPE*TERRA,Terra de Alva (terra),
3040,BITAGAP geoid 4348,GEOGRAPHY*TYPE*TERRA,Terra de Lanhoso (terra),
3041,BITAGAP geoid 4349,GEOGRAPHY*TYPE*TERRA,Terra de Nespereira (terra),
3042,BITAGAP geoid 4350,GEOGRAPHY*TYPE*TERRA,Terra de Povolide (terra),
3043,BITAGAP geoid 4351,GEOGRAPHY*TYPE*MA,Mata da Amieira (mata - floresta),
3044,BITAGAP geoid 4352,GEOGRAPHY*TYPE*MA,Mata do Ancinho (mata - floresta),
3045,BITAGAP geoid 4353,GEOGRAPHY*TYPE*MA,Mata de Santo Ildefonso (mata - floresta),
3046,BITAGAP geoid 4354,GEOGRAPHY*TYPE*MA,Mata da Ribeira da Anisa (mata - floresta),
3047,BITAGAP geoid 4355,GEOGRAPHY*TYPE*COU,Coutada Monte do Coelho (couto),
3048,BITAGAP geoid 4356,GEOGRAPHY*TYPE*T,Ribeira da Anisa,
3049,BITAGAP geoid 4358,GEOGRAPHY*TYPE*T,Aguiar,
3050,BITAGAP geoid 4359,GEOGRAPHY*TYPE*C,Concelho de Parada Meã (concelho - município),
3051,BITAGAP geoid 4360,GEOGRAPHY*TYPE*HON,Honra de Sobrado (honra),
3052,BITAGAP geoid 4361,GEOGRAPHY*TYPE*TERRA,Terra de Paiva (terra),
3053,BITAGAP geoid 4362,GEOGRAPHY*TYPE*T,Vilamar,
3054,BITAGAP geoid 4363,GEOGRAPHY*TYPE*T,Porto de Ferreira,
3055,BITAGAP geoid 4364,GEOGRAPHY*TYPE*T,Mondego,
3056,BITAGAP geoid 4365,GEOGRAPHY*TYPE*COU,Couto de Tibães (couto),
3057,BITAGAP geoid 4368,GEOGRAPHY*TYPE*JUL,Julgado de Gulfar (julgado),
3058,BITAGAP geoid 4369,GEOGRAPHY*TYPE*MA,Mata de São Lourenço (mata - floresta),
3059,BITAGAP geoid 4370,GEOGRAPHY*TYPE*T,Verride,
3060,BITAGAP geoid 4371,GEOGRAPHY*TYPE*MA,Mata de Carnide (mata - floresta),
3061,BITAGAP geoid 4372,GEOGRAPHY*TYPE*L,"Porta do Olival (porta, praça, rua, fonte)",
3062,BITAGAP geoid 4373,GEOGRAPHY*TYPE*TERMO,Termo de Faro (termo),
3063,BITAGAP geoid 4374,GEOGRAPHY*TYPE*TERMO,Termo de Silves (termo),
3064,BITAGAP geoid 4375,GEOGRAPHY*TYPE*T,São Miguel,
3065,BITAGAP geoid 4376,GEOGRAPHY*TYPE*T,Outeiro de Miranda,
3066,BITAGAP geoid 4377,GEOGRAPHY*TYPE*REG,Reguengos de Barcelos (reguengo),
3067,BITAGAP geoid 4378,GEOGRAPHY*TYPE*COU,Couto de Roriz (couto),
3068,BITAGAP geoid 4379,GEOGRAPHY*TYPE*MA,Mata da Azambujeira (mata - floresta),
3069,BITAGAP geoid 4380,GEOGRAPHY*TYPE*MA,Mata de Botelha (mata - floresta),
3070,BITAGAP geoid 4381,GEOGRAPHY*TYPE*TERMO,Termo de Tondela (termo),
3071,BITAGAP geoid 4382,GEOGRAPHY*TYPE*TERMO,Termo de Loulé (termo),
3072,BITAGAP geoid 4383,GEOGRAPHY*TYPE*T,Arruda,
3073,BITAGAP geoid 4384,GEOGRAPHY*TYPE*LUG,Ribeira de Santarém (lugar - local),
3074,BITAGAP geoid 4385,GEOGRAPHY*TYPE*T,Oliveiros,
3075,BITAGAP geoid 4386,GEOGRAPHY*TYPE*BAI,Restelo (bairro),
3076,BITAGAP geoid 4387,GEOGRAPHY*TYPE*T,Vinha da Barroca,
3077,BITAGAP geoid 4388,GEOGRAPHY*TYPE*TERMO,Termo da Erra (termo),
3078,BITAGAP geoid 4389,GEOGRAPHY*TYPE*T,Tarouca de Lalim,
3079,BITAGAP geoid 4390,GEOGRAPHY*TYPE*MA,Mata de Vale de Lobo (mata - floresta),
3080,BITAGAP geoid 4391,GEOGRAPHY*TYPE*COU,Coutos de Diogo Dias (couto),
3082,BITAGAP geoid 4393,GEOGRAPHY*TYPE*T,Aveitureiras,
3083,BITAGAP geoid 4394,GEOGRAPHY*TYPE*T,Cortes,
3084,BITAGAP geoid 4395,GEOGRAPHY*TYPE*HER,Granja Nova (herdade),
3085,BITAGAP geoid 4396,GEOGRAPHY*TYPE*T,Ucanha,
3086,BITAGAP geoid 4397,GEOGRAPHY*TYPE*COU,Couto de Coja (couto),
3087,BITAGAP geoid 4398,GEOGRAPHY*TYPE*T,Roliça,
3088,BITAGAP geoid 4399,GEOGRAPHY*TYPE*T,Cobradoura,
3089,BITAGAP geoid 4400,TYPE T,Rameleira,
3090,BITAGAP geoid 4401,GEOGRAPHY*TYPE*JUL,Julgado de Ranhados (julgado),
3091,BITAGAP geoid 4402,GEOGRAPHY*TYPE*JUL,Julgado de Numão (julgado),
3092,BITAGAP geoid 4403,GEOGRAPHY*TYPE*JUL,Julgado de Tavares (julgado),
3093,BITAGAP geoid 4404,GEOGRAPHY*TYPE*JUL,Julgado de Fornos de Algodres (julgado),
3094,BITAGAP geoid 4405,GEOGRAPHY*TYPE*JUL,Julgado de Fornos (julgado),
3095,BITAGAP geoid 4406,GEOGRAPHY*TYPE*JUL,Julgado de Figueiró (julgado),
3096,BITAGAP geoid 4407,GEOGRAPHY*TYPE*X,Holanda (outra),
3097,BITAGAP geoid 4408,GEOGRAPHY*TYPE*DUC,Baviera-Straubing (ducado),
3098,BITAGAP geoid 4409,GEOGRAPHY*TYPE*T,Moreira [Guarda],
3099,BITAGAP geoid 4410,GEOGRAPHY*TYPE*W,Ilha de Narar (Arguim) (ilha - ilhas),
3100,BITAGAP geoid 4411,GEOGRAPHY*TYPE*LEZ,Lezíria da Corte dos Cavalos (lezíria),
3101,BITAGAP geoid 4412,GEOGRAPHY*TYPE*K,Mauritânia (reino),
3102,BITAGAP geoid 4413,GEOGRAPHY*TYPE*T,Divor,
3103,BITAGAP geoid 4414,GEOGRAPHY*TYPE*T,Granja,
3104,BITAGAP geoid 4415,GEOGRAPHY*TYPE*JUL,Julgado de Oliveira do Conde (julgado),
3105,BITAGAP geoid 4416,GEOGRAPHY*TYPE*JUL,Julgado de Currelos (julgado),
3106,BITAGAP geoid 4417,GEOGRAPHY*TYPE*REG,Bouça Cova (reguengo),
3107,BITAGAP geoid 4418,GEOGRAPHY*TYPE*T,Vila Nova de Miranda,
3108,BITAGAP geoid 4419,GEOGRAPHY*TYPE*T,Nozelos,
3109,BITAGAP geoid 4421,GEOGRAPHY*TYPE*JUL,Julgado da Cortiçada (julgado),
3110,BITAGAP geoid 4422,GEOGRAPHY*TYPE*COU,Coutos do Mosteiro de Alcobaça (couto),
3111,BITAGAP geoid 4423,GEOGRAPHY*TYPE*T,Nalararinhos,
3112,BITAGAP geoid 4424,GEOGRAPHY*TYPE*T,Alqueidão da Serra,
3113,BITAGAP geoid 4425,GEOGRAPHY*TYPE*T,Regueira de Pontes,
3114,BITAGAP geoid 4426,GEOGRAPHY*TYPE*MA,Mata de Pomares (mata - floresta),
3115,BITAGAP geoid 4427,GEOGRAPHY*TYPE*T,Seixo,
3116,BITAGAP geoid 4428,GEOGRAPHY*TYPE*COU,Couto do Mosteiro de Leça (couto),
3117,BITAGAP geoid 4429,GEOGRAPHY*TYPE*TERRA,Terra da Maia (terra),
3118,BITAGAP geoid 4430,GEOGRAPHY*TYPE*JUL,Julgado de Lousada (julgado),
3119,BITAGAP geoid 4431,GEOGRAPHY*TYPE*T,Hortaliça,
3120,BITAGAP geoid 4432,GEOGRAPHY*TYPE*TERMO,Termo de Leiria (termo),
3121,BITAGAP geoid 4433,GEOGRAPHY*TYPE*T,Coura,
3122,BITAGAP geoid 4434,GEOGRAPHY*TYPE*T,Codessoso,
3123,BITAGAP geoid 4435,GEOGRAPHY*TYPE*TERMO,Termo de Bragança (termo),
3124,BITAGAP geoid 4436,GEOGRAPHY*TYPE*T,Mileu,
3125,BITAGAP geoid 4437,GEOGRAPHY*TYPE*T,Carride,
3126,BITAGAP geoid 4438,GEOGRAPHY*TYPE*COMA,Comarca do Almoxarifado de Viseu (comarca),
3127,BITAGAP geoid 4439,GEOGRAPHY*TYPE*COMA,Comarca do Almoxarifado de Lamego (comarca),
3128,BITAGAP geoid 4440,GEOGRAPHY*TYPE*C,Concelho de Lalim (concelho - município),
3129,BITAGAP geoid 4441,GEOGRAPHY*TYPE*C,Concelho de Várzea da Serra (concelho - município),
3130,BITAGAP geoid 4442,GEOGRAPHY*TYPE*C,Concelho de Rossão (concelho - município),
3131,BITAGAP geoid 4443,GEOGRAPHY*TYPE*C,Concelho de Mezio (concelho - município),
3132,BITAGAP geoid 4444,GEOGRAPHY*TYPE*T,Feixiais,
3133,BITAGAP geoid 4445,GEOGRAPHY*TYPE*MA,Mata Rasa (mata - floresta),
3134,BITAGAP geoid 4446,GEOGRAPHY*TYPE*MA,Mata do paul de Toro (mata - floresta),
3135,BITAGAP geoid 4447,GEOGRAPHY*TYPE*MA,Mata de Botão (mata - floresta),
3136,BITAGAP geoid 4448,GEOGRAPHY*TYPE*MA,Mata de Lagares (mata - floresta),
3137,BITAGAP geoid 4449,GEOGRAPHY*TYPE*T,Cirol,
3138,BITAGAP geoid 4450,GEOGRAPHY*TYPE*MA,Mata das Pontas (mata - floresta),
3139,BITAGAP geoid 4451,GEOGRAPHY*TYPE*MA,Mata de Colmeal (mata - floresta),
3140,BITAGAP geoid 4452,GEOGRAPHY*TYPE*MA,Matas de Paledo (mata - floresta),
3141,BITAGAP geoid 4453,GEOGRAPHY*TYPE*MA,Mata de Valbom (mata - floresta),
3142,BITAGAP geoid 4454,GEOGRAPHY*TYPE*T,Condado,
3143,BITAGAP geoid 4456,GEOGRAPHY*TYPE*T,Álvares,
3144,BITAGAP geoid 4457,TYPE T,Vale de Ouro,
3145,BITAGAP geoid 4458,GEOGRAPHY*TYPE*T,Envendo,
3146,BITAGAP geoid 4459,GEOGRAPHY*TYPE*T,Carvoeiro,
3147,BITAGAP geoid 4460,GEOGRAPHY*TYPE*FREG,Sarilhos Grandes (freguesia),
3148,BITAGAP geoid 4462,GEOGRAPHY*TYPE*TERRA,Terras da Granja de Ota (terra),
3149,BITAGAP geoid 4463,GEOGRAPHY*TYPE*T,Coz [Alcobaça],
3150,BITAGAP geoid 4464,GEOGRAPHY*TYPE*T,Arneiro,
3151,BITAGAP geoid 4465,TYPE T,Atouguia das Cabras,
3152,BITAGAP geoid 4466,GEOGRAPHY*TYPE*FREG,Ereira (freguesia),https://www.wikidata.org/wiki/Q606634
3153,BITAGAP geoid 4466,,,https://database.factgrid.de/wiki/Item:Q358572
3154,BITAGAP geoid 4467,GEOGRAPHY*TYPE*T,Azedia,
3155,BITAGAP geoid 4468,GEOGRAPHY*TYPE*T,À-das-Cardosas,
3156,BITAGAP geoid 4469,GEOGRAPHY*TYPE*T,À-das-Brancas,
3157,BITAGAP geoid 4471,GEOGRAPHY*TYPE*PA,"Paços [velhos] de Coimbra (prédios, pontes, caminhos)",
3158,BITAGAP geoid 4472,GEOGRAPHY*TYPE*T,Alcorochel,
3159,BITAGAP geoid 4473,GEOGRAPHY*TYPE*MA,Mata de Santa Marta de Serra de Aire (mata - floresta),
3160,BITAGAP geoid 4474,GEOGRAPHY*TYPE*MA,Mata de Boquilobo (mata - floresta),
3161,BITAGAP geoid 4475,GEOGRAPHY*TYPE*MA,Mata de Monte Florido (mata - floresta),
3162,BITAGAP geoid 4476,GEOGRAPHY*TYPE*T,Marruas,
3163,BITAGAP geoid 4477,GEOGRAPHY*TYPE*T,Carril,
3164,BITAGAP geoid 4478,GEOGRAPHY*TYPE*T,Peral [de Torres Novas],
3165,BITAGAP geoid 4479,GEOGRAPHY*TYPE*MA,Matas das Cumieiras [Bicada] (mata - floresta),
3166,BITAGAP geoid 4480,GEOGRAPHY*TYPE*MA,Mata da Infanta de Alviela (mata - floresta),
3167,BITAGAP geoid 4481,GEOGRAPHY*TYPE*T,Alpomé,
3168,BITAGAP geoid 4482,GEOGRAPHY*TYPE*T,Vila Gaiteira,
3169,BITAGAP geoid 4483,GEOGRAPHY*TYPE*HER,Os Souséis (herdade),
3170,BITAGAP geoid 4484,GEOGRAPHY*TYPE*T,Ribeira de Tera,
3171,BITAGAP geoid 4485,GEOGRAPHY*TYPE*T,Vaqueiros,
3172,BITAGAP geoid 4486,GEOGRAPHY*TYPE*T,Chão de Alvisquer,
3173,BITAGAP geoid 4487,GEOGRAPHY*TYPE*T,Azóia,
3174,BITAGAP geoid 4488,GEOGRAPHY*TYPE*GRA,Granja de Almofala (granja),
3175,BITAGAP geoid 4489,GEOGRAPHY*TYPE*T,Gândara,
3176,BITAGAP geoid 4490,GEOGRAPHY*TYPE*T,Azóia de Fundo,
3177,BITAGAP geoid 4491,GEOGRAPHY*TYPE*T,Azueira,
3178,BITAGAP geoid 4492,GEOGRAPHY*TYPE*T,Outeiro [de Torres Vedras],
3179,BITAGAP geoid 4493,GEOGRAPHY*TYPE*T,Azinhaga,
3180,BITAGAP geoid 4494,GEOGRAPHY*TYPE*JUL,Julgado de Albergaria (julgado),
3181,BITAGAP geoid 4495,GEOGRAPHY*TYPE*JUL,Julgado de Vila Alva (julgado),
3182,BITAGAP geoid 4496,GEOGRAPHY*TYPE*JUL,Julgado de Vila Ruiva (julgado),
3183,BITAGAP geoid 4497,GEOGRAPHY*TYPE*T,Tojosa,
3184,BITAGAP geoid 4498,GEOGRAPHY*TYPE*REG,Reguengo do Quarto da Corredoura (reguengo),
