Unnamed: 0,GEOID,TYPE,MONIKER,INTERNET_ADDRESS,Unnamed: 5
1331.0,BETA geoid 2164,GEOGRAPHY*TYPE*T,Avilés,http://es.wikipedia.org/wiki/Avil%C3%A9s,
1332.0,BETA geoid 2165,GEOGRAPHY*TYPE*T,Valfermoso de las Monjas,http://www.pueblos-espana.org/castilla+la+mancha/guadalajara/valfermoso+de+las+monjas/,
1334.0,BETA geoid 2167,GEOGRAPHY*TYPE*T,Almenara,,
1336.0,BETA geoid 2169,GEOGRAPHY*TYPE*T,Cuerva,http://es.wikipedia.org/wiki/Eugenio_Gerardo_Lobo,
1339.0,BETA geoid 2172,GEOGRAPHY*TYPE*T,Manresa,http://es.wikipedia.org/wiki/Manresa,
1343.0,BETA geoid 2176,GEOGRAPHY*TYPE*T,Arenas de San Pedro,http://es.wikipedia.org/wiki/Arenas_de_San_Pedro,
1344.0,BETA geoid 2177,GEOGRAPHY*TYPE*T,La Adrada,http://es.wikipedia.org/wiki/La_Adrada,
1345.0,BETA geoid 2178,GEOGRAPHY*TYPE*T,Requena,,
1346.0,BETA geoid 2179,GEOGRAPHY*TYPE*E,Osmanli Imparatorlugu (imperio),https://www.wikidata.org/wiki/Q12560,
1347.0,BETA geoid 2179,,,https://database.factgrid.de/wiki/Item:Q534912,
1348.0,BETA geoid 2179,,,http://es.wikipedia.org/wiki/Imperio_Otomano,
1349.0,BETA geoid 2180,GEOGRAPHY*TYPE*T,Tolosa,,
1351.0,BETA geoid 2182,GEOGRAPHY*TYPE*T,Canet de Mar,,
1353.0,BETA geoid 2184,GEOGRAPHY*TYPE*T,Alcaudete,,
1354.0,BETA geoid 2185,GEOGRAPHY*TYPE*T,Marbella,,
1355.0,BETA geoid 2186,GEOGRAPHY*TYPE*T,Cañete la Real,http://es.wikipedia.org/wiki/Ca%C3%B1ete_la_Real,
1357.0,BETA geoid 2188,GEOGRAPHY*TYPE*T,Ayllón,,
1358.0,BETA geoid 2189,GEOGRAPHY*TYPE*T,Villoria,,
1363.0,BETA geoid 2193,GEOGRAPHY*TYPE*T,Orihuela,,
1365.0,BETA geoid 2195,GEOGRAPHY*TYPE*T,Berlanga,,
1366.0,BETA geoid 2196,GEOGRAPHY*TYPE*E,Sacro Imperio Romano (imperio),https://www.wikidata.org/wiki/Q2277,
1368.0,BETA geoid 2196,,,https://es.wikipedia.org/wiki/Sacro_Imperio_Romano_Germ%C3%A1nico,
1367.0,BETA geoid 2196,,,https://database.factgrid.de/wiki/Item:Q102004,
1369.0,BETA geoid 2197,GEOGRAPHY*TYPE*T,Tragacete,http://en.wikipedia.org/wiki/Tragacete,
1370.0,BETA geoid 2198,GEOGRAPHY*TYPE*T,Poyatos,http://en.wikipedia.org/wiki/Poyatos,
1373.0,BETA geoid 2200,GEOGRAPHY*TYPE*T,Almonacid de la Sierra,http://es.wikipedia.org/wiki/Almonacid_de_la_Sierra,
1376.0,BETA geoid 2203,GEOGRAPHY*TYPE*T,San Sebastián,,
1382.0,BETA geoid 2209,GEOGRAPHY*TYPE*T,Valdepeñas,http://en.wikipedia.org/wiki/ValdepeC3%B1as,
1387.0,BETA geoid 2213,GEOGRAPHY*TYPE*T,Azután,http://es.wikipedia.org/wiki/Azut%C3%A1n,
1388.0,BETA geoid 2214,GEOGRAPHY*TYPE*T,Mora,https://www.wikidata.org/wiki/Q1641529,
1389.0,BETA geoid 2214,,,"http://en.wikipedia.org/wiki/Mora,_Spain",
1394.0,BETA geoid 2219,GEOGRAPHY*TYPE*T,Villaviciosa de Odón,,
1395.0,BETA geoid 2220,GEOGRAPHY*TYPE*T,Santa Gadea del Cid,https://www.wikidata.org/wiki/Q1641214,
1398.0,BETA geoid 2223,GEOGRAPHY*TYPE*T,Villafeliche,http://en.wikipedia.org/wiki/Villafeliche,
1399.0,BETA geoid 2224,GEOGRAPHY*TYPE*T,Ledigos,http://es.wikipedia.org/wiki/Ledigos,
1405.0,BETA geoid 2229,GEOGRAPHY*TYPE*T,Cetina,https://es.wikipedia.org/wiki/Cetina_(Zaragoza),
1406.0,BETA geoid 2230,GEOGRAPHY*TYPE*T,Arenys de Mar,,
1408.0,BETA geoid 2232,GEOGRAPHY*TYPE*C,Northamptonshire (condado),https://www.wikidata.org/wiki/Q23115,
1409.0,BETA geoid 2232,,,https://en.wikipedia.org/wiki/Northamptonshire,
1410.0,BETA geoid 2234,GEOGRAPHY*TYPE*T,Santiponce,,
1411.0,BETA geoid 2235,GEOGRAPHY*TYPE*T,Gaucín,http://en.wikipedia.org/wiki/GaucC3%ADn,
1414.0,BETA geoid 2238,GEOGRAPHY*TYPE*P,Canton de Genève (provincia),http://fr.wikipedia.org/wiki/Canton_de_Gen%C3%A8ve,
1418.0,BETA geoid 2241,GEOGRAPHY*TYPE*T,Andilla,,
1419.0,BETA geoid 2242,GEOGRAPHY*TYPE*T,Penàguila,http://www.penaguila.es/,
1420.0,BETA geoid 2242,,,http://en.wikipedia.org/wiki/Pen%C3%A0guila,
1421.0,BETA geoid 2243,GEOGRAPHY*TYPE*T,Beniarjó,http://es.wikipedia.org/wiki/Beniarj%C3%B3,
1422.0,BETA geoid 2244,GEOGRAPHY*TYPE*T,Arcos de la Llana,http://es.wikipedia.org/wiki/Arcos_de_la_Llana,
1423.0,BETA geoid 2245,GEOGRAPHY*TYPE*EN,Aledo (encomienda),,
1424.0,BETA geoid 2246,GEOGRAPHY*TYPE*T,Alcalá del Valle,http://es.wikipedia.org/wiki/Mariscalato_de_Alcal%C3%A1_del_Valle,
1437.0,BETA geoid 2257,GEOGRAPHY*TYPE*T,Jaraíz de la Vera,http://es.wikipedia.org/wiki/Jara%C3%ADz_de_la_Vera,
1438.0,BETA geoid 2258,GEOGRAPHY*TYPE*T,Fitero,https://www.wikidata.org/wiki/Q1773030,
1439.0,BETA geoid 2258,,,http://es.wikipedia.org/wiki/Fitero,
1442.0,BETA geoid 2262,GEOGRAPHY*TYPE*T,Mucientes,https://es.wikipedia.org/wiki/Mucientes,
1445.0,BETA geoid 2265,GEOGRAPHY*TYPE*F,Esgueva (río),https://www.wikidata.org/wiki/Q14763,
1447.0,BETA geoid 2265,,,https://es.wikipedia.org/wiki/rC3%ADo_Esgueva,
1446.0,BETA geoid 2265,,,https://database.factgrid.de/wiki/Item:Q780044,
1450.0,BETA geoid 2268,GEOGRAPHY*TYPE*T,Alcocer,http://en.wikipedia.org/wiki/Alcocer,
1457.0,BETA geoid 2272,GEOGRAPHY*TYPE*T,Valldemossa,,
1458.0,BETA geoid 2273,GEOGRAPHY*TYPE*I,Mallorca (isla),,
1472.0,BETA geoid 2284,GEOGRAPHY*TYPE*T,Aroche,https://es.wikipedia.org/wiki/Aroche,
1473.0,BETA geoid 2285,GEOGRAPHY*TYPE*T,Bermeo,http://es.wikipedia.org/wiki/Bermeo,
1474.0,BETA geoid 2286,GEOGRAPHY*TYPE*T,Pinos Puente,http://es.wikipedia.org/wiki/Pinos_Puente,
1476.0,BETA geoid 2287,,,http://www.pueblos-espana.org/castilla+y+leon/avila/miruena+de+los+infanzones/,
1475.0,BETA geoid 2287,GEOGRAPHY*TYPE*T,Mirueña de los Infanzones,http://es.wikipedia.org/wiki/MirueC3%B1a_de_los_Infanzones,
1477.0,BETA geoid 2288,GEOGRAPHY*TYPE*T,Novés,,
1478.0,BETA geoid 2289,GEOGRAPHY*TYPE*T,Encinas de Esgueva,http://es.wikipedia.org/wiki/Encinas_de_Esgueva,
1479.0,BETA geoid 2290,GEOGRAPHY*TYPE*T,Amusco,http://en.wikipedia.org/wiki/Amusco,
1488.0,BETA geoid 2297,GEOGRAPHY*TYPE*C,Hampshire (condado),https://www.wikidata.org/wiki/Q23204,
1489.0,BETA geoid 2297,,,https://es.wikipedia.org/wiki/Hampshire,
1512.0,BETA geoid 2316,GEOGRAPHY*TYPE*T,Marchena,http://es.wikipedia.org/wiki/Marchena,
1518.0,BETA geoid 2322,GEOGRAPHY*TYPE*T,Congosto,http://en.wikipedia.org/wiki/Congosto,
1521.0,BETA geoid 2325,GEOGRAPHY*TYPE*T,Fuentenebro,http://es.wikipedia.org/wiki/Fuentenebro,
1525.0,BETA geoid 2329,GEOGRAPHY*TYPE*T,Duruelo,http://es.wikipedia.org/wiki/Duruelo,
1531.0,BETA geoid 2333,GEOGRAPHY*TYPE*T,Villadiego,http://es.wikipedia.org/wiki/Villadiego,
1533.0,BETA geoid 2335,GEOGRAPHY*TYPE*T,Benacazón,,
1534.0,BETA geoid 2336,GEOGRAPHY*TYPE*T,Martín Muñoz de las Posadas,http://es.wikipedia.org/wiki/Mart%C3%ADn_Mu%C3%B1oz_de_las_Posadas,
1535.0,BETA geoid 2337,GEOGRAPHY*TYPE*R,Moravia (región),,
1541.0,BETA geoid 2344,GEOGRAPHY*TYPE*R,Artois (región),http://fr.wikipedia.org/wiki/Artois,
1542.0,BETA geoid 2345,GEOGRAPHY*TYPE*T,Valfermoso de Tajuña,https://es.wikipedia.org/wiki/Valfermoso_de_Taju%C3%B1a,
1544.0,BETA geoid 2347,GEOGRAPHY*TYPE*T,Morón de la Frontera,http://es.wikipedia.org/wiki/MorC3%B3n_de_la_Frontera,
1545.0,BETA geoid 2348,GEOGRAPHY*TYPE*T,Arahal,https://es.wikipedia.org/wiki/Arahal,
1549.0,BETA geoid 2352,GEOGRAPHY*TYPE*T,Estadilla,https://es.wikipedia.org/wiki/Estadilla,
1550.0,BETA geoid 2353,GEOGRAPHY*TYPE*T,Utrera,http://es.wikipedia.org/wiki/Utrera,
1551.0,BETA geoid 2354,GEOGRAPHY*TYPE*T,Chiloeches,http://es.wikipedia.org/wiki/Chiloeches,
1554.0,BETA geoid 2356,GEOGRAPHY*TYPE*T,Láncara,http://en.wikipedia.org/wiki/L%C3%A1ncara,
1563.0,BETA geoid 2365,GEOGRAPHY*TYPE*C,Somerset (condado),https://www.wikidata.org/wiki/Q23157,
1564.0,BETA geoid 2365,,,http://en.wikipedia.org/wiki/County_of_Somerset,
1571.0,BETA geoid 2371,GEOGRAPHY*TYPE*C,Durham (condado),https://www.wikidata.org/wiki/Q23082,
1572.0,BETA geoid 2371,,,http://en.wikipedia.org/wiki/County_Durham,
1581.0,BETA geoid 2379,GEOGRAPHY*TYPE*T,Pancorbo,http://es.wikipedia.org/wiki/Pancorbo,
1584.0,BETA geoid 2382,GEOGRAPHY*TYPE*T,Brozas,,
1586.0,BETA geoid 2384,GEOGRAPHY*TYPE*C,Tepa (condado),https://es.wikipedia.org/wiki/Palacio_del_Conde_de_Tepa,
1587.0,BETA geoid 2385,GEOGRAPHY*TYPE*T,Alaejos,,
1592.0,BETA geoid 2390,GEOGRAPHY*TYPE*U,Bavaria (ducado),https://www.wikidata.org/wiki/Q47261,
1593.0,BETA geoid 2390,,,https://es.wikipedia.org/wiki/Ducado_de_Baviera,
1598.0,BETA geoid 2394,GEOGRAPHY*TYPE*T,Alcalá de los Gazules,https://www.wikidata.org/wiki/Q203042,
1599.0,BETA geoid 2394,,,http://en.wikipedia.org/wiki/Alcal%C3%A1_de_los_Gazules,
1606.0,BETA geoid 2401,GEOGRAPHY*TYPE*T,Alange,http://es.wikipedia.org/wiki/Alange,
1610.0,BETA geoid 2405,GEOGRAPHY*TYPE*T,Mayalde,https://es.wikipedia.org/wiki/Mayalde,
1611.0,BETA geoid 2406,GEOGRAPHY*TYPE*T,Bellpuig,http://es.wikipedia.org/wiki/Bellpuig,
1612.0,BETA geoid 2407,GEOGRAPHY*TYPE*T,Badalona,,
1613.0,BETA geoid 2408,GEOGRAPHY*TYPE*T,Barajas,https://www.wikidata.org/wiki/Q807230,
1614.0,BETA geoid 2408,,,http://es.wikipedia.org/wiki/Barajas,
1615.0,BETA geoid 2409,GEOGRAPHY*TYPE*T,Villagarcía de Campos,https://www.wikidata.org/wiki/Q1929323,
1617.0,BETA geoid 2409,,,https://es.wikipedia.org/wiki/VillagarC3%ADa_de_Campos,
1616.0,BETA geoid 2409,,,https://database.factgrid.de/wiki/Item:Q356771,
1618.0,BETA geoid 2410,GEOGRAPHY*TYPE*T,Villacarriedo,http://es.wikipedia.org/wiki/Villacarriedo,
1621.0,BETA geoid 2413,GEOGRAPHY*TYPE*C,Middlesex (condado),https://www.wikidata.org/wiki/Q19186,
1622.0,BETA geoid 2413,,,https://en.wikipedia.org/wiki/Middlesex,
1627.0,BETA geoid 2418,GEOGRAPHY*TYPE*T,Pedrola,http://es.wikipedia.org/wiki/Pedrola,
1628.0,BETA geoid 2419,GEOGRAPHY*TYPE*T,Fréscano,http://en.wikipedia.org/wiki/FrC3%A9scano,
1629.0,BETA geoid 2420,GEOGRAPHY*TYPE*T,Villavaquerín,https://en.wikipedia.org/wiki/VillavaquerC3%ADn,
1630.0,BETA geoid 2421,GEOGRAPHY*TYPE*K,Sicilia (reino),,
1637.0,BETA geoid 2427,,Asia,,
1639.0,BETA geoid 2429,GEOGRAPHY*TYPE*T,Montilla,http://es.wikipedia.org/wiki/Montilla_%28CC3%B3rdoba%29,
1644.0,BETA geoid 2434,GEOGRAPHY*TYPE*T,Huelves,http://es.wikipedia.org/wiki/Huelves,
1645.0,BETA geoid 2435,GEOGRAPHY*TYPE*T,Sacedón,http://es.wikipedia.org/wiki/Saced%C3%B3n,
1646.0,BETA geoid 2436,GEOGRAPHY*TYPE*T,Córcoles,https://www.wikidata.org/wiki/Q47044474,
1647.0,BETA geoid 2437,GEOGRAPHY*TYPE*T,Talamanca de Jarama,http://es.wikipedia.org/wiki/Talamanca_de_Jarama,
1648.0,BETA geoid 2438,GEOGRAPHY*TYPE*C,Xiquena (condado),https://www.wikidata.org/wiki/Q5782274,
1649.0,BETA geoid 2438,,,http://es.wikipedia.org/wiki/Condado_de_Xiquena,
1651.0,BETA geoid 2440,GEOGRAPHY*TYPE*T,Peñaranda de Bracamonte,https://www.wikidata.org/wiki/Q679766,
1652.0,BETA geoid 2440,,,http://es.wikipedia.org/wiki/PeC3%B1aranda_de_Bracamonte,
1657.0,BETA geoid 2443,,,https://www.wikidata.org/wiki/Q842091,
1656.0,BETA geoid 2443,GEOGRAPHY*TYPE*R,Normandie (región),https://www.wikidata.org/wiki/Q18677875,
1658.0,BETA geoid 2443,,,http://fr.wikipedia.org/wiki/Duch%C3%A9_de_Normandie,
1659.0,BETA geoid 2444,GEOGRAPHY*TYPE*T,Valdenebro,http://es.wikipedia.org/wiki/Valdenebro,
1663.0,BETA geoid 2448,GEOGRAPHY*TYPE*C,Berkshire (condado),https://www.wikidata.org/wiki/Q23220,
1664.0,BETA geoid 2448,,,http://en.wikipedia.org/wiki/Berkshire,
1666.0,BETA geoid 2450,GEOGRAPHY*TYPE*ME,Uribe (merindad),https://www.wikidata.org/wiki/Q123704177,
1668.0,BETA geoid 2450,,,https://es.wikipedia.org/wiki/Merindad_de_Uribe,
1667.0,BETA geoid 2450,,,https://database.factgrid.de/wiki/Item:Q780035,
1670.0,BETA geoid 2452,GEOGRAPHY*TYPE*T,Almagro,https://www.wikidata.org/wiki/Q752280,
1671.0,BETA geoid 2453,GEOGRAPHY*TYPE*T,Villanueva de la Serena,https://database.factgrid.de/wiki/Item:Q92938,
1672.0,BETA geoid 2453,,,http://es.wikipedia.org/wiki/Villanueva_de_la_Serena,
1673.0,BETA geoid 2455,GEOGRAPHY*TYPE*T,Sástago,,
1675.0,BETA geoid 2457,GEOGRAPHY*TYPE*T,Ciruelos,http://es.wikipedia.org/wiki/Ciruelos_(Toledo),
1680.0,BETA geoid 2461,GEOGRAPHY*TYPE*T,Simat de la Valldigna,http://es.wikipedia.org/wiki/Simat_de_Valldigna,
1684.0,BETA geoid 2465,GEOGRAPHY*TYPE*C,Surrey (condado),https://www.wikidata.org/wiki/Q23276,
1685.0,BETA geoid 2465,,,http://en.wikipedia.org/wiki/Surrey,
1690.0,BETA geoid 2470,GEOGRAPHY*TYPE*T,Castronuño,http://es.wikipedia.org/wiki/Castronu%C3%B1o,
1691.0,BETA geoid 2471,GEOGRAPHY*TYPE*T,Cubillas de Santa Marta,http://es.wikipedia.org/wiki/Cubillas_de_Santa_Marta,
1700.0,BETA geoid 2477,GEOGRAPHY*TYPE*T,Mazarambroz,http://es.wikipedia.org/wiki/Mazarambroz,
1701.0,BETA geoid 2478,GEOGRAPHY*TYPE*T,Espinosa de Cervera,https://www.wikidata.org/wiki/Q1650262,
1705.0,BETA geoid 2482,GEOGRAPHY*TYPE*T,Athéna,https://es.wikipedia.org/wiki/Antigua_Atenas,
1714.0,BETA geoid 2490,GEOGRAPHY*TYPE*T,Castromonte,https://es.wikipedia.org/wiki/Castromonte,
1715.0,BETA geoid 2491,GEOGRAPHY*TYPE*T,Aldea de San Miguel,https://es.wikipedia.org/wiki/Aldea_de_San_Miguel,
1725.0,BETA geoid 2502,GEOGRAPHY*TYPE*T,Salvaleón,,
1728.0,BETA geoid 2505,GEOGRAPHY*TYPE*T,Valencia de Alcántara,,
1729.0,BETA geoid 2506,GEOGRAPHY*TYPE*T,Zarza la Mayor,,
1730.0,BETA geoid 2507,GEOGRAPHY*TYPE*T,Becilla de Valderaduey,,
1731.0,BETA geoid 2508,GEOGRAPHY*TYPE*T,Zalamea de la Serena,,
1732.0,BETA geoid 2509,GEOGRAPHY*TYPE*T,Chillón,https://es.wikipedia.org/wiki/Chill%C3%B3n,
1746.0,BETA geoid 2522,GEOGRAPHY*TYPE*T,Fraga,https://es.wikipedia.org/wiki/Fraga_(Huesca),
1750.0,BETA geoid 2524,GEOGRAPHY*TYPE*T,Jarque,,
1758.0,BETA geoid 2532,GEOGRAPHY*TYPE*T,Anguiano,https://es.wikipedia.org/wiki/Anguiano,
1762.0,BETA geoid 2536,GEOGRAPHY*TYPE*T,Priego,https://www.wikidata.org/wiki/Q1649799,
1763.0,BETA geoid 2536,,,https://es.wikipedia.org/wiki/Condado_de_Priego,
1764.0,BETA geoid 2537,GEOGRAPHY*TYPE*T,Valdearenas,,
1767.0,BETA geoid 2541,GEOGRAPHY*TYPE*T,Fuentes,https://www.wikidata.org/wiki/Q1639187,
1769.0,BETA geoid 2541,,,https://es.wikipedia.org/wiki/Condado_de_Fuentes,
1775.0,BETA geoid 2548,GEOGRAPHY*TYPE*T,Teba,https://database.factgrid.de/wiki/Item:Q355317,
1780.0,BETA geoid 2553,GEOGRAPHY*TYPE*R,Italia (sur) (región),,
1784.0,BETA geoid 2556,GEOGRAPHY*TYPE*T,Robledo de Chavela,https://es.wikipedia.org/wiki/Robledo_de_Chavela,
1788.0,BETA geoid 2561,GEOGRAPHY*TYPE*T,Antillón,https://es.wikipedia.org/wiki/Antill%C3%B3n,
1801.0,BETA geoid 2573,GEOGRAPHY*TYPE*T,Almodóvar del Río,https://es.wikipedia.org/wiki/Almod%C3%B3var_del_rC3%ADo,
1802.0,BETA geoid 2574,GEOGRAPHY*TYPE*T,El Carpio,https://es.wikipedia.org/wiki/El_Carpio,
1804.0,BETA geoid 2576,GEOGRAPHY*TYPE*C,Saceda (condado),,
1817.0,BETA geoid 2588,GEOGRAPHY*TYPE*T,Comares,https://en.wikipedia.org/wiki/Comares,
1818.0,BETA geoid 2589,GEOGRAPHY*TYPE*T,Nules,https://es.wikipedia.org/wiki/Nules,
1819.0,BETA geoid 2590,GEOGRAPHY*TYPE*T,Gallese,https://www.wikidata.org/wiki/Q161685,
1820.0,BETA geoid 2590,,,https://it.wikipedia.org/wiki/Gallese_(Italia),
1821.0,BETA geoid 2590,,,http://www.treccani.it/enciclopedia/duchi-di-gallese_%28Enciclopedia-Italiana%29/,
1823.0,BETA geoid 2592,GEOGRAPHY*TYPE*T,Cañamero,,
1824.0,BETA geoid 2593,GEOGRAPHY*TYPE*T,Torrequemada,https://es.wikipedia.org/wiki/Torrequemada,
1825.0,BETA geoid 2594,GEOGRAPHY*TYPE*T,Montemolín,https://es.wikipedia.org/wiki/Montemol%C3%ADn,
1829.0,BETA geoid 2598,GEOGRAPHY*TYPE*T,Montiel,https://es.wikipedia.org/wiki/Montiel,
1831.0,BETA geoid 2600,GEOGRAPHY*TYPE*T,Falces,https://es.wikipedia.org/wiki/Falces,
1833.0,BETA geoid 2602,GEOGRAPHY*TYPE*T,Santaella,https://es.wikipedia.org/wiki/Santaella,
1834.0,BETA geoid 2603,GEOGRAPHY*TYPE*T,Beteta,https://es.wikipedia.org/wiki/Beteta,
1836.0,BETA geoid 2605,GEOGRAPHY*TYPE*T,Ocentejo,https://es.wikipedia.org/wiki/Ocentejo,
1847.0,BETA geoid 2616,GEOGRAPHY*TYPE*T,Alquézar,https://en.wikipedia.org/wiki/Alqu%C3%A9zar,
1848.0,BETA geoid 2617,GEOGRAPHY*TYPE*T,Torquemada,https://es.wikipedia.org/wiki/Torquemada_(Palencia),
1849.0,BETA geoid 2618,GEOGRAPHY*TYPE*T,Arnedillo,https://es.wikipedia.org/wiki/Arnedillo,
1855.0,BETA geoid 2623,GEOGRAPHY*TYPE*T,Velada,https://es.wikipedia.org/wiki/Velada,
1860.0,BETA geoid 2628,GEOGRAPHY*TYPE*T,Nuévalos,https://es.wikipedia.org/wiki/Nu%C3%A9valos,
1861.0,BETA geoid 2629,GEOGRAPHY*TYPE*T,La Vid y Barrios,https://es.wikipedia.org/wiki/La_Vid_y_Barrios,
1862.0,BETA geoid 2630,GEOGRAPHY*TYPE*T,Cangas de Onís,,
1863.0,BETA geoid 2631,GEOGRAPHY*TYPE*T,Ataquines,https://es.wikipedia.org/wiki/Ataquines,
1864.0,BETA geoid 2632,GEOGRAPHY*TYPE*T,Almenara de Adaja,https://es.wikipedia.org/wiki/Almenara_de_Adaja,
1865.0,BETA geoid 2633,GEOGRAPHY*TYPE*T,Frechilla,https://es.wikipedia.org/wiki/Frechilla,
1866.0,BETA geoid 2634,GEOGRAPHY*TYPE*T,Cervera del Llano,https://es.wikipedia.org/wiki/Cervera_del_Llano,
1867.0,BETA geoid 2635,GEOGRAPHY*TYPE*T,Villaharta,,
1868.0,BETA geoid 2636,GEOGRAPHY*TYPE*T,Pioz,https://es.wikipedia.org/wiki/Pioz,
1869.0,BETA geoid 2637,GEOGRAPHY*TYPE*T,Atanzón,https://es.wikipedia.org/wiki/Atanz%C3%B3n,
1870.0,BETA geoid 2638,GEOGRAPHY*TYPE*T,Castilnuevo,https://es.wikipedia.org/wiki/Castilnuevo,
1875.0,BETA geoid 2642,GEOGRAPHY*TYPE*T,Guardo,https://es.wikipedia.org/wiki/Guardo,
1876.0,BETA geoid 2643,GEOGRAPHY*TYPE*T,Villoldo,https://es.wikipedia.org/wiki/Villoldo,
1877.0,BETA geoid 2644,GEOGRAPHY*TYPE*T,Ágreda,https://es.wikipedia.org/wiki/%C3%81greda,
1881.0,BETA geoid 2648,GEOGRAPHY*TYPE*T,Álora,,
1883.0,BETA geoid 2650,GEOGRAPHY*TYPE*T,Jódar,https://es.wikipedia.org/wiki/J%C3%B3dar,
1884.0,BETA geoid 2651,GEOGRAPHY*TYPE*T,Cambil,https://es.wikipedia.org/wiki/Cambil,
1888.0,BETA geoid 2655,GEOGRAPHY*TYPE*T,Valdemoro,https://es.wikipedia.org/wiki/Valdemoro,
1889.0,BETA geoid 2656,GEOGRAPHY*TYPE*VA,Lozoya (valle),https://www.wikidata.org/wiki/Q1751423,
1891.0,BETA geoid 2656,,,https://es.wikipedia.org/wiki/Lozoya_(Madrid),
1890.0,BETA geoid 2656,,,https://database.factgrid.de/wiki/Item:Q780038,
1897.0,BETA geoid 2660,GEOGRAPHY*TYPE*T,Íllora,https://en.wikipedia.org/wiki/%C3%8Dllora,
1898.0,BETA geoid 2661,GEOGRAPHY*TYPE*T,Ponferrada,https://www.wikidata.org/wiki/Q12164,
1899.0,BETA geoid 2662,GEOGRAPHY*TYPE*T,Sos del Rey Católico,https://es.wikipedia.org/wiki/Sos_del_Rey_Cat%C3%B3lico,
1900.0,BETA geoid 2663,GEOGRAPHY*TYPE*T,Mandayona,https://es.wikipedia.org/wiki/Mandayona,
1901.0,BETA geoid 2664,GEOGRAPHY*TYPE*V,Perú (virreinato),https://www.wikidata.org/wiki/Q211435,
1903.0,BETA geoid 2664,,,https://es.wikipedia.org/wiki/Virreinato_del_PerC3%BA,
1902.0,BETA geoid 2664,,,https://database.factgrid.de/wiki/Item:Q780137,
1904.0,BETA geoid 2665,GEOGRAPHY*TYPE*EN,Mohernando (encomienda),https://es.wikipedia.org/wiki/Mohernando,
1907.0,BETA geoid 2668,GEOGRAPHY*TYPE*T,Sanlúcar la Mayor,https://www.wikidata.org/wiki/Q24014330,
1908.0,BETA geoid 2668,,,https://es.wikipedia.org/wiki/Sanl%C3%BAcar_la_Mayor,
1909.0,BETA geoid 2669,GEOGRAPHY*TYPE*T,Novelda,https://es.wikipedia.org/wiki/Novelda,
1910.0,BETA geoid 2670,GEOGRAPHY*TYPE*T,San Martín de Valdeiglesias,https://es.wikipedia.org/wiki/San_Mart%C3%ADn_de_Valdeiglesias,
1912.0,BETA geoid 2672,GEOGRAPHY*TYPE*T,Navarrés,https://es.wikipedia.org/wiki/NavarrC3%A9s,
1913.0,BETA geoid 2673,GEOGRAPHY*TYPE*T,Perales,https://es.wikipedia.org/wiki/Perales_(Palencia),
1914.0,BETA geoid 2674,GEOGRAPHY*TYPE*T,Clavijo,https://es.wikipedia.org/wiki/Clavijo,
1916.0,BETA geoid 2675,,,https://www.wikidata.org/wiki/Q427980,
1915.0,BETA geoid 2675,GEOGRAPHY*TYPE*T,Casasbuenas,https://es.wikipedia.org/wiki/Casasbuenas,
1924.0,BETA geoid 2681,GEOGRAPHY*TYPE*DP,Gard (département),https://fr.wikipedia.org/wiki/Gard,
1927.0,BETA geoid 2684,GEOGRAPHY*TYPE*T,Tineo,https://en.wikipedia.org/wiki/Tineo,
1929.0,BETA geoid 2686,GEOGRAPHY*TYPE*T,Montemayor,https://es.wikipedia.org/wiki/Montemayor,
1935.0,BETA geoid 2690,GEOGRAPHY*TYPE*EN,Socovos (encomienda),https://es.wikipedia.org/wiki/Socovos,
1941.0,BETA geoid 2693,GEOGRAPHY*TYPE*T,Pinseque,https://es.wikipedia.org/wiki/Pinseque,
1942.0,BETA geoid 2694,GEOGRAPHY*TYPE*T,Alcázar de San Juan,https://es.wikipedia.org/wiki/AlcC3%A1zar_de_San_Juan,
1950.0,BETA geoid 2701,GEOGRAPHY*TYPE*T,Cariñena,https://es.wikipedia.org/wiki/Cari%C3%B1ena,
1953.0,BETA geoid 2703,GEOGRAPHY*TYPE*T,Lorca,https://es.wikipedia.org/wiki/Lorca,
1954.0,BETA geoid 2704,GEOGRAPHY*TYPE*T,Cella,https://es.wikipedia.org/wiki/Cella,
1958.0,BETA geoid 2706,GEOGRAPHY*TYPE*T,Vilafranca del Penedès,https://es.wikipedia.org/wiki/Villafranca_del_Panad%C3%A9s,
1959.0,BETA geoid 2708,GEOGRAPHY*TYPE*T,Elda,https://es.wikipedia.org/wiki/Elda,
1967.0,BETA geoid 2714,GEOGRAPHY*TYPE*T,Alcàsser,https://es.wikipedia.org/wiki/AlcC3%A1cer,
1969.0,BETA geoid 2716,GEOGRAPHY*TYPE*T,Onda,https://es.wikipedia.org/wiki/Onda_(Castell%C3%B3n),
1971.0,BETA geoid 2718,GEOGRAPHY*TYPE*T,Albalat dels Sorells,https://es.wikipedia.org/wiki/Albalat_dels_Sorells,
1972.0,BETA geoid 2719,GEOGRAPHY*TYPE*T,Borriol,https://es.wikipedia.org/wiki/Borriol,
1990.0,BETA geoid 2737,GEOGRAPHY*TYPE*T,Guadamur,https://es.wikipedia.org/wiki/Guadamur,
1994.0,BETA geoid 2741,GEOGRAPHY*TYPE*T,Alfarrasí,,
1995.0,BETA geoid 2742,GEOGRAPHY*TYPE*T,Zalamea la Real,,
