qid,Les,ItemDescription
https://database.factgrid.de/entity/Q351910,"Padróns, Ponteareas",
https://database.factgrid.de/entity/Q351911,Padules,
https://database.factgrid.de/entity/Q351912,Paiporta,
https://database.factgrid.de/entity/Q351913,"Paizás, Ramirás",
https://database.factgrid.de/entity/Q351914,Pájara,
https://database.factgrid.de/entity/Q351915,Pajarejos,
https://database.factgrid.de/entity/Q351921,Pajares,
https://database.factgrid.de/entity/Q351920,Pajares,
https://database.factgrid.de/entity/Q351922,Pajares,
https://database.factgrid.de/entity/Q351916,Pajares de Adaja,
https://database.factgrid.de/entity/Q351917,Pajares de la Laguna,
https://database.factgrid.de/entity/Q351918,Pajares de la Lampreana,
https://database.factgrid.de/entity/Q351919,Pajares de los Oteros,
https://database.factgrid.de/entity/Q351923,Pajarón,
https://database.factgrid.de/entity/Q351924,Pajaroncillo,
https://database.factgrid.de/entity/Q351925,Palacios de Corneja,
https://database.factgrid.de/entity/Q351926,Palacios de Goda,
https://database.factgrid.de/entity/Q351927,Palacios de la Sierra,
https://database.factgrid.de/entity/Q351928,Palacios de la Valduerna,
https://database.factgrid.de/entity/Q351929,Palacios de Riopisuerga,
https://database.factgrid.de/entity/Q351930,Palacios de Sanabria,
https://database.factgrid.de/entity/Q351931,Palacios del Arzobispo,
https://database.factgrid.de/entity/Q351932,Palacios del Pan,
https://database.factgrid.de/entity/Q351933,Palacios del Sil,
https://database.factgrid.de/entity/Q351934,Palacios Rubios,
https://database.factgrid.de/entity/Q351935,Palaciosrubios,
https://database.factgrid.de/entity/Q351936,Palafolls,
https://database.factgrid.de/entity/Q351937,Palafrugell,
https://database.factgrid.de/entity/Q351938,Palafrugell,
https://database.factgrid.de/entity/Q351939,Palamós,
https://database.factgrid.de/entity/Q351940,Palancares,
https://database.factgrid.de/entity/Q351941,Palanques,
https://database.factgrid.de/entity/Q351942,Palas de Rei,
https://database.factgrid.de/entity/Q351943,Palas de Rei,
https://database.factgrid.de/entity/Q351944,Palas-Pinilla,
https://database.factgrid.de/entity/Q351945,Palau de Santa Eulàlia,
https://database.factgrid.de/entity/Q351946,Palau-sator,
https://database.factgrid.de/entity/Q351947,Palau-saverdera,
https://database.factgrid.de/entity/Q351948,Palau-solità i Plegamans,
https://database.factgrid.de/entity/Q351949,Palazuelo de Vedija,
https://database.factgrid.de/entity/Q351950,Palazuelo-Empalme,
https://database.factgrid.de/entity/Q351955,Palazuelos,
https://database.factgrid.de/entity/Q351951,Palazuelos de Cuesta-Urría,
https://database.factgrid.de/entity/Q351952,Palazuelos de Eresma,
https://database.factgrid.de/entity/Q351953,Palazuelos de la Sierra,
https://database.factgrid.de/entity/Q351954,Palazuelos de Muñó,
https://database.factgrid.de/entity/Q351958,Palencia,
https://database.factgrid.de/entity/Q351959,Palencia,
https://database.factgrid.de/entity/Q351956,Palencia de Negrilla,
https://database.factgrid.de/entity/Q351957,Palencia Province,
https://database.factgrid.de/entity/Q351960,Palenciana,
https://database.factgrid.de/entity/Q351961,Palenzuela,
https://database.factgrid.de/entity/Q351962,Palenzuela,
https://database.factgrid.de/entity/Q351963,"Paleo, Carral",
https://database.factgrid.de/entity/Q351964,Pallejà,
https://database.factgrid.de/entity/Q351965,Pallerol,
https://database.factgrid.de/entity/Q351966,Palma de Gandia,
https://database.factgrid.de/entity/Q90036,Palma de Mallorca,
https://database.factgrid.de/entity/Q351967,Palma del Río,
https://database.factgrid.de/entity/Q351968,Pálmaces de Jadraque,
https://database.factgrid.de/entity/Q351969,Palmeira,
https://database.factgrid.de/entity/Q351970,Palmera,
https://database.factgrid.de/entity/Q351971,Palmés,
https://database.factgrid.de/entity/Q351972,"Palmou, Lalín",
https://database.factgrid.de/entity/Q351973,Palo,
https://database.factgrid.de/entity/Q351974,Palol de Revardit,
https://database.factgrid.de/entity/Q351975,Palomar de Arroyos,
https://database.factgrid.de/entity/Q351976,Palomares del Campo,
https://database.factgrid.de/entity/Q351977,Palomares del Río,
https://database.factgrid.de/entity/Q351978,"Palomas, Badajoz",
https://database.factgrid.de/entity/Q351979,Palombar,
https://database.factgrid.de/entity/Q351980,Palomeque,
https://database.factgrid.de/entity/Q351981,Palomera,
https://database.factgrid.de/entity/Q351982,Palomero,
https://database.factgrid.de/entity/Q90039,Palos de la Frontera,
https://database.factgrid.de/entity/Q351983,Pals,
https://database.factgrid.de/entity/Q351984,Pambre,
https://database.factgrid.de/entity/Q351985,Pampaneira,
https://database.factgrid.de/entity/Q351986,Pampliega,
https://database.factgrid.de/entity/Q90041,Pamplona,
https://database.factgrid.de/entity/Q351987,Pancorbo,
https://database.factgrid.de/entity/Q351988,Pancrudo,
https://database.factgrid.de/entity/Q351989,Pandellevandes,
https://database.factgrid.de/entity/Q351990,Pandenes,
https://database.factgrid.de/entity/Q351991,Pando,
https://database.factgrid.de/entity/Q351992,Pando,
https://database.factgrid.de/entity/Q351993,Panes,
https://database.factgrid.de/entity/Q351994,Paniza,
https://database.factgrid.de/entity/Q351995,Panticosa,
https://database.factgrid.de/entity/Q351996,Pantín (Santiago),
https://database.factgrid.de/entity/Q351997,"Pantiñobre, Arzúa",
https://database.factgrid.de/entity/Q351998,"Pantoja, Spain",
https://database.factgrid.de/entity/Q352000,Pantón,
https://database.factgrid.de/entity/Q351999,"Pantón, Pantón",
https://database.factgrid.de/entity/Q352001,Panxón (San Xoán),
https://database.factgrid.de/entity/Q352002,Papatrigo,
https://database.factgrid.de/entity/Q352003,"Papucín, Frades",
https://database.factgrid.de/entity/Q352004,Para,
https://database.factgrid.de/entity/Q352008,Paracuellos,
https://database.factgrid.de/entity/Q352005,Paracuellos de Jarama,
https://database.factgrid.de/entity/Q352006,Paracuellos de Jiloca,
https://database.factgrid.de/entity/Q352007,Paracuellos de la Ribera,
https://database.factgrid.de/entity/Q352032,Parada,
https://database.factgrid.de/entity/Q352009,Parada (San Pedro),
https://database.factgrid.de/entity/Q352010,Parada (San Pedro),
https://database.factgrid.de/entity/Q352011,Parada (Santa Eufemia),
https://database.factgrid.de/entity/Q352012,Parada (Santa Mariña),
https://database.factgrid.de/entity/Q352013,Parada (Santalla),
https://database.factgrid.de/entity/Q352014,Parada da Serra (San Lucas),
https://database.factgrid.de/entity/Q352015,"Parada da Serra, Castrelo do Val",
https://database.factgrid.de/entity/Q352016,Parada das Achas,
https://database.factgrid.de/entity/Q352017,"Parada de Amoeiro, Amoeiro",
https://database.factgrid.de/entity/Q352018,Parada de Arriba,
https://database.factgrid.de/entity/Q352019,"Parada de Labiote, O Irixo",
https://database.factgrid.de/entity/Q352020,"Parada de Outeiro, Vilar de Santos",
https://database.factgrid.de/entity/Q352021,Parada de Ribeira,
https://database.factgrid.de/entity/Q352022,Parada de Rubiales,
https://database.factgrid.de/entity/Q352024,Parada de Sil,
https://database.factgrid.de/entity/Q352023,Parada de Sil (Santa Mariña),
https://database.factgrid.de/entity/Q352025,Parada de Ventosa (San Pedro),
https://database.factgrid.de/entity/Q352026,Parada dos Montes (Santa Einés),
https://database.factgrid.de/entity/Q352027,"Parada Seca, Chandrexa de Queixa",
https://database.factgrid.de/entity/Q352028,"Parada, Lalín",
https://database.factgrid.de/entity/Q352029,"Parada, Outeiro de Rei",
https://database.factgrid.de/entity/Q352030,"Parada, Oza-Cesuras",
https://database.factgrid.de/entity/Q352031,"Parada, Silleda",
https://database.factgrid.de/entity/Q352033,Paradas,
https://database.factgrid.de/entity/Q352034,Paradaseca (San Marcos),
https://database.factgrid.de/entity/Q352035,"Paradavella, Fonsagrada",
https://database.factgrid.de/entity/Q352045,Paradela,
https://database.factgrid.de/entity/Q352046,Paradela,
https://database.factgrid.de/entity/Q352048,Paradela,
https://database.factgrid.de/entity/Q352047,Paradela,
https://database.factgrid.de/entity/Q352036,Paradela (San Fiz),
https://database.factgrid.de/entity/Q352037,Paradela (San Paio),
https://database.factgrid.de/entity/Q352038,Paradela (San Pedro),
https://database.factgrid.de/entity/Q352039,Paradela (San Sebastián),
https://database.factgrid.de/entity/Q352040,Paradela (Santa María),
https://database.factgrid.de/entity/Q352041,Paradela de Abeleda (San Xoán),
https://database.factgrid.de/entity/Q352042,Paradela del Río,
https://database.factgrid.de/entity/Q352043,"Paradela, A Estrada",
https://database.factgrid.de/entity/Q352044,"Paradela, Paradela",
https://database.factgrid.de/entity/Q352049,Paradiña (Santa María Madanela),
https://database.factgrid.de/entity/Q352051,Paradinas,
https://database.factgrid.de/entity/Q352050,Paradinas de San Juan,
https://database.factgrid.de/entity/Q352052,"Parafita, Chandrexa de Queixa",
https://database.factgrid.de/entity/Q352053,Parajas,
https://database.factgrid.de/entity/Q352054,Paramios,
https://database.factgrid.de/entity/Q352058,Páramo,
https://database.factgrid.de/entity/Q352055,Páramo de Boedo,
https://database.factgrid.de/entity/Q352056,Páramo del Sil,
https://database.factgrid.de/entity/Q352057,"Páramo, Castroverde",
https://database.factgrid.de/entity/Q352059,Paramos (Santa María),
https://database.factgrid.de/entity/Q352060,"Paramos, Tui",
https://database.factgrid.de/entity/Q352061,Parana,
https://database.factgrid.de/entity/Q352062,"Paraños, Covelo",
https://database.factgrid.de/entity/Q352063,Parauta,
https://database.factgrid.de/entity/Q352064,Parcent,
https://database.factgrid.de/entity/Q352065,Pardavedra (Santiago),
https://database.factgrid.de/entity/Q352066,"Pardemarín, A Estrada",
https://database.factgrid.de/entity/Q352067,Parderrubias (Santa Olaia),
https://database.factgrid.de/entity/Q352068,"Parderrubias, Salceda de Caselas",
https://database.factgrid.de/entity/Q352069,"Pardesoa, Forcarei",
https://database.factgrid.de/entity/Q352070,Pardilla,
https://database.factgrid.de/entity/Q352071,Pardiñas,
https://database.factgrid.de/entity/Q352072,Pardines,
https://database.factgrid.de/entity/Q352073,"Pardollán, Rubiá",
https://database.factgrid.de/entity/Q352074,Pardos,
https://database.factgrid.de/entity/Q352081,Paredes,
https://database.factgrid.de/entity/Q352082,Paredes,
https://database.factgrid.de/entity/Q352075,Paredes (Santa María),
https://database.factgrid.de/entity/Q352076,Paredes de Buitrago,
https://database.factgrid.de/entity/Q352077,Paredes de Escalona,
https://database.factgrid.de/entity/Q352078,Paredes de Nava,
https://database.factgrid.de/entity/Q352079,Paredes de Sigüenza,
https://database.factgrid.de/entity/Q352080,"Paredes, Ponteareas",
https://database.factgrid.de/entity/Q352083,Paredesroyas,
https://database.factgrid.de/entity/Q352084,Pareisás (Santo Antonio),
https://database.factgrid.de/entity/Q352085,Pareja,
https://database.factgrid.de/entity/Q352086,Paretón,
https://database.factgrid.de/entity/Q352087,Parets del Vallès,
https://database.factgrid.de/entity/Q352088,"Parga, Guitiriz",
https://database.factgrid.de/entity/Q352089,Parish of Báscones,
https://database.factgrid.de/entity/Q352090,Parish of Porciles,
https://database.factgrid.de/entity/Q352091,Parla,
https://database.factgrid.de/entity/Q352092,Parlavà,
https://database.factgrid.de/entity/Q352093,Parlero,
https://database.factgrid.de/entity/Q352094,Parmu,
https://database.factgrid.de/entity/Q352095,Parque de las Castillas,
https://database.factgrid.de/entity/Q352096,Parres,
https://database.factgrid.de/entity/Q352097,Parres,
https://database.factgrid.de/entity/Q352098,Parres,
https://database.factgrid.de/entity/Q352099,Parrilla,
https://database.factgrid.de/entity/Q352100,Parrillas,
https://database.factgrid.de/entity/Q352101,Partaloa,
https://database.factgrid.de/entity/Q352102,Partido de la Sierra en Tobalina,
https://database.factgrid.de/entity/Q352103,"Partovia, O Carballiño",
https://database.factgrid.de/entity/Q352104,"Partovia, Partovia, O Carballiño",
https://database.factgrid.de/entity/Q352105,Pasaia,
https://database.factgrid.de/entity/Q352106,"Pasarelos, Oroso",
https://database.factgrid.de/entity/Q352108,Pasarón,
https://database.factgrid.de/entity/Q352107,Pasarón de la Vera,
https://database.factgrid.de/entity/Q352109,"Pascais, Samos",
https://database.factgrid.de/entity/Q352110,Pascual Muñoz,
https://database.factgrid.de/entity/Q352111,Pascualcobo,
https://database.factgrid.de/entity/Q352112,Pascualgrande,
https://database.factgrid.de/entity/Q352113,Passanant i Belltall,
https://database.factgrid.de/entity/Q352114,Pastor (parroquia),
https://database.factgrid.de/entity/Q352115,Pastores,
https://database.factgrid.de/entity/Q352116,"Pastoriza, Arteixo",
https://database.factgrid.de/entity/Q352117,Pastrana,
https://database.factgrid.de/entity/Q352118,Pastriz,
https://database.factgrid.de/entity/Q352123,Paterna,
https://database.factgrid.de/entity/Q352119,Paterna de Rivera,
https://database.factgrid.de/entity/Q352120,Paterna del Campo,
https://database.factgrid.de/entity/Q352121,Paterna del Madera,
https://database.factgrid.de/entity/Q352122,Paterna del Río,
https://database.factgrid.de/entity/Q352126,Patones,
https://database.factgrid.de/entity/Q352124,Patones de Abajo,
https://database.factgrid.de/entity/Q352125,Patones de Arriba,
https://database.factgrid.de/entity/Q352127,Pau,
https://database.factgrid.de/entity/Q352128,Paüls,
https://database.factgrid.de/entity/Q352129,Pavías,
https://database.factgrid.de/entity/Q352130,Paymogo,
https://database.factgrid.de/entity/Q352131,Payo de Ojeda,
https://database.factgrid.de/entity/Q352132,Pazos (San Fiz),
https://database.factgrid.de/entity/Q352133,Pazos (San Martiño),
https://database.factgrid.de/entity/Q352134,Pazos (San Salvador),
https://database.factgrid.de/entity/Q352135,Pazos de Arenteiro (San Salvador),
https://database.factgrid.de/entity/Q352136,Pazos de Borbén,
https://database.factgrid.de/entity/Q352137,"Pazos de Reis, Tui",
https://database.factgrid.de/entity/Q352138,"Pazos de San Clodio, San Cibrao das Viñas",
https://database.factgrid.de/entity/Q352139,"Pazos, Pazos de Borbén",
https://database.factgrid.de/entity/Q352140,Pazuengos,
https://database.factgrid.de/entity/Q352141,Peal de Becerro,
https://database.factgrid.de/entity/Q352142,Pechina,
https://database.factgrid.de/entity/Q352143,"Pedornes, Oia",
https://database.factgrid.de/entity/Q352144,Pedrafita (San Martiño),
https://database.factgrid.de/entity/Q352145,Pedrafita (San Miguel),
https://database.factgrid.de/entity/Q352146,Pedrafita de Camporredondo (San Xoán),
https://database.factgrid.de/entity/Q352147,Pedrafita do Cebreiro,
https://database.factgrid.de/entity/Q352148,Pedrafita do Cebreiro,
https://database.factgrid.de/entity/Q352149,"Pedrafita, Chantada",
https://database.factgrid.de/entity/Q352150,"Pedrafita, Guitiriz",
https://database.factgrid.de/entity/Q352151,Pedrajas de San Esteban,
https://database.factgrid.de/entity/Q352153,Pedralba,
https://database.factgrid.de/entity/Q352152,Pedralba de la Pradería,
https://database.factgrid.de/entity/Q352157,Pedraza,
https://database.factgrid.de/entity/Q352154,Pedraza (Santa María),
https://database.factgrid.de/entity/Q352155,Pedraza de Alba,
https://database.factgrid.de/entity/Q352156,Pedraza de Campos,
https://database.factgrid.de/entity/Q352159,Pedre,
https://database.factgrid.de/entity/Q352158,Pedre (Santo Estevo),
https://database.factgrid.de/entity/Q352160,Pedreda (San Vicente),
https://database.factgrid.de/entity/Q352161,"Pedregoso, Begonte, Begonte",
https://database.factgrid.de/entity/Q352162,Pedreguer,
https://database.factgrid.de/entity/Q352163,Pedrera,
https://database.factgrid.de/entity/Q352164,Pedret i Marzà,
https://database.factgrid.de/entity/Q352165,Pedrezuela,
https://database.factgrid.de/entity/Q352166,Pedro Abad,
https://database.factgrid.de/entity/Q352167,Pedro Bernardo,
https://database.factgrid.de/entity/Q352168,Pedro Martínez,
https://database.factgrid.de/entity/Q352169,Pedro Muñoz,
https://database.factgrid.de/entity/Q352170,Pedro-Rodríguez,
https://database.factgrid.de/entity/Q352171,Pedroche,
https://database.factgrid.de/entity/Q352172,Pedrola,
https://database.factgrid.de/entity/Q352173,Pedrosa de Duero,
https://database.factgrid.de/entity/Q352174,Pedrosa de la Vega,
https://database.factgrid.de/entity/Q352175,Pedrosa de Río Urbel,
https://database.factgrid.de/entity/Q352176,Pedrosa del Páramo,
https://database.factgrid.de/entity/Q352177,Pedrosa del Príncipe,
https://database.factgrid.de/entity/Q352178,Pedrosa del Rey,
https://database.factgrid.de/entity/Q352179,Pedrosillo de Alba,
https://database.factgrid.de/entity/Q352180,Pedrosillo de los Aires,
https://database.factgrid.de/entity/Q352181,Pedrosillo el Ralo,
https://database.factgrid.de/entity/Q352185,Pedroso,
https://database.factgrid.de/entity/Q352182,Pedroso de Acim,
https://database.factgrid.de/entity/Q352183,"Pedroso, La Rioja",
https://database.factgrid.de/entity/Q352184,"Pedroso, Rodeiro",
https://database.factgrid.de/entity/Q352186,Pedrouzos (San Mamede),
https://database.factgrid.de/entity/Q352187,Pedrouzos (Santa Mariña),
https://database.factgrid.de/entity/Q352188,Pedroveya,
https://database.factgrid.de/entity/Q352189,Pedroveya,
https://database.factgrid.de/entity/Q352190,Pegalajar,
https://database.factgrid.de/entity/Q352191,Pego,
https://database.factgrid.de/entity/Q352192,Peguerinos,
https://database.factgrid.de/entity/Q352193,"Peibás, Antas de Ulla",
https://database.factgrid.de/entity/Q352194,Peites (San Martiño),
https://database.factgrid.de/entity/Q352195,"Peitieiros, Gondomar",
https://database.factgrid.de/entity/Q352196,Peizáis,
https://database.factgrid.de/entity/Q352197,Pelabravo,
https://database.factgrid.de/entity/Q352198,Pelahustán,
https://database.factgrid.de/entity/Q352199,Pelarrodríguez,
https://database.factgrid.de/entity/Q352202,Pelayos,
https://database.factgrid.de/entity/Q352200,Pelayos de la Presa,
https://database.factgrid.de/entity/Q352201,Pelayos del Arroyo,
https://database.factgrid.de/entity/Q352203,Peleagonzalo,
https://database.factgrid.de/entity/Q352204,Peleas de Abajo,
https://database.factgrid.de/entity/Q352205,Pelegrina,
https://database.factgrid.de/entity/Q352206,Peligros,
https://database.factgrid.de/entity/Q352207,Pelliceira,
https://database.factgrid.de/entity/Q352208,Peloche,
https://database.factgrid.de/entity/Q352209,Pelóu,
https://database.factgrid.de/entity/Q352210,Pelúgano,
https://database.factgrid.de/entity/Q352211,"Pena Folenche, A Pobra de Trives",
https://database.factgrid.de/entity/Q352212,Pena Petada (Santo Estevo),
https://database.factgrid.de/entity/Q352213,"Pena, Castroverde",
https://database.factgrid.de/entity/Q352214,Peñacaballera,
https://database.factgrid.de/entity/Q352215,Peñacerrada-Urizaharra,
https://database.factgrid.de/entity/Q352216,Penacova,
https://database.factgrid.de/entity/Q352217,Penadecabras (Serantes),
https://database.factgrid.de/entity/Q352218,"Penadrade, A Torre, Vilalba",
https://database.factgrid.de/entity/Q352219,Peñafiel,
https://database.factgrid.de/entity/Q352221,Peñaflor,
https://database.factgrid.de/entity/Q352222,Peñaflor,
https://database.factgrid.de/entity/Q352220,Peñaflor de Hornija,
https://database.factgrid.de/entity/Q352223,Penafonte,
https://database.factgrid.de/entity/Q352224,Penafonte,
https://database.factgrid.de/entity/Q352225,Penafurada,
https://database.factgrid.de/entity/Q352226,Penagos,
https://database.factgrid.de/entity/Q352227,Penàguila,
https://database.factgrid.de/entity/Q352231,Peñalba,
https://database.factgrid.de/entity/Q352228,Peñalba de Ávila,
https://database.factgrid.de/entity/Q352229,Peñalba de Castro,
https://database.factgrid.de/entity/Q352230,Peñalba de la Sierra,
https://database.factgrid.de/entity/Q352232,Peñalén,
https://database.factgrid.de/entity/Q352233,"Penalobeira, Agar, A Estrada",
https://database.factgrid.de/entity/Q352234,Peñalsordo,
https://database.factgrid.de/entity/Q352235,Peñalver,
https://database.factgrid.de/entity/Q352236,Penamaior,
https://database.factgrid.de/entity/Q352237,Peñamellera Alta,
https://database.factgrid.de/entity/Q352238,Peñamellera Baja,
https://database.factgrid.de/entity/Q352239,Penamil (Santiago),
https://database.factgrid.de/entity/Q352240,Peñaparda,
https://database.factgrid.de/entity/Q352241,Peñaranda de Bracamonte,
https://database.factgrid.de/entity/Q352242,Peñaranda de Duero,
https://database.factgrid.de/entity/Q352243,Peñarandilla,
https://database.factgrid.de/entity/Q352244,Peñarroya de Tastavins,
https://database.factgrid.de/entity/Q352245,Peñarroya-Pueblonuevo,
https://database.factgrid.de/entity/Q352246,Penarrubia (Santa María),
https://database.factgrid.de/entity/Q352247,"Peñarrubia, Cantabria",
https://database.factgrid.de/entity/Q352248,Peñas de San Pedro,
https://database.factgrid.de/entity/Q352249,"Penas, Monterroso",
https://database.factgrid.de/entity/Q352250,Peñascosa,
https://database.factgrid.de/entity/Q352251,Peñausende,
https://database.factgrid.de/entity/Q352252,Pendás,
https://database.factgrid.de/entity/Q352253,Pendueles,
https://database.factgrid.de/entity/Q352254,"Penela, Cartelle",
https://database.factgrid.de/entity/Q352255,Penelles,
https://database.factgrid.de/entity/Q352256,Peñerudes,
https://database.factgrid.de/entity/Q352257,Peniscola,
https://database.factgrid.de/entity/Q352259,Penosiños,
https://database.factgrid.de/entity/Q352258,Penosiños (San Salvador),
https://database.factgrid.de/entity/Q352260,Penouta (San Bartolomeu),
https://database.factgrid.de/entity/Q352261,"Pentes, A Gudiña",
https://database.factgrid.de/entity/Q352262,Peones de Amaya,
https://database.factgrid.de/entity/Q352263,"Pepín, Castrelo do Val",
https://database.factgrid.de/entity/Q352264,"Pepino, Spain",
https://database.factgrid.de/entity/Q352265,"Peque, Zamora",
https://database.factgrid.de/entity/Q352266,Peracense,
https://database.factgrid.de/entity/Q352267,Perafita,
https://database.factgrid.de/entity/Q352268,Perafort,
https://database.factgrid.de/entity/Q352269,Peral de Arlanza,
https://database.factgrid.de/entity/Q352270,Peralada,
https://database.factgrid.de/entity/Q352271,Peraleda de la Mata,
https://database.factgrid.de/entity/Q352273,Peraleda de San Román,
https://database.factgrid.de/entity/Q352272,Peraleda de San Román (kommunhuvudort),
https://database.factgrid.de/entity/Q352274,Peraleda del Zaucejo,
https://database.factgrid.de/entity/Q352275,Peralejo,
https://database.factgrid.de/entity/Q352279,Peralejos,
https://database.factgrid.de/entity/Q352276,Peralejos de Abajo,
https://database.factgrid.de/entity/Q352277,Peralejos de Arriba,
https://database.factgrid.de/entity/Q352278,Peralejos de las Truchas,
https://database.factgrid.de/entity/Q352283,Perales,
https://database.factgrid.de/entity/Q352280,Perales de Tajuña,
https://database.factgrid.de/entity/Q352281,Perales del Alfambra,
https://database.factgrid.de/entity/Q352282,Perales del Puerto,
https://database.factgrid.de/entity/Q352284,Peralta – Azkoien,
https://database.factgrid.de/entity/Q352285,Peralta de Alcofea,
https://database.factgrid.de/entity/Q352286,Peralta de Calasanz,
https://database.factgrid.de/entity/Q352287,Peraltilla,
https://database.factgrid.de/entity/Q352288,Peralveche,
https://database.factgrid.de/entity/Q352289,Peramola,
https://database.factgrid.de/entity/Q352290,Peranzanes,
https://database.factgrid.de/entity/Q352291,Perapertú,
https://database.factgrid.de/entity/Q352292,Perarrúa,
https://database.factgrid.de/entity/Q352293,Peratallada,
https://database.factgrid.de/entity/Q352294,"Perbes, Miño",
https://database.factgrid.de/entity/Q352295,"Perdecanai, Barro",
https://database.factgrid.de/entity/Q352296,Perdigueiros,
https://database.factgrid.de/entity/Q352297,Perdiguera,
https://database.factgrid.de/entity/Q352299,Pereda,
https://database.factgrid.de/entity/Q352300,Pereda,
https://database.factgrid.de/entity/Q352298,"Pereda, San Cristovo de Cea",
https://database.factgrid.de/entity/Q352301,Pereira (parroquia),
https://database.factgrid.de/entity/Q352303,Pereira de Montes (Santa María),
https://database.factgrid.de/entity/Q352304,"Pereira, Chantada",
https://database.factgrid.de/entity/Q352305,"Pereira, Forcarei",
https://database.factgrid.de/entity/Q352306,"Pereiramá, Castroverde",
https://database.factgrid.de/entity/Q352307,"Pereiras, Mos",
https://database.factgrid.de/entity/Q352308,Pereña de la Ribera,
https://database.factgrid.de/entity/Q352310,Perera,
https://database.factgrid.de/entity/Q352309,Perera,
https://database.factgrid.de/entity/Q352311,Pereruela,
https://database.factgrid.de/entity/Q352312,Periana,
https://database.factgrid.de/entity/Q352313,Perilla de Castro,
https://database.factgrid.de/entity/Q352314,Perillo,
https://database.factgrid.de/entity/Q352315,Perín,
https://database.factgrid.de/entity/Q352316,Perlavia,
https://database.factgrid.de/entity/Q352317,Perlín,
https://database.factgrid.de/entity/Q352318,Perlío,
https://database.factgrid.de/entity/Q352319,Perlora,
https://database.factgrid.de/entity/Q352320,Pernús,
https://database.factgrid.de/entity/Q352321,Peromingo,
https://database.factgrid.de/entity/Q352322,Peroniel del Campo,
https://database.factgrid.de/entity/Q352323,Perosillo,
https://database.factgrid.de/entity/Q352324,"Perrelos, Sarreaus",
https://database.factgrid.de/entity/Q352325,Pertusa,
https://database.factgrid.de/entity/Q352326,Pervera,
https://database.factgrid.de/entity/Q352327,Pesaguero,
https://database.factgrid.de/entity/Q352328,Pescueza,
https://database.factgrid.de/entity/Q352329,Pesoz,
https://database.factgrid.de/entity/Q352330,"Pesqueiras, Chantada",
https://database.factgrid.de/entity/Q352331,"Pesqueiras, Salvaterra de Miño",
https://database.factgrid.de/entity/Q352334,Pesquera,
https://database.factgrid.de/entity/Q352332,Pesquera (Ávila),
https://database.factgrid.de/entity/Q352333,Pesquera de Duero,
https://database.factgrid.de/entity/Q352335,"Petán, A Cañiza",
https://database.factgrid.de/entity/Q352336,"Petelos, Mos",
https://database.factgrid.de/entity/Q352337,Petilla de Aragón,
https://database.factgrid.de/entity/Q352339,Petín,
https://database.factgrid.de/entity/Q352338,Petín (Santiago),
https://database.factgrid.de/entity/Q352340,"Petra, Majorca",
https://database.factgrid.de/entity/Q352341,Petrer,
https://database.factgrid.de/entity/Q352342,Petrés,
https://database.factgrid.de/entity/Q352343,Pétrola,
https://database.factgrid.de/entity/Q352344,"Pexegueiro, Tui",
https://database.factgrid.de/entity/Q352346,Pexeiros (Santa María),
https://database.factgrid.de/entity/Q352345,Pexeiros (Santa María),
https://database.factgrid.de/entity/Q352347,"Pezobre, Santiso",
https://database.factgrid.de/entity/Q352348,"Pezobrés, Santiso",
https://database.factgrid.de/entity/Q352349,Pezós,
https://database.factgrid.de/entity/Q352350,Pezós,
https://database.factgrid.de/entity/Q352351,Pezuela de las Torres,
https://database.factgrid.de/entity/Q352352,"Piadela, Betanzos",
https://database.factgrid.de/entity/Q352353,Piantón,
https://database.factgrid.de/entity/Q352355,Pías,
https://database.factgrid.de/entity/Q352356,Pías,
https://database.factgrid.de/entity/Q352354,"Pías, Ponteareas",
https://database.factgrid.de/entity/Q352357,Picanya,
https://database.factgrid.de/entity/Q352358,Picassent,
https://database.factgrid.de/entity/Q352359,Picazo,
https://database.factgrid.de/entity/Q352360,Picón,
https://database.factgrid.de/entity/Q352361,Pidre,
https://database.factgrid.de/entity/Q352362,Piedrabuena,
https://database.factgrid.de/entity/Q352363,Piedrafita de Babia,
https://database.factgrid.de/entity/Q352364,Piedrafita de la Mediana,
https://database.factgrid.de/entity/Q352367,Piedrahíta,
https://database.factgrid.de/entity/Q352365,Piedrahita de Castro,
https://database.factgrid.de/entity/Q352366,"Piedrahíta, Teruel",
https://database.factgrid.de/entity/Q352368,Piedralaves,
https://database.factgrid.de/entity/Q352369,Piedramillera,
https://database.factgrid.de/entity/Q352370,Piedras Albas,
https://database.factgrid.de/entity/Q352371,Piedratajada,
https://database.factgrid.de/entity/Q352372,Piélagos,
https://database.factgrid.de/entity/Q352373,Piera,
https://database.factgrid.de/entity/Q352374,Piérnigas,
https://database.factgrid.de/entity/Q352375,"Pígara, Guitiriz",
https://database.factgrid.de/entity/Q352376,Pigüeces,
https://database.factgrid.de/entity/Q352377,Pigüeña,
https://database.factgrid.de/entity/Q352378,Pilar de la Horadada,
https://database.factgrid.de/entity/Q352379,Pilas,
https://database.factgrid.de/entity/Q352380,Piles,
https://database.factgrid.de/entity/Q352381,Pillarno,
https://database.factgrid.de/entity/Q352382,Piloña,
https://database.factgrid.de/entity/Q352383,"Piloño, Vila de Cruces",
https://database.factgrid.de/entity/Q352384,Pilzà,
https://database.factgrid.de/entity/Q352385,Pimiango,
https://database.factgrid.de/entity/Q352386,Pin (Santa María),
